unit,purpose,duration,partner,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PROF,N_GE1,WORLD,ED0-2,ES	831258 	1486678 	863280 	1524865 	1833609 	1825409 
NR,PROF,N_GE1,WORLD,ED0-2,EU27	: 	: 	2678620 e	: 	3604902 e	4337178 e
NR,PROF,N_GE1,WORLD,ED0-2,EU28	: 	: 	2675359 e	: 	3680208 e	4390049 e
NR,PROF,N_GE1,WORLD,ED0-2,FI	486492 	529380 	422116 	526832 	631641 	548075 
NR,PROF,N_GE1,WORLD,ED0-2,HR	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE1,WORLD,ED0-2,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE1,WORLD,ED0-2,LU	: 	: 	: 	: 	: 	8126 u
NR,PROF,N_GE1,WORLD,ED0-2,LV	: 	: c	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,ED0-2,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE1,WORLD,ED0-2,NL	157631 	143455 	118596 u	133050 	185019 	130634 u
NR,PROF,N_GE1,WORLD,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ED0-2,PT	386040 	374631 	407862 	: 	464249 	500303 
NR,PROF,N_GE1,WORLD,ED0-2,RO	144382 	121524 	183285 	109515 	105280 	: 
NR,PROF,N_GE1,WORLD,ED0-2,SI	: 	: u	36567 u	: u	18459 u	26180 u
NR,PROF,N_GE1,WORLD,ED3_4,AT	1702215 	1881692 	1829206 	1913622 	1942065 	2044122 
NR,PROF,N_GE1,WORLD,ED3_4,EA	: 	: 	: 	: 	7926702 e	9418205 e
NR,PROF,N_GE1,WORLD,ED3_4,EE	256970 	293498 	238038 	239628 	164704 	107553 
NR,PROF,N_GE1,WORLD,ED3_4,ES	1291625 	1458021 	992933 	2531829 	3254363 	4417510 
NR,PROF,N_GE1,WORLD,ED3_4,EU27	: 	: 	7053354 e	: 	8570285 e	13946573 e
NR,PROF,N_GE1,WORLD,ED3_4,EU28	: 	: 	7044767 e	: 	9182481 e	14746251 e
NR,PROF,N_GE1,WORLD,ED3_4,FI	1558166 	1610332 	1529986 	1572752 	1791162 	1925140 
NR,PROF,N_GE1,WORLD,ED3_4,HR	: 	: 	: 	: 	603530 	787241 
NR,PROF,N_GE1,WORLD,ED3_4,HU	82635 	91036 	68285 	: 	: 	: 
NR,PROF,N_GE1,WORLD,ED3_4,LU	: 	: 	: 	: 	: 	50486 
NR,PROF,N_GE1,WORLD,ED3_4,LV	: 	76942 u	99295 u	79205 u	188119 	172429 
NR,PROF,N_GE1,WORLD,ED3_4,MT	: 	29169 	27936 	25449 	: 	: 
NR,PROF,N_GE1,WORLD,ED3_4,NL	1301986 	555956 	420893 	287321 	374479 	478297 
NR,PROF,N_GE1,WORLD,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ED3_4,PT	344415 	391071 	353481 	: 	250361 	224259 
NR,PROF,N_GE1,WORLD,ED3_4,RO	412080 	348049 	397845 	345839 	317696 	: 
NR,PROF,N_GE1,WORLD,ED3_4,SI	: 	195345 	201923 	182896 	148595 	169679 
NR,PROF,N_GE1,WORLD,ED5-8,AT	1519198 	1711296 	1720364 	1959241 	1929730 	1446911 
NR,PROF,N_GE1,WORLD,ED5-8,EA	: 	: 	: 	: 	13425640 e	14768184 e
NR,PROF,N_GE1,WORLD,ED5-8,EE	439451 	492925 	387462 	441798 	271706 	270643 
NR,PROF,N_GE1,WORLD,ED5-8,ES	5853485 	5810602 	5173885 	4926964 	5715310 	6802626 
NR,PROF,N_GE1,WORLD,ED5-8,EU27	: 	: 	15954474 e	: 	13959829 e	21139225 e
NR,PROF,N_GE1,WORLD,ED5-8,EU28	: 	: 	15935051 e	: 	14734265 e	21759696 e
NR,PROF,N_GE1,WORLD,ED5-8,FI	3491212 	3606787 	3139495 	3234692 	3108738 	3620972 
NR,PROF,N_GE1,WORLD,ED5-8,HR	: 	: 	: 	: 	763895 	612420 
NR,PROF,N_GE1,WORLD,ED5-8,HU	154720 	118462 	251784 	: 	: 	: 
NR,PROF,N_GE1,WORLD,ED5-8,LU	: 	: 	: 	: 	: 	214852 
NR,PROF,N_GE1,WORLD,ED5-8,LV	: 	169826 	139971 	163324 	228245 	257673 
NR,PROF,N_GE1,WORLD,ED5-8,MT	: 	51089 	48582 	50421 	: 	: 
NR,PROF,N_GE1,WORLD,ED5-8,NL	2085818 	1706399 	1842134 	1658683 	1577846 	1641897 
NR,PROF,N_GE1,WORLD,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ED5-8,PT	718109 	789573 	852192 	: 	567371 	479620 
NR,PROF,N_GE1,WORLD,ED5-8,RO	75203 	67252 	96096 	75893 	81602 	: 
NR,PROF,N_GE1,WORLD,ED5-8,SI	: 	304510 	280622 	283815 	253292 	288847 
NR,PROF,N_GE1,WORLD,TOTAL,AT	3483825 	3878184 	3807863 	4129440 	4161337 	3920572 
NR,PROF,N_GE1,WORLD,TOTAL,BE	1250928 b	1415402 	1085336 	964265 	1118595 	2195506 
NR,PROF,N_GE1,WORLD,TOTAL,BG	195570 	169216 	156447 	195198 	223055 	152442 
NR,PROF,N_GE1,WORLD,TOTAL,CH	: 	1278936 	1325133 	1204604 	1187899 	1860843 
NR,PROF,N_GE1,WORLD,TOTAL,CY	283878 	255299 	214821 	224598 	232670 	261196 
NR,PROF,N_GE1,WORLD,TOTAL,CZ	1401536 	1458830 	1087849 	1250590 	1671902 	1452114 
NR,PROF,N_GE1,WORLD,TOTAL,DE	41280965 	42152657 	37792654 	39721086 	41355380 	47757995 
NR,PROF,N_GE1,WORLD,TOTAL,DK	: 	2456135 	3171789 	2106503 	2510552 	2720684 
NR,PROF,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	97439802 e	112176822 e
NR,PROF,N_GE1,WORLD,TOTAL,EE	725228 	849777 	660659 	711876 	449562 	393980 
NR,PROF,N_GE1,WORLD,TOTAL,EL	: 	366251 	362436 	362747 	421663 	308833 
NR,PROF,N_GE1,WORLD,TOTAL,ES	7976367 	8755302 	7030098 	8983658 	10803281 	13045545 
NR,PROF,N_GE1,WORLD,TOTAL,EU27	: 	: 	114848048 e	: 	134974329 e	157528813 e
NR,PROF,N_GE1,WORLD,TOTAL,EU28	: 	: 	115810592 e	: 	136421283 e	158983201 e
NR,PROF,N_GE1,WORLD,TOTAL,FI	5535870 	5746499 	5091597 	5334276 	5531542 	6094186 
NR,PROF,N_GE1,WORLD,TOTAL,FR	24601255 	16396747 	16046025 	20356808 	21347713 	21840398 
NR,PROF,N_GE1,WORLD,TOTAL,HR	842028 	783594 	963680 	1523610 	1442010 	1452238 
NR,PROF,N_GE1,WORLD,TOTAL,HU	694052 	709939 	796295 	757202 	746350 	935566 
NR,PROF,N_GE1,WORLD,TOTAL,IE	1176653 	1314153 	1163107 	1079355 	958134 	855327 
NR,PROF,N_GE1,WORLD,TOTAL,IT	5626256 	6756808 	6893583 	8111560 	5587136 	9658192 
NR,PROF,N_GE1,WORLD,TOTAL,LT	771526 	749400 	726769 	697362 	655548 	631130 
NR,PROF,N_GE1,WORLD,TOTAL,LU	: 	196024 	254935 	304371 	275279 	273463 
NR,PROF,N_GE1,WORLD,TOTAL,LV	: 	247945 	241587 	250130 	421957 	440968 
NR,PROF,N_GE1,WORLD,TOTAL,MT	118676 	83884 	82063 	77020 	68171 	63368 
NR,PROF,N_GE1,WORLD,TOTAL,NL	3545435 	2405810 	2381623 	2079054 	2137344 	2262696 
NR,PROF,N_GE1,WORLD,TOTAL,NO	4893642 	4414742 	4638610 	5506929 	4000421 	: 
NR,PROF,N_GE1,WORLD,TOTAL,PL	2733580 	2338232 	2076310 	2028682 	5112044 	6864346 
NR,PROF,N_GE1,WORLD,TOTAL,PT	1448564 	1555275 	1613535 	1452535 	1281981 	1204183 
NR,PROF,N_GE1,WORLD,TOTAL,RO	631666 	536825 	677227 	531248 	504579 	413298 
NR,PROF,N_GE1,WORLD,TOTAL,SE	: 	7333819 	4960039 	6742129 	: 	: 
NR,PROF,N_GE1,WORLD,TOTAL,SI	537237 	517326 	519113 	485691 	420346 	484706 
NR,PROF,N_GE1,WORLD,TOTAL,SK	1648449 	1507185 u	1387908 	1354797 u	1161459 	1197094 
NR,PROF,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	23515460 	24955335 
NR,PROF,N_GE1,WORLD,UNK,BE	1250928 b	1415402 	1085336 	964265 	1118595 	2195506 
NR,PROF,N_GE1,WORLD,UNK,BG	195570 	169216 	156447 	195198 	223055 	152442 
NR,PROF,N_GE1,WORLD,UNK,CH	: 	1278936 	1325133 	1204604 	1187899 	1860843 
NR,PROF,N_GE1,WORLD,UNK,CY	283878 	255299 	214821 	224598 	232670 	261196 
NR,PROF,N_GE1,WORLD,UNK,CZ	1401536 	1458830 	1087849 	1250590 	1671902 	1452114 
NR,PROF,N_GE1,WORLD,UNK,DE	41280965 	42152657 	37792654 	39721086 	41355380 	47757995 
NR,PROF,N_GE1,WORLD,UNK,DK	: 	2456135 	3171789 	2106503 	2510552 	2720684 
NR,PROF,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	72651367 e	84505956 e
NR,PROF,N_GE1,WORLD,UNK,EL	: 	366251 	362436 	362747 	421663 	308833 
NR,PROF,N_GE1,WORLD,UNK,EU27	: 	: 	89161601 e	: 	108839313 e	118105836 e
NR,PROF,N_GE1,WORLD,UNK,EU28	: 	: 	90155415 e	: 	108824329 e	118087205 e
NR,PROF,N_GE1,WORLD,UNK,FR	24601255 	16396747 	16046025 	20356808 	21347713 	21840398 
NR,PROF,N_GE1,WORLD,UNK,HR	842028 	783594 	963680 	1523610 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,HU	450204 	489213 	470035 	757202 	746350 	935566 
NR,PROF,N_GE1,WORLD,UNK,IE	1176653 	1314153 	1163107 	1079355 	958134 	855327 
NR,PROF,N_GE1,WORLD,UNK,IT	5626256 	6756808 	6893583 	8111560 	5587136 	9658192 
NR,PROF,N_GE1,WORLD,UNK,LT	771526 	749400 	726769 	697362 	655548 	631130 
NR,PROF,N_GE1,WORLD,UNK,LU	: 	196024 	254935 	304371 	275279 	: 
NR,PROF,N_GE1,WORLD,UNK,MT	118676 	: 	: 	: 	68171 	63368 
NR,PROF,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNK,NO	4893642 	4414742 	4638610 	5506929 	4000421 	: 
NR,PROF,N_GE1,WORLD,UNK,PL	2733580 	2338232 	2076310 	2028682 	5112044 	6864346 
NR,PROF,N_GE1,WORLD,UNK,PT	: 	: 	: 	1452535 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	413298 
NR,PROF,N_GE1,WORLD,UNK,SE	: 	7333819 	4960039 	6742129 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SI	537237 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SK	1648449 	1507185 u	1387908 	1354797 u	1161459 	1197094 
NR,PROF,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	23515460 	24955335 
NR,PROF,N_GE4,DOM,ED0-2,AT	: c	50255 u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,EA	: 	: 	: 	: 	1100936 e	1289390 e
NR,PROF,N_GE4,DOM,ED0-2,EE	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,DOM,ED0-2,ES	313502 	507763 	254827 	639059 	920333 	1091285 
NR,PROF,N_GE4,DOM,ED0-2,EU27	: 	: 	652451 e	: 	1188336 e	1878980 e
NR,PROF,N_GE4,DOM,ED0-2,EU28	: 	: 	651657 e	: 	1236118 e	1888431 e
NR,PROF,N_GE4,DOM,ED0-2,FI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,HR	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,ED0-2,LV	: 	: c	: 	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,MT	: 	: c	: 	: 	: 	: 
NR,PROF,N_GE4,DOM,ED0-2,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,ED0-2,PT	62765 	73454 	128111 	: 	121435 	82912 
NR,PROF,N_GE4,DOM,ED0-2,RO	105228 	73413 	123766 	79234 	65877 	: 
NR,PROF,N_GE4,DOM,ED0-2,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,AT	142448 	160586 	197976 	122882 	112075 	126809 
NR,PROF,N_GE4,DOM,ED3_4,EA	: 	: 	: 	: 	1417135 e	2234850 e
NR,PROF,N_GE4,DOM,ED3_4,EE	: c	33332 u	23065 u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,ES	254850 	298303 	229065 	839335 	1065942 	1814164 
NR,PROF,N_GE4,DOM,ED3_4,EU27	: 	: 	1192039 e	: 	1746410 e	3233173 e
NR,PROF,N_GE4,DOM,ED3_4,EU28	: 	: 	1190588 e	: 	1807259 e	3370636 e
NR,PROF,N_GE4,DOM,ED3_4,FI	154526 u	167852 u	153626 u	148144 u	142804 u	201696 
NR,PROF,N_GE4,DOM,ED3_4,HR	: 	: 	: 	: 	: u	135454 u
NR,PROF,N_GE4,DOM,ED3_4,HU	: c	20943 u	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,ED3_4,LV	: 	: c	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE4,DOM,ED3_4,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,ED3_4,PT	44643 	58306 	84246 	: 	63622 	48815 
NR,PROF,N_GE4,DOM,ED3_4,RO	321918 	261779 	311659 	287062 	277273 	: 
NR,PROF,N_GE4,DOM,ED3_4,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,AT	109344 u	124646 	98012 u	107929 u	85983 u	72043 u
NR,PROF,N_GE4,DOM,ED5-8,EA	: 	: 	: 	: 	1760162 e	2110365 e
NR,PROF,N_GE4,DOM,ED5-8,EE	: c	: u	: u	18520 u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,ES	773842 	797069 	573114 	1002306 	1372780 	1814500 
NR,PROF,N_GE4,DOM,ED5-8,EU27	: 	: 	1177954 e	: 	1864623 e	3264342 e
NR,PROF,N_GE4,DOM,ED5-8,EU28	: 	: 	1176520 e	: 	1947013 e	3313938 e
NR,PROF,N_GE4,DOM,ED5-8,FI	140866 u	176542 u	123821 u	88620 u	94941 u	108801 u
NR,PROF,N_GE4,DOM,ED5-8,HR	: 	: 	: 	: 	81319 u	49196 u
NR,PROF,N_GE4,DOM,ED5-8,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,ED5-8,LV	: 	: c	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE4,DOM,ED5-8,NL	63897 u	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,ED5-8,PT	80631 	114261 	96879 	: 	146934 	57860 
NR,PROF,N_GE4,DOM,ED5-8,RO	54721 	51392 	83491 	61133 	66376 	: 
NR,PROF,N_GE4,DOM,ED5-8,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,AT	288571 	335487 	328564 	256787 	222511 	229407 
NR,PROF,N_GE4,DOM,TOTAL,BE	: u	10053 	23492 u	: u	: u	85949 u
NR,PROF,N_GE4,DOM,TOTAL,BG	: c	29437 u	: u	: u	51482 u	: u
NR,PROF,N_GE4,DOM,TOTAL,CH	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,CY	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,CZ	115486 u	135799 u	68524 u	133932 u	185259 	99721 u
NR,PROF,N_GE4,DOM,TOTAL,DE	5465822 	6805608 	6568974 	6710808 	5612366 	5845402 
NR,PROF,N_GE4,DOM,TOTAL,DK	: 	220030 	253651 	: u	138525 u	72982 u
NR,PROF,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	15938108 e	18441099 e
NR,PROF,N_GE4,DOM,TOTAL,EE	41471 u	57521 u	42660 u	29188 u	16719 u	: u
NR,PROF,N_GE4,DOM,TOTAL,EL	: 	122493 	86776 	113168 	94058 	99249 
NR,PROF,N_GE4,DOM,TOTAL,ES	1342194 	1603135 	1057005 	2480699 	3359055 	4719949 
NR,PROF,N_GE4,DOM,TOTAL,EU27	: 	: 	17350534 e	: 	21015398 e	25786548 e
NR,PROF,N_GE4,DOM,TOTAL,EU28	: 	: 	17486072 e	: 	21204186 e	25980310 e
NR,PROF,N_GE4,DOM,TOTAL,FI	366599 	417363 	293687 	302198 	263898 	375098 
NR,PROF,N_GE4,DOM,TOTAL,FR	5022838 	3808934 	3477762 	4844662 	5255129 	5663819 
NR,PROF,N_GE4,DOM,TOTAL,HR	189530 	111286 	136953 u	153061 	188604 	194219 
NR,PROF,N_GE4,DOM,TOTAL,HU	17896 u	38621 u	18770 u	28384 u	26185 u	160279 
NR,PROF,N_GE4,DOM,TOTAL,IE	26394 u	31900 u	19213 u	52269 	15673 u	44777 u
NR,PROF,N_GE4,DOM,TOTAL,IT	869475 u	826955 	1085265 	945767 	503830 	913262 
NR,PROF,N_GE4,DOM,TOTAL,LT	21532 	23116 	26324 	26461 	22171 	29109 
NR,PROF,N_GE4,DOM,TOTAL,LU	: 	: 	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,TOTAL,LV	: 	: c	: u	: u	34441 u	48113 u
NR,PROF,N_GE4,DOM,TOTAL,MT	: c	: c	: c	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,NL	116291 u	100431 u	50350 u	70083 u	74348 u	95157 u
NR,PROF,N_GE4,DOM,TOTAL,NO	531881 	526844 	408618 	631950 	390921 	: 
NR,PROF,N_GE4,DOM,TOTAL,PL	435171 	370689 	334144 	350488 	812867 	1356386 
NR,PROF,N_GE4,DOM,TOTAL,PT	188039 	246021 	309236 	190879 	331991 	189587 
NR,PROF,N_GE4,DOM,TOTAL,RO	481867 	386584 	518916 	427430 	409526 	374928 
NR,PROF,N_GE4,DOM,TOTAL,SE	: 	664918 	470412 	640843 	: 	: 
NR,PROF,N_GE4,DOM,TOTAL,SI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,SK	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	3058582 	3518411 
NR,PROF,N_GE4,DOM,UNK,BE	: u	10053 	23492 u	: u	: u	85949 u
NR,PROF,N_GE4,DOM,UNK,BG	: c	29437 u	: u	: u	51482 u	: u
NR,PROF,N_GE4,DOM,UNK,CH	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,CY	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,CZ	115486 u	135799 u	68524 u	133932 u	185259 	99721 u
NR,PROF,N_GE4,DOM,UNK,DE	5465822 	6805608 	6568974 	6710808 	5612366 	5845402 
NR,PROF,N_GE4,DOM,UNK,DK	: 	220030 	253651 	: u	138525 u	72982 u
NR,PROF,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	11659875 e	12806494 e
NR,PROF,N_GE4,DOM,UNK,EL	: 	122493 	86776 	113168 	94058 	99249 
NR,PROF,N_GE4,DOM,UNK,EU27	: 	: 	14328090 e	: 	16216028 e	17410052 e
NR,PROF,N_GE4,DOM,UNK,EU28	: 	: 	14467308 e	: 	16213795 e	17407306 e
NR,PROF,N_GE4,DOM,UNK,FR	5022838 	3808934 	3477762 	4844662 	5255129 	5663819 
NR,PROF,N_GE4,DOM,UNK,HR	189530 	111286 	136953 u	153061 	: 	: 
NR,PROF,N_GE4,DOM,UNK,HU	: 	: 	: 	28384 u	26185 u	160279 
NR,PROF,N_GE4,DOM,UNK,IE	26394 u	31900 u	19213 u	52269 	15673 u	44777 u
NR,PROF,N_GE4,DOM,UNK,IT	869475 u	826955 	1085265 	945767 	503830 	913262 
NR,PROF,N_GE4,DOM,UNK,LT	21532 	23116 	26324 	26461 	22171 	29109 
NR,PROF,N_GE4,DOM,UNK,LU	: 	: 	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,UNK,MT	: c	: 	: 	: 	: u	: u
NR,PROF,N_GE4,DOM,UNK,NO	531881 	526844 	408618 	631950 	390921 	: 
NR,PROF,N_GE4,DOM,UNK,PL	435171 	370689 	334144 	350488 	812867 	1356386 
NR,PROF,N_GE4,DOM,UNK,PT	: 	: 	: 	190879 	: 	: 
NR,PROF,N_GE4,DOM,UNK,RO	: 	: 	: 	: 	: 	374928 
NR,PROF,N_GE4,DOM,UNK,SE	: 	664918 	470412 	640843 	: 	: 
NR,PROF,N_GE4,DOM,UNK,SI	: c	: 	: 	: 	: 	: 
NR,PROF,N_GE4,DOM,UNK,SK	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	3058582 	3518411 
NR,PROF,N_GE4,OUT,ED0-2,AT	52997 u	: u	66279 u	: u	: u	65026 u
NR,PROF,N_GE4,OUT,ED0-2,EA	: 	: 	: 	: 	273100 e	325258 e
NR,PROF,N_GE4,OUT,ED0-2,EE	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,OUT,ED0-2,ES	: c	84150 u	: u	137675 	94778 	104594 
NR,PROF,N_GE4,OUT,ED0-2,EU27	: 	: 	270015 e	: 	279008 e	381898 e
NR,PROF,N_GE4,OUT,ED0-2,EU28	: 	: 	269687 e	: 	298178 e	391858 e
NR,PROF,N_GE4,OUT,ED0-2,FI	90372 u	100912 u	: u	: u	: u	78869 u
NR,PROF,N_GE4,OUT,ED0-2,HR	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE4,OUT,ED0-2,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,ED0-2,LV	: 	: 	: u	: u	: 	: u
NR,PROF,N_GE4,OUT,ED0-2,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE4,OUT,ED0-2,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,ED0-2,PT	48104 u	42256 u	48909 u	: 	50594 u	49758 u
NR,PROF,N_GE4,OUT,ED0-2,RO	: 	: 	: u	: u	: u	: 
NR,PROF,N_GE4,OUT,ED0-2,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,ED3_4,AT	234543 	232651 	262433 	259797 	259300 	297921 
NR,PROF,N_GE4,OUT,ED3_4,EA	: 	: 	: 	: 	825753 e	843813 e
NR,PROF,N_GE4,OUT,ED3_4,EE	38170 u	56511 	67365 	68455 	60417 	34736 u
NR,PROF,N_GE4,OUT,ED3_4,ES	63875 u	81153 u	53701 u	146145 	229339 	189951 
NR,PROF,N_GE4,OUT,ED3_4,EU27	: 	: 	819147 e	: 	904121 e	1559020 e
NR,PROF,N_GE4,OUT,ED3_4,EU28	: 	: 	818150 e	: 	1026349 e	1669353 e
NR,PROF,N_GE4,OUT,ED3_4,FI	131238 u	108185 u	138822 u	125854 u	127692 u	177959 
NR,PROF,N_GE4,OUT,ED3_4,HR	: 	: 	: 	: 	120389 u	108561 u
NR,PROF,N_GE4,OUT,ED3_4,LU	: 	: 	: 	: 	: 	12398 u
NR,PROF,N_GE4,OUT,ED3_4,LV	: 	23331 u	: u	: u	62517 u	60475 u
NR,PROF,N_GE4,OUT,ED3_4,MT	: 	9555 u	13772 u	13558 u	: 	: 
NR,PROF,N_GE4,OUT,ED3_4,NL	296312 	120266 u	62652 u	: u	42274 u	: u
NR,PROF,N_GE4,OUT,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,ED3_4,PT	48782 u	38114 u	44016 u	: 	49868 u	38298 u
NR,PROF,N_GE4,OUT,ED3_4,RO	: c	: u	: u	: 	: u	: 
NR,PROF,N_GE4,OUT,ED3_4,SI	: 	77393 u	48361 u	42562 u	56762 	44266 
NR,PROF,N_GE4,OUT,ED5-8,AT	202784 	377823 	301046 	500075 	319250 	255565 
NR,PROF,N_GE4,OUT,ED5-8,EA	: 	: 	: 	: 	1756165 e	1861407 e
NR,PROF,N_GE4,OUT,ED5-8,EE	74710 	82115 	85542 	85486 	46084 	41201 u
NR,PROF,N_GE4,OUT,ED5-8,ES	556238 	545439 	537751 	604352 	600112 	685158 
NR,PROF,N_GE4,OUT,ED5-8,EU27	: 	: 	2208259 e	: 	1852996 e	2393806 e
NR,PROF,N_GE4,OUT,ED5-8,EU28	: 	: 	2205571 e	: 	1983805 e	2481354 e
NR,PROF,N_GE4,OUT,ED5-8,FI	317236 	422849 	398179 	291707 	330662 	372717 
NR,PROF,N_GE4,OUT,ED5-8,HR	: 	: 	: 	: 	128960 	86321 
NR,PROF,N_GE4,OUT,ED5-8,LU	: 	: 	: 	: 	: 	57409 
NR,PROF,N_GE4,OUT,ED5-8,LV	: 	48641 u	: u	: u	63899 u	69352 u
NR,PROF,N_GE4,OUT,ED5-8,MT	: 	19816 	21713 	23587 	: 	: 
NR,PROF,N_GE4,OUT,ED5-8,NL	400525 	342599 	371909 	336481 	315350 	288657 
NR,PROF,N_GE4,OUT,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,ED5-8,PT	86316 	106442 	118375 	: 	107492 	84076 
NR,PROF,N_GE4,OUT,ED5-8,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,OUT,ED5-8,SI	: 	69335 u	65514 	50837 	37000 u	76394 
NR,PROF,N_GE4,OUT,TOTAL,AT	490325 	662387 	629758 	798871 	612462 	618513 
NR,PROF,N_GE4,OUT,TOTAL,BE	380756 b	480972 	359320 	372547 	428184 	1045941 
NR,PROF,N_GE4,OUT,TOTAL,BG	34269 u	: u	29773 u	: u	32641 u	32324 u
NR,PROF,N_GE4,OUT,TOTAL,CH	: 	321671 	383596 	285526 	333361 u	371371 u
NR,PROF,N_GE4,OUT,TOTAL,CY	131932 	120120 	100142 	117507 	106492 	109387 
NR,PROF,N_GE4,OUT,TOTAL,CZ	226793 u	107686 u	181478 u	150798 u	134076 u	197391 
NR,PROF,N_GE4,OUT,TOTAL,DE	5496528 	5054500 	3487790 	4798143 	5283657 	5611927 
NR,PROF,N_GE4,OUT,TOTAL,DK	: 	395740 	572179 	414609 	431047 	571197 
NR,PROF,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	10951368 e	12565079 e
NR,PROF,N_GE4,OUT,TOTAL,EE	121705 	151214 	161624 	158355 	110102 	75937 
NR,PROF,N_GE4,OUT,TOTAL,EL	: 	61231 	50589 	50398 	78908 	33242 
NR,PROF,N_GE4,OUT,TOTAL,ES	652671 	710741 	637494 	888172 	924229 	979703 
NR,PROF,N_GE4,OUT,TOTAL,EU27	: 	: 	12508883 e	: 	15858979 e	18137640 e
NR,PROF,N_GE4,OUT,TOTAL,EU28	: 	: 	12692517 e	: 	16129420 e	18343303 e
