unit,purpose,duration,partner,wstatus,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PROF,N_GE1,DOM,UNE,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,DOM,UNE,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,DOM,UNK,BE	110763 b	110125 	113737 	51296 	78641 	293209 
NR,PROF,N_GE1,DOM,UNK,BG	133950 	114008 	108743 	158118 	153968 	100860 
NR,PROF,N_GE1,DOM,UNK,CH	: 	391094 	476113 	213126 u	406983 u	428434 u
NR,PROF,N_GE1,DOM,UNK,CY	: c	15504 u	21879 u	25204 u	40049 	33674 
NR,PROF,N_GE1,DOM,UNK,CZ	883432 	984055 	676473 	845229 	1194620 	893577 
NR,PROF,N_GE1,DOM,UNK,DE	29466106 	31904002 	28635460 	30160866 	30305208 	34718357 
NR,PROF,N_GE1,DOM,UNK,DK	: 	1287671 	1548637 	969083 	1374180 b	969317 
NR,PROF,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	54798221 e	63159205 e
NR,PROF,N_GE1,DOM,UNK,EL	: 	282304 	269659 	281641 	298451 	249327 
NR,PROF,N_GE1,DOM,UNK,EU27	: 	: 	65757233 e	: 	80639848 e	86510702 e
NR,PROF,N_GE1,DOM,UNK,EU28	: 	: 	65677180 e	: 	81517185 e	87459435 e
NR,PROF,N_GE1,DOM,UNK,FR	20660255 	13830900 	13421763 	17189920 	18211943 	18861833 
NR,PROF,N_GE1,DOM,UNK,HR	: 	380134 	: 	: 	874177 	944814 
NR,PROF,N_GE1,DOM,UNK,HU	: 	: 	: 	325714 	303029 	452281 
NR,PROF,N_GE1,DOM,UNK,IE	424827 	425968 	398507 	388299 	334419 	315703 
NR,PROF,N_GE1,DOM,UNK,IT	4218240 	5118133 	5356391 	6293728 b	4338391 	7483570 
NR,PROF,N_GE1,DOM,UNK,LT	323293 	336730 	341538 	332975 	317211 	310796 
NR,PROF,N_GE1,DOM,UNK,LU	: 	: u	: u	: u	: u	: 
NR,PROF,N_GE1,DOM,UNK,MT	7726 	: 	: 	: u	: u	: u
NR,PROF,N_GE1,DOM,UNK,NO	3718258 	2946481 	3105608 	3797126 	2635553 	: 
NR,PROF,N_GE1,DOM,UNK,PL	1668853 	1463518 	1275761 	1261801 b	3534966 	4402250 
NR,PROF,N_GE1,DOM,UNK,PT	686980 	: 	: 	1031483 	161926 	: 
NR,PROF,N_GE1,DOM,UNK,SE	: 	6698255 	4383460 	5948159 	: 	: 
NR,PROF,N_GE1,DOM,UNK,SI	92238 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,UNK,SK	919818 	903568 u	858103 u	: u	926568 bu	894710 
NR,PROF,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	17664937 	18869106 
NR,PROF,N_GE1,OUT,ACT_INAC,AT	1738484 	1914776 	1917812 	2226590 	2113572 	1973910 
NR,PROF,N_GE1,OUT,ACT_INAC,BE	1140165 b	1305277 	971598 	912969 	1039954 	1902297 
NR,PROF,N_GE1,OUT,ACT_INAC,BG	61620 u	55208 u	47705 u	37080 u	69088 	51582 u
NR,PROF,N_GE1,OUT,ACT_INAC,CH	: 	887842 	849020 	991478 	780916 	1432409 
NR,PROF,N_GE1,OUT,ACT_INAC,CY	274489 	239795 	192943 	199393 	192621 	227523 
NR,PROF,N_GE1,OUT,ACT_INAC,CZ	518104 	474775 	411376 	405361 	477283 	558537 
NR,PROF,N_GE1,OUT,ACT_INAC,DE	11814859 	10248656 	9157194 	9560219 	11050172 	13039638 
NR,PROF,N_GE1,OUT,ACT_INAC,DK	: 	1168464 	1623152 	1137420 	1136372 b	1751367 
NR,PROF,N_GE1,OUT,ACT_INAC,EA	: 	: 	: 	: 	25475798 e	29587719 e
NR,PROF,N_GE1,OUT,ACT_INAC,EE	318893 	422745 	338931 	395604 	272355 	236870 
NR,PROF,N_GE1,OUT,ACT_INAC,EL	: 	83947 	92777 	81107 	123212 	59506 
NR,PROF,N_GE1,OUT,ACT_INAC,ES	1570931 	1581329 	1404632 b	1622424 	1747962 	1898489 
NR,PROF,N_GE1,OUT,ACT_INAC,EU27	: 	: 	32386725 e	: 	36237531 e	42339805 e
NR,PROF,N_GE1,OUT,ACT_INAC,EU28	: 	: 	32932737 e	: 	36809639 e	42849984 e
NR,PROF,N_GE1,OUT,ACT_INAC,FI	1757112 	1885234 	1656946 	1698173 	1579818 	1950616 
NR,PROF,N_GE1,OUT,ACT_INAC,FR	3941000 	2565847 	2624262 	3166888 	3135770 	2978566 
NR,PROF,N_GE1,OUT,ACT_INAC,HR	417800 	403460 	511790 	736939 	567833 	507424 
NR,PROF,N_GE1,OUT,ACT_INAC,HU	450204 	489213 	470035 	431488 	443321 	483285 
NR,PROF,N_GE1,OUT,ACT_INAC,IE	751826 	888185 	764601 	691056 	623715 	539623 
NR,PROF,N_GE1,OUT,ACT_INAC,IT	1408016 	1638675 	1537192 	1817832 b	1248744 	2174622 
NR,PROF,N_GE1,OUT,ACT_INAC,LT	448234 	412670 	385231 	364387 	338338 	320334 
NR,PROF,N_GE1,OUT,ACT_INAC,LU	: 	194683 	250156 	299608 	272701 	268421 
NR,PROF,N_GE1,OUT,ACT_INAC,LV	: 	195694 	154408 	165140 	280333 	280598 
NR,PROF,N_GE1,OUT,ACT_INAC,MT	110951 	77584 	79002 	72618 b	63306 	58833 
NR,PROF,N_GE1,OUT,ACT_INAC,NL	2384023 	1377272 	1416076 	1231765 	1093358 	1148991 
NR,PROF,N_GE1,OUT,ACT_INAC,NO	1175384 	1468261 	1533002 	1709804 	1364869 	: 
NR,PROF,N_GE1,OUT,ACT_INAC,PL	1064727 	874714 	800549 	766881 b	1577078 	2462096 
NR,PROF,N_GE1,OUT,ACT_INAC,PT	409898 	395764 	436280 	421052 	334741 	379530 
NR,PROF,N_GE1,OUT,ACT_INAC,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,ACT_INAC,SE	: 	635564 	576579 	793971 	: 	: 
NR,PROF,N_GE1,OUT,ACT_INAC,SI	445000 	416713 	437893 	392699 	317985 	394995 
NR,PROF,N_GE1,OUT,ACT_INAC,SK	728631 u	: u	529805 u	: u	234891 bu	302384 u
NR,PROF,N_GE1,OUT,ACT_INAC,UK	: 	: 	: 	: 	5850523 	6086229 
NR,PROF,N_GE1,OUT,EDUC,AT	105819 u	112433 u	121162 u	125249 	72473 u	106936 u
NR,PROF,N_GE1,OUT,EDUC,EA	: 	: 	: 	: 	225372 e	294386 e
NR,PROF,N_GE1,OUT,EDUC,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,EDUC,ES	: c	: u	: 	: u	: u	: u
NR,PROF,N_GE1,OUT,EDUC,EU27	: 	: 	328986 e	: 	229053 e	363005 e
NR,PROF,N_GE1,OUT,EDUC,EU28	: 	: 	400099 e	: 	229021 e	362948 e
NR,PROF,N_GE1,OUT,EDUC,FI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,EDUC,HR	: u	: 	: u	: u	: 	: 
NR,PROF,N_GE1,OUT,EDUC,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,EDUC,MT	: 	: 	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,EDUC,NL	104961 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,EDUC,PT	: c	32338 u	30277 u	: 	: u	: u
NR,PROF,N_GE1,OUT,EDUC,SI	: 	31553 u	24102 u	23984 u	40092 u	43363 u
NR,PROF,N_GE1,OUT,EMP,AT	1514652 	1710000 	1667362 	2003654 	1927119 	1755616 
NR,PROF,N_GE1,OUT,EMP,EA	: 	: 	: 	: 	6861268 e	7615103 e
NR,PROF,N_GE1,OUT,EMP,EE	303059 	402080 	315104 	366789 	257730 	226157 
NR,PROF,N_GE1,OUT,EMP,ES	1527693 	1518608 	1384823 b	1574179 	1674235 	1865688 
NR,PROF,N_GE1,OUT,EMP,EU27	: 	: 	8269287 e	: 	7262541 e	10336920 e
NR,PROF,N_GE1,OUT,EMP,EU28	: 	: 	8747724 e	: 	7261542 e	10335289 e
NR,PROF,N_GE1,OUT,EMP,FI	1659687 	1819958 	1565744 	1638787 	1495879 	1803529 
NR,PROF,N_GE1,OUT,EMP,HR	378330 	: 	427049 	568158 	: 	: 
NR,PROF,N_GE1,OUT,EMP,LU	: 	: 	: 	: 	: 	259491 
NR,PROF,N_GE1,OUT,EMP,LV	: 	195694 	154408 	165140 	280333 	272568 
NR,PROF,N_GE1,OUT,EMP,MT	: 	77219 	75672 	: 	: 	: 
NR,PROF,N_GE1,OUT,EMP,NL	2135515 	1278666 	1284766 	1128932 	1000891 	1045817 
NR,PROF,N_GE1,OUT,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,EMP,PT	155537 	343759 	387054 	: 	240577 	321561 
NR,PROF,N_GE1,OUT,EMP,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,EMP,SI	: 	344792 	386083 	355633 	263996 	336308 
NR,PROF,N_GE1,OUT,INAC_OTH,AT	105849 	83441 u	100315 	84820 u	97834 	107379 
NR,PROF,N_GE1,OUT,INAC_OTH,EA	: 	: 	: 	: 	242668 e	267709 e
NR,PROF,N_GE1,OUT,INAC_OTH,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,INAC_OTH,ES	: c	: u	: u	: u	40677 u	: u
NR,PROF,N_GE1,OUT,INAC_OTH,EU27	: 	: 	272279 e	: 	248337 e	308562 e
NR,PROF,N_GE1,OUT,INAC_OTH,EU28	: 	: 	289173 e	: 	248303 e	308513 e
NR,PROF,N_GE1,OUT,INAC_OTH,FI	: c	: u	: u	: u	: u	76559 u
NR,PROF,N_GE1,OUT,INAC_OTH,HR	: u	: 	: u	31565 u	: 	: 
NR,PROF,N_GE1,OUT,INAC_OTH,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,INAC_OTH,LV	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,INAC_OTH,MT	: 	: c	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,INAC_OTH,NL	97246 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,INAC_OTH,PT	: c	: u	: u	: 	: u	14640 u
NR,PROF,N_GE1,OUT,INAC_OTH,RO	: c	: 	: u	: u	: u	: 
NR,PROF,N_GE1,OUT,INAC_OTH,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,UNE,AT	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,UNE,EA	: 	: 	: 	: 	71336 e	71259 e
NR,PROF,N_GE1,OUT,UNE,EE	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,UNE,ES	: c	: u	: u	25513 u	: u	: u
NR,PROF,N_GE1,OUT,UNE,EU27	: 	: 	111805 e	: 	72501 e	164860 e
NR,PROF,N_GE1,OUT,UNE,EU28	: 	: 	119865 e	: 	72491 e	164834 e
NR,PROF,N_GE1,OUT,UNE,FI	: c	: 	: 	: u	: u	: u
NR,PROF,N_GE1,OUT,UNE,HR	: u	: 	: u	97556 u	: 	: 
NR,PROF,N_GE1,OUT,UNE,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,UNE,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,UNE,PT	: c	: u	: u	: 	: u	22267 u
NR,PROF,N_GE1,OUT,UNE,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,UNK,BE	1140165 b	1305277 	971598 	912969 	1039954 	1902297 
NR,PROF,N_GE1,OUT,UNK,BG	61620 u	55208 u	47705 u	37080 u	69088 	51582 u
NR,PROF,N_GE1,OUT,UNK,CH	: 	887842 	849020 	991478 	780916 	1432409 
NR,PROF,N_GE1,OUT,UNK,CY	274489 	239795 	192943 	199393 	192621 	227523 
NR,PROF,N_GE1,OUT,UNK,CZ	518104 	474775 	411376 	405361 	477283 	558537 
NR,PROF,N_GE1,OUT,UNK,DE	11814859 	10248656 	9157194 	9560219 	11050172 	13039638 
NR,PROF,N_GE1,OUT,UNK,DK	: 	1168464 	1623152 	1137420 	1136372 b	1751367 
NR,PROF,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	18075154 e	21339262 e
NR,PROF,N_GE1,OUT,UNK,EL	: 	83947 	92777 	81107 	123212 	59506 
NR,PROF,N_GE1,OUT,UNK,EU27	: 	: 	23404369 e	: 	28425099 e	31166458 e
NR,PROF,N_GE1,OUT,UNK,EU28	: 	: 	23375876 e	: 	28998282 e	31678399 e
NR,PROF,N_GE1,OUT,UNK,FR	3941000 	2565847 	2624262 	3166888 	3135770 	2978566 
NR,PROF,N_GE1,OUT,UNK,HR	: 	403460 	: 	: 	567833 	507424 
NR,PROF,N_GE1,OUT,UNK,HU	450204 	489213 	470035 	431488 	443321 	483285 
NR,PROF,N_GE1,OUT,UNK,IE	751826 	888185 	764601 	691056 	623715 	539623 
NR,PROF,N_GE1,OUT,UNK,IT	1408016 	1638675 	1537192 	1817832 b	1248744 	2174622 
NR,PROF,N_GE1,OUT,UNK,LT	448234 	412670 	385231 	364387 	338338 	320334 
NR,PROF,N_GE1,OUT,UNK,LU	: 	194683 	250156 	299608 	272701 	: 
NR,PROF,N_GE1,OUT,UNK,MT	110951 	: 	: 	72618 b	63306 	58833 
NR,PROF,N_GE1,OUT,UNK,NL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,UNK,NO	1175384 	1468261 	1533002 	1709804 	1364869 	: 
NR,PROF,N_GE1,OUT,UNK,PL	1064727 	874714 	800549 	766881 b	1577078 	2462096 
NR,PROF,N_GE1,OUT,UNK,PT	241687 	: 	: 	421052 	60055 	: 
NR,PROF,N_GE1,OUT,UNK,SE	: 	635564 	576579 	793971 	: 	: 
NR,PROF,N_GE1,OUT,UNK,SI	445000 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,UNK,SK	728631 u	: u	529805 u	: u	234891 bu	302384 u
NR,PROF,N_GE1,OUT,UNK,UK	: 	: 	: 	: 	5850523 	6086229 
NR,PROF,N_GE1,WORLD,ACT_INAC,AT	3483825 	3878184 	3807863 	4129440 	4161337 	3920572 
NR,PROF,N_GE1,WORLD,ACT_INAC,BE	1250928 b	1415402 	1085336 	964265 	1118595 	2195506 
NR,PROF,N_GE1,WORLD,ACT_INAC,BG	195570 	169216 	156447 	195198 	223055 	152442 
NR,PROF,N_GE1,WORLD,ACT_INAC,CH	: 	1278936 	1325133 	1204604 	1187899 	1860843 
NR,PROF,N_GE1,WORLD,ACT_INAC,CY	283878 	255299 	214821 	224598 	232670 	261196 
NR,PROF,N_GE1,WORLD,ACT_INAC,CZ	1401536 	1458830 	1087849 	1250590 	1671902 	1452114 
NR,PROF,N_GE1,WORLD,ACT_INAC,DE	41280965 	42152657 	37792654 	39721086 	41355380 	47757995 
NR,PROF,N_GE1,WORLD,ACT_INAC,DK	: 	2456135 	3171789 	2106503 	2510552 b	2720684 
NR,PROF,N_GE1,WORLD,ACT_INAC,EA	: 	: 	: 	: 	97439802 e	112176822 e
NR,PROF,N_GE1,WORLD,ACT_INAC,EE	725228 	849777 	660659 	711876 	449562 	393980 
NR,PROF,N_GE1,WORLD,ACT_INAC,EL	: 	366251 	362436 	362747 	421663 	308833 
NR,PROF,N_GE1,WORLD,ACT_INAC,ES	7976367 	8755302 	7030098 b	8983658 	10803281 	13045545 
NR,PROF,N_GE1,WORLD,ACT_INAC,EU27	: 	: 	114848048 e	: 	134974329 e	157528813 e
NR,PROF,N_GE1,WORLD,ACT_INAC,EU28	: 	: 	115810592 e	: 	136421283 e	158983201 e
NR,PROF,N_GE1,WORLD,ACT_INAC,FI	5535870 	5746499 	5091597 	5334276 	5531542 	6094186 
NR,PROF,N_GE1,WORLD,ACT_INAC,FR	24601255 	16396747 	16046025 	20356808 	21347713 	21840398 
NR,PROF,N_GE1,WORLD,ACT_INAC,HR	842028 	783594 	963680 	1523610 	1442010 	1452238 
NR,PROF,N_GE1,WORLD,ACT_INAC,HU	694052 	709939 	796295 	757202 	746350 	935566 
NR,PROF,N_GE1,WORLD,ACT_INAC,IE	1176653 	1314153 	1163107 	1079355 	958134 	855327 
NR,PROF,N_GE1,WORLD,ACT_INAC,IT	5626256 	6756808 	6893583 	8111560 b	5587136 	9658192 
NR,PROF,N_GE1,WORLD,ACT_INAC,LT	771526 	749400 	726769 	697362 	655548 	631130 
NR,PROF,N_GE1,WORLD,ACT_INAC,LU	: 	196024 	254935 	304371 	275279 	273463 
NR,PROF,N_GE1,WORLD,ACT_INAC,LV	: 	247945 	241587 	250130 	421957 	440968 
NR,PROF,N_GE1,WORLD,ACT_INAC,MT	118676 	83884 	82063 	77020 b	68171 	63368 
NR,PROF,N_GE1,WORLD,ACT_INAC,NL	3545435 	2405810 	2381623 	2079054 	2137344 	2262696 
NR,PROF,N_GE1,WORLD,ACT_INAC,NO	4893642 	4414742 	4638610 	5506929 	4000421 	: 
NR,PROF,N_GE1,WORLD,ACT_INAC,PL	2733580 	2338232 	2076310 	2028682 b	5112044 	6864346 
NR,PROF,N_GE1,WORLD,ACT_INAC,PT	1448564 	1555275 	1613535 	1452535 	1281981 	1204183 
NR,PROF,N_GE1,WORLD,ACT_INAC,RO	631666 	536825 	677227 	531248 	504579 	413298 
NR,PROF,N_GE1,WORLD,ACT_INAC,SE	: 	7333819 	4960039 	6742129 	: 	: 
NR,PROF,N_GE1,WORLD,ACT_INAC,SI	537237 	517326 	519113 	485691 	420346 	484706 
NR,PROF,N_GE1,WORLD,ACT_INAC,SK	1648449 	1507185 u	1387908 	1354797 u	1161459 b	1197094 
NR,PROF,N_GE1,WORLD,ACT_INAC,UK	: 	: 	: 	: 	23515460 	24955335 
NR,PROF,N_GE1,WORLD,EDUC,AT	209525 	288107 	228957 	304606 	246043 	200661 
NR,PROF,N_GE1,WORLD,EDUC,EA	: 	: 	: 	: 	855048 e	839168 e
NR,PROF,N_GE1,WORLD,EDUC,EE	: c	: u	28506 u	21290 u	: u	: u
NR,PROF,N_GE1,WORLD,EDUC,ES	77987 u	146909 u	78907 bu	30723 u	48372 	46738 u
NR,PROF,N_GE1,WORLD,EDUC,EU27	: 	: 	912660 e	: 	869512 e	1406252 e
NR,PROF,N_GE1,WORLD,EDUC,EU28	: 	: 	983783 e	: 	869393 e	1406030 e
NR,PROF,N_GE1,WORLD,EDUC,FI	225936 u	205713 u	164893 u	184037 u	288491 	337584 
NR,PROF,N_GE1,WORLD,EDUC,HR	: u	: 	: u	65918 u	: 	: 
NR,PROF,N_GE1,WORLD,EDUC,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE1,WORLD,EDUC,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,EDUC,LV	: 	: 	: 	: u	: 	: 
NR,PROF,N_GE1,WORLD,EDUC,MT	: 	: 	: c	: 	: 	: 
NR,PROF,N_GE1,WORLD,EDUC,NL	162196 	145825 u	131063 u	: u	104166 u	116239 u
NR,PROF,N_GE1,WORLD,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,EDUC,PT	39790 	140354 	109135 	: 	97063 	71789 
NR,PROF,N_GE1,WORLD,EDUC,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,EDUC,SI	: 	38977 u	37014 	34131 u	52207 	57198 
NR,PROF,N_GE1,WORLD,EMP,AT	3068011 	3380413 	3318519 	3618027 	3711198 	3502873 
NR,PROF,N_GE1,WORLD,EMP,EA	: 	: 	: 	: 	22659291 e	25763331 e
NR,PROF,N_GE1,WORLD,EMP,EE	682835 	810645 	612252 	655767 	413795 	363226 
NR,PROF,N_GE1,WORLD,EMP,ES	7522547 	8205118 	6679848 b	8746737 	10382060 	12758508 
NR,PROF,N_GE1,WORLD,EMP,EU27	: 	: 	22820459 e	: 	23615243 e	36384455 e
NR,PROF,N_GE1,WORLD,EMP,EU28	: 	: 	23764123 e	: 	23611992 e	36378715 e
NR,PROF,N_GE1,WORLD,EMP,FI	5115763 	5351626 	4730560 	4944396 	5095672 	5523808 
NR,PROF,N_GE1,WORLD,EMP,HR	746833 	: 	849237 	1210791 	: 	: 
NR,PROF,N_GE1,WORLD,EMP,HU	218900 	199779 	304224 	: 	: 	: 
NR,PROF,N_GE1,WORLD,EMP,LU	: 	: 	: 	: 	: 	263796 
NR,PROF,N_GE1,WORLD,EMP,LV	: 	247945 	241587 	239974 	421957 	429945 
NR,PROF,N_GE1,WORLD,EMP,MT	: 	83520 	78674 	: 	: 	: 
NR,PROF,N_GE1,WORLD,EMP,NL	3176997 	2192671 	2119165 	1868361 	1940999 	2021589 
NR,PROF,N_GE1,WORLD,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,EMP,PT	410433 	1160231 	1212570 	: 	762731 	917298 
NR,PROF,N_GE1,WORLD,EMP,RO	173684 	136241 	183146 	147158 	154480 	91691 
NR,PROF,N_GE1,WORLD,EMP,SI	: 	427381 	448697 	437981 	350056 	409063 
NR,PROF,N_GE1,WORLD,INAC_OTH,AT	188354 	194701 	215629 	185179 	176784 	213060 
NR,PROF,N_GE1,WORLD,INAC_OTH,EA	: 	: 	: 	: 	689665 e	812058 e
NR,PROF,N_GE1,WORLD,INAC_OTH,EE	: c	: u	: u	17172 u	: u	: u
NR,PROF,N_GE1,WORLD,INAC_OTH,ES	105888 u	49669 u	36845 bu	97393 	203938 	117943 
NR,PROF,N_GE1,WORLD,INAC_OTH,EU27	: 	: 	1428218 e	: 	1048419 e	1325830 e
NR,PROF,N_GE1,WORLD,INAC_OTH,EU28	: 	: 	1454202 e	: 	1048275 e	1325621 e
NR,PROF,N_GE1,WORLD,INAC_OTH,FI	160859 	154014 u	176558 	130881 u	120251 u	218875 
NR,PROF,N_GE1,WORLD,INAC_OTH,HR	: u	: 	24236 u	87115 u	: 	: 
NR,PROF,N_GE1,WORLD,INAC_OTH,HU	19868 u	: u	10280 u	: 	: 	: 
NR,PROF,N_GE1,WORLD,INAC_OTH,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,INAC_OTH,LV	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,INAC_OTH,MT	: 	: c	: c	: 	: 	: 
NR,PROF,N_GE1,WORLD,INAC_OTH,NL	148242 	38790 u	80210 u	76943 u	69693 u	91513 u
NR,PROF,N_GE1,WORLD,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,INAC_OTH,PT	47733 	195731 	202682 	: 	101483 	144107 
NR,PROF,N_GE1,WORLD,INAC_OTH,RO	454430 	392848 	480702 	379060 	341867 	315221 
NR,PROF,N_GE1,WORLD,INAC_OTH,SI	: 	: u	28114 u	: u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,AT	: c	: u	44758 u	: u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,EA	: 	: 	: 	: 	362422 e	263798 e
NR,PROF,N_GE1,WORLD,UNE,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,ES	269944 	353606 	234499 b	108805 	168911 	122356 
NR,PROF,N_GE1,WORLD,UNE,EU27	: 	: 	525111 e	: 	376208 e	735116 e
NR,PROF,N_GE1,WORLD,UNE,EU28	: 	: 	555427 e	: 	376156 e	735000 e
NR,PROF,N_GE1,WORLD,UNE,FI	: c	: u	: u	74963 u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,HR	: u	: 	27061 u	159785 	: 	: 
NR,PROF,N_GE1,WORLD,UNE,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE1,WORLD,UNE,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNE,LV	: 	: 	: 	: u	: 	: 
NR,PROF,N_GE1,WORLD,UNE,MT	: 	: 	: c	: 	: 	: 
NR,PROF,N_GE1,WORLD,UNE,NL	: c	: u	51185 u	67027 u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNE,PT	21940 u	58959 	89148 	: 	98724 	70988 
NR,PROF,N_GE1,WORLD,UNE,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,UNK,BE	1250928 b	1415402 	1085336 	964265 	1118595 	2195506 
NR,PROF,N_GE1,WORLD,UNK,BG	195570 	169216 	156447 	195198 	223055 	152442 
NR,PROF,N_GE1,WORLD,UNK,CH	: 	1278936 	1325133 	1204604 	1187899 	1860843 
NR,PROF,N_GE1,WORLD,UNK,CY	283878 	255299 	214821 	224598 	232670 	261196 
NR,PROF,N_GE1,WORLD,UNK,CZ	1401536 	1458830 	1087849 	1250590 	1671902 	1452114 
NR,PROF,N_GE1,WORLD,UNK,DE	41280965 	42152657 	37792654 	39721086 	41355380 	47757995 
NR,PROF,N_GE1,WORLD,UNK,DK	: 	2456135 	3171789 	2106503 	2510552 b	2720684 
NR,PROF,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	72873375 e	84498467 e
NR,PROF,N_GE1,WORLD,UNK,EL	: 	366251 	362436 	362747 	421663 	308833 
NR,PROF,N_GE1,WORLD,UNK,EU27	: 	: 	89161601 e	: 	109064947 e	117677160 e
NR,PROF,N_GE1,WORLD,UNK,EU28	: 	: 	89053056 e	: 	110515467 e	119137835 e
NR,PROF,N_GE1,WORLD,UNK,FR	24601255 	16396747 	16046025 	20356808 	21347713 	21840398 
NR,PROF,N_GE1,WORLD,UNK,HR	: 	783594 	: 	: 	1442010 	1452238 
NR,PROF,N_GE1,WORLD,UNK,HU	450204 	489213 	470035 	757202 	746350 	935566 
NR,PROF,N_GE1,WORLD,UNK,IE	1176653 	1314153 	1163107 	1079355 	958134 	855327 
NR,PROF,N_GE1,WORLD,UNK,IT	5626256 	6756808 	6893583 	8111560 b	5587136 	9658192 
NR,PROF,N_GE1,WORLD,UNK,LT	771526 	749400 	726769 	697362 	655548 	631130 
NR,PROF,N_GE1,WORLD,UNK,LU	: 	196024 	254935 	304371 	275279 	: 
NR,PROF,N_GE1,WORLD,UNK,MT	118676 	: 	: 	77020 b	68171 	63368 
NR,PROF,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNK,NO	4893642 	4414742 	4638610 	5506929 	4000421 	: 
NR,PROF,N_GE1,WORLD,UNK,PL	2733580 	2338232 	2076310 	2028682 b	5112044 	6864346 
NR,PROF,N_GE1,WORLD,UNK,PT	928667 	: 	: 	1452535 	221981 	: 
NR,PROF,N_GE1,WORLD,UNK,SE	: 	7333819 	4960039 	6742129 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SI	537237 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SK	1648449 	1507185 u	1387908 	1354797 u	1161459 b	1197094 
NR,PROF,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	23515460 	24955335 
NR,PROF,N_GE4,DOM,ACT_INAC,AT	288571 	335487 	328564 	256787 	222511 	229407 
NR,PROF,N_GE4,DOM,ACT_INAC,BE	: u	10053 	23492 u	: u	: u	85949 u
NR,PROF,N_GE4,DOM,ACT_INAC,BG	: c	29437 u	: u	: u	51482 u	: u
