unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE4,DOM,Q1,EU27	: 	: 	: 	: 	3574184 e	120698 u
NR,PERS,N_GE4,DOM,Q1,EU28	: 	: 	: 	: 	3573692 e	120679 u
NR,PERS,N_GE4,DOM,Q1,NL	688267 	1543706 	1552172 	1448096 	1451615 	: 
NR,PERS,N_GE4,DOM,Q1,RO	1164491 	1310369 	1528088 	1855800 	2023760 	: 
NR,PERS,N_GE4,DOM,Q2,EA	: 	: 	: 	: 	2049166 e	: u
NR,PERS,N_GE4,DOM,Q2,EE	59621 u	40495 u	44354 	44366 	31942 u	: u
NR,PERS,N_GE4,DOM,Q2,EU27	: 	: 	: 	: 	4581585 e	: u
NR,PERS,N_GE4,DOM,Q2,EU28	: 	: 	: 	: 	4580954 e	: u
NR,PERS,N_GE4,DOM,Q2,NL	1806763 	1761687 	1641829 	1758072 	2016972 	: 
NR,PERS,N_GE4,DOM,Q2,RO	2023448 	2435099 	2414246 	2664764 	2458501 	: 
NR,PERS,N_GE4,DOM,Q3,EA	: 	: 	: 	: 	2592371 e	: u
NR,PERS,N_GE4,DOM,Q3,EE	65091 u	64041 u	63567 	43973 	41943 	: u
NR,PERS,N_GE4,DOM,Q3,EU27	: 	: 	: 	: 	3866107 e	: u
NR,PERS,N_GE4,DOM,Q3,EU28	: 	: 	: 	: 	3865575 e	: u
NR,PERS,N_GE4,DOM,Q3,NL	2211858 	2583963 	2539885 	2385834 	2550110 	: 
NR,PERS,N_GE4,DOM,Q3,RO	1712738 	1354320 	958214 	962354 	1211467 	: 
NR,PERS,N_GE4,DOM,Q4,EA	: 	: 	: 	: 	1292619 e	67189 e
NR,PERS,N_GE4,DOM,Q4,EE	94152 u	59408 u	76632 	70009 	55072 	67180 u
NR,PERS,N_GE4,DOM,Q4,EU27	: 	: 	: 	: 	1562749 e	68440 u
NR,PERS,N_GE4,DOM,Q4,EU28	: 	: 	: 	: 	1562534 e	68429 u
NR,PERS,N_GE4,DOM,Q4,NL	2095291 	1392353 	1299769 	1314134 	1237388 	: 
NR,PERS,N_GE4,DOM,Q4,RO	295747 	164760 	130233 	89511 	244990 	: 
NR,PERS,N_GE4,DOM,TOTAL,AT	3083908 	3181186 	2846079 	2863980 	3367242 	3238081 
NR,PERS,N_GE4,DOM,TOTAL,BE	775304 b	1121826 	897547 	766495 	903854 	995566 
NR,PERS,N_GE4,DOM,TOTAL,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 
NR,PERS,N_GE4,DOM,TOTAL,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 
NR,PERS,N_GE4,DOM,TOTAL,CY	216533 	245017 	198583 	309224 	384003 	261551 
NR,PERS,N_GE4,DOM,TOTAL,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 
NR,PERS,N_GE4,DOM,TOTAL,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 
NR,PERS,N_GE4,DOM,TOTAL,DK	: 	3054951 	3325607 	3393261 	3019456 b	3094490 
NR,PERS,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	202447162 e	205498895 e
NR,PERS,N_GE4,DOM,TOTAL,EE	271311 	227640 	234914 	208038 	169906 	249974 
NR,PERS,N_GE4,DOM,TOTAL,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 
NR,PERS,N_GE4,DOM,TOTAL,ES	33510697 	32611128 	30352536 b	30078603 	31260305 	31545121 
NR,PERS,N_GE4,DOM,TOTAL,EU27	: 	: 	: 	: 	269095796 e	270925813 e
NR,PERS,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	: 	271275889 e	273004804 e
NR,PERS,N_GE4,DOM,TOTAL,FI	5187407 	5290481 	5220532 	5139179 	5307615 	5287791 
NR,PERS,N_GE4,DOM,TOTAL,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 
NR,PERS,N_GE4,DOM,TOTAL,HR	1319639 	1227558 	1728847 	1760512 	2181548 	2083001 
NR,PERS,N_GE4,DOM,TOTAL,HU	2904544 	2991367 	3122448 	3252244 	3325387 	3586431 
NR,PERS,N_GE4,DOM,TOTAL,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 
NR,PERS,N_GE4,DOM,TOTAL,IT	19835759 	19061696 	16497475 	17587158 b	18860608 	20216232 
NR,PERS,N_GE4,DOM,TOTAL,LT	402804 	408127 	427391 	457199 	498683 	403672 
NR,PERS,N_GE4,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,TOTAL,LV	: 	290329 	308269 	453263 	305039 	366324 
NR,PERS,N_GE4,DOM,TOTAL,MT	41975 	31300 	31217 	30062 b	20752 u	34743 u
NR,PERS,N_GE4,DOM,TOTAL,NL	6802179 	7281709 	7033655 	6906134 	7256086 	7871127 
NR,PERS,N_GE4,DOM,TOTAL,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 
NR,PERS,N_GE4,DOM,TOTAL,PL	17551165 	16702779 	15299138 	14673119 b	16215854 	15032150 
NR,PERS,N_GE4,DOM,TOTAL,PT	3759005 	3298863 	3513351 	3134081 	3788130 	3188491 
NR,PERS,N_GE4,DOM,TOTAL,RO	5196424 	5264548 	5030781 	5572429 	5938718 	6020465 
NR,PERS,N_GE4,DOM,TOTAL,SE	: 	6750288 	7013787 	6112238 	: 	: 
NR,PERS,N_GE4,DOM,TOTAL,SI	303922 	364311 	324202 	323065 	354981 	370944 
NR,PERS,N_GE4,DOM,TOTAL,SK	1740178 	1631163 	1419782 	1278502 	1172396 b	1691375 
NR,PERS,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	24543559 	25437073 
NR,PERS,N_GE4,DOM,UNK,AT	3083908 	3181186 	2846079 	2863980 	3367242 	3238081 
NR,PERS,N_GE4,DOM,UNK,BE	775304 b	1121826 	897547 	766495 	903854 	995566 
NR,PERS,N_GE4,DOM,UNK,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 
NR,PERS,N_GE4,DOM,UNK,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 
NR,PERS,N_GE4,DOM,UNK,CY	216533 	245017 	198583 	309224 	384003 	261551 
NR,PERS,N_GE4,DOM,UNK,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 
NR,PERS,N_GE4,DOM,UNK,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 
NR,PERS,N_GE4,DOM,UNK,DK	: 	3054951 	3325607 	3393261 	3019456 b	3094490 
NR,PERS,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	195020259 e	205248890 e
NR,PERS,N_GE4,DOM,UNK,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 
NR,PERS,N_GE4,DOM,UNK,ES	33510697 	32611128 	30352536 b	30078603 	31260305 	31545121 
NR,PERS,N_GE4,DOM,UNK,EU27	: 	: 	: 	: 	255511171 e	270671151 e
NR,PERS,N_GE4,DOM,UNK,EU28	: 	: 	: 	: 	257693134 e	272750182 e
NR,PERS,N_GE4,DOM,UNK,FI	5187407 	5290481 	5220532 	5139179 	5307615 	5287791 
NR,PERS,N_GE4,DOM,UNK,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 
NR,PERS,N_GE4,DOM,UNK,HR	1319639 	1227558 	1728847 	1760512 	2181548 	2083001 
NR,PERS,N_GE4,DOM,UNK,HU	2904544 	2991367 	3122448 	3252244 	3325387 	3586431 
NR,PERS,N_GE4,DOM,UNK,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 
NR,PERS,N_GE4,DOM,UNK,IT	19835759 	19061696 	16497475 	17587158 b	18860608 	20216232 
NR,PERS,N_GE4,DOM,UNK,LT	402804 	408127 	427391 	457199 	498683 	403672 
NR,PERS,N_GE4,DOM,UNK,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,UNK,LV	: 	290329 	308269 	453263 	305039 	366324 
NR,PERS,N_GE4,DOM,UNK,MT	41975 	31300 	31217 	30062 b	20752 u	34743 u
NR,PERS,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	7871127 
NR,PERS,N_GE4,DOM,UNK,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 
NR,PERS,N_GE4,DOM,UNK,PL	17551165 	16702779 	15299138 	14673119 b	16215854 	15032150 
NR,PERS,N_GE4,DOM,UNK,PT	3759005 	3298863 	3513351 	3134081 	3788130 	3188491 
NR,PERS,N_GE4,DOM,UNK,RO	: 	: 	: 	: 	: 	6020465 
NR,PERS,N_GE4,DOM,UNK,SE	: 	6750288 	7013787 	6112238 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SI	303922 	364311 	324202 	323065 	354981 	370944 
NR,PERS,N_GE4,DOM,UNK,SK	1740178 	1631163 	1419782 	1278502 	1172396 b	1691375 
NR,PERS,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	24543559 	25437073 
NR,PERS,N_GE4,OUT,Q1,EA	: 	: 	: 	: 	1710251 e	63528 e
NR,PERS,N_GE4,OUT,Q1,EE	63685 	59835 	72460 	77328 	94420 	63520 u
NR,PERS,N_GE4,OUT,Q1,EU27	: 	: 	: 	: 	1938301 e	64712 u
NR,PERS,N_GE4,OUT,Q1,EU28	: 	: 	: 	: 	1938034 e	64701 u
NR,PERS,N_GE4,OUT,Q1,NL	1153341 	1937285 	2098833 	1552744 	1615621 	: 
NR,PERS,N_GE4,OUT,Q1,RO	164495 	206756 	196016 	200984 	196881 	: 
NR,PERS,N_GE4,OUT,Q2,EA	: 	: 	: 	: 	2695201 e	: u
NR,PERS,N_GE4,OUT,Q2,EE	95261 	89506 	107505 	99616 	75349 	: u
NR,PERS,N_GE4,OUT,Q2,EU27	: 	: 	: 	: 	3096256 e	: u
NR,PERS,N_GE4,OUT,Q2,EU28	: 	: 	: 	: 	3095829 e	: u
NR,PERS,N_GE4,OUT,Q2,NL	2329453 	2390097 	2229415 	2687735 	2619522 	: 
NR,PERS,N_GE4,OUT,Q2,RO	276749 	314143 	358331 	411520 	351261 	: 
NR,PERS,N_GE4,OUT,Q3,EA	: 	: 	: 	: 	4540912 e	155903 e
NR,PERS,N_GE4,OUT,Q3,EE	147515 	142059 	148895 	146268 	112740 	155884 
NR,PERS,N_GE4,OUT,Q3,EU27	: 	: 	: 	: 	4827092 e	158808 e
NR,PERS,N_GE4,OUT,Q3,EU28	: 	: 	: 	: 	4826427 e	158782 e
NR,PERS,N_GE4,OUT,Q3,NL	4241424 	4769639 	4672787 	4573085 	4427615 	: 
NR,PERS,N_GE4,OUT,Q3,RO	377556 	289795 	273522 	270241 	208593 	: 
NR,PERS,N_GE4,OUT,Q4,EA	: 	: 	: 	: 	4418871 e	201807 e
NR,PERS,N_GE4,OUT,Q4,EE	234384 	231491 	214047 	221428 	215637 	201782 
NR,PERS,N_GE4,OUT,Q4,EU27	: 	: 	: 	: 	4573425 e	205566 e
NR,PERS,N_GE4,OUT,Q4,EU28	: 	: 	: 	: 	4572796 e	205534 e
NR,PERS,N_GE4,OUT,Q4,NL	6898784 	4120929 	3654307 	4045535 	4202692 	: 
NR,PERS,N_GE4,OUT,Q4,RO	108228 	95722 	66255 	68269 	81060 	: 
NR,PERS,N_GE4,OUT,TOTAL,AT	6531145 	6401656 	5876843 	5917537 	5834435 	6168182 
NR,PERS,N_GE4,OUT,TOTAL,BE	7502786 b	8052872 	6706449 	6979832 	7012162 	5516819 
NR,PERS,N_GE4,OUT,TOTAL,BG	518670 	395159 	352530 	376661 	321345 	282408 
NR,PERS,N_GE4,OUT,TOTAL,CH	: 	9029966 	8390483 	7881241 	7635402 	7441234 
NR,PERS,N_GE4,OUT,TOTAL,CY	896055 	837274 	758982 	849916 	737537 	789571 
NR,PERS,N_GE4,OUT,TOTAL,CZ	4928299 	4276103 	4206423 	4064463 	4193023 	4368854 
NR,PERS,N_GE4,OUT,TOTAL,DE	65662250 	63622591 	59226045 	59527746 	61507424 	55812452 
NR,PERS,N_GE4,OUT,TOTAL,DK	: 	4356957 	4578488 	4707775 	4690966 b	4478653 
NR,PERS,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	131436025 e	126645135 e
NR,PERS,N_GE4,OUT,TOTAL,EE	540845 	522891 	542907 	544641 	498145 	450621 
NR,PERS,N_GE4,OUT,TOTAL,EL	: 	505908 	503889 	533856 	479761 	430545 
NR,PERS,N_GE4,OUT,TOTAL,ES	8663224 	8256689 	7660551 b	5784355 	5673113 	6270012 
NR,PERS,N_GE4,OUT,TOTAL,EU27	: 	: 	: 	: 	193992614 e	185895812 e
NR,PERS,N_GE4,OUT,TOTAL,EU28	: 	: 	: 	: 	195325367 e	187006381 e
NR,PERS,N_GE4,OUT,TOTAL,FI	3854247 	3731489 	3718771 	3670859 	3442265 	3589222 
NR,PERS,N_GE4,OUT,TOTAL,FR	18153591 	16248988 	16118966 	18807756 	17321684 	16808518 
NR,PERS,N_GE4,OUT,TOTAL,HR	746523 	570983 	1145902 	999220 	1337637 	1119087 
NR,PERS,N_GE4,OUT,TOTAL,HU	2965756 	2697093 	2619408 	2274296 	2016523 	2149586 
NR,PERS,N_GE4,OUT,TOTAL,IE	4203772 	4005273 	3624461 	3741653 	3748753 	3819719 
NR,PERS,N_GE4,OUT,TOTAL,IT	6898485 	6342519 	5985268 	7159457 b	7566684 	8652902 
NR,PERS,N_GE4,OUT,TOTAL,LT	1134947 	1072204 	1029216 	993544 	977332 	950104 
NR,PERS,N_GE4,OUT,TOTAL,LU	: 	939696 	898692 	912087 	860142 	834852 
NR,PERS,N_GE4,OUT,TOTAL,LV	: 	557618 	620997 	772473 	575496 	614081 
NR,PERS,N_GE4,OUT,TOTAL,MT	333343 	300371 	252911 	232774 b	213653 	190386 
NR,PERS,N_GE4,OUT,TOTAL,NL	14623002 	13217950 	12655341 	12859098 	12865450 	13225989 
NR,PERS,N_GE4,OUT,TOTAL,NO	4968469 	4672443 	4970994 	5183556 	4281625 	: 
NR,PERS,N_GE4,OUT,TOTAL,PL	8945969 	8566599 	8329364 	7877549 b	6710860 	5106662 
NR,PERS,N_GE4,OUT,TOTAL,PT	1100822 	817738 	861590 	776030 	795349 	676878 
NR,PERS,N_GE4,OUT,TOTAL,RO	927029 	906417 	894124 	951013 	837795 	685444 
NR,PERS,N_GE4,OUT,TOTAL,SE	: 	5366895 	4986182 	5344200 	: 	: 
NR,PERS,N_GE4,OUT,TOTAL,SI	1290443 	1368683 	1319510 	1141927 	1184831 	1192932 
NR,PERS,N_GE4,OUT,TOTAL,SK	2097931 	1745471 	1749472 	1219320 	1573789 b	1955466 
NR,PERS,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	39108921 	37559384 
NR,PERS,N_GE4,OUT,UNK,AT	6531145 	6401656 	5876843 	5917537 	5834435 	6168182 
NR,PERS,N_GE4,OUT,UNK,BE	7502786 b	8052872 	6706449 	6979832 	7012162 	5516819 
NR,PERS,N_GE4,OUT,UNK,BG	518670 	395159 	352530 	376661 	321345 	282408 
NR,PERS,N_GE4,OUT,UNK,CH	: 	9029966 	8390483 	7881241 	7635402 	7441234 
NR,PERS,N_GE4,OUT,UNK,CY	896055 	837274 	758982 	849916 	737537 	789571 
NR,PERS,N_GE4,OUT,UNK,CZ	4928299 	4276103 	4206423 	4064463 	4193023 	4368854 
NR,PERS,N_GE4,OUT,UNK,DE	65662250 	63622591 	59226045 	59527746 	61507424 	55812452 
NR,PERS,N_GE4,OUT,UNK,DK	: 	4356957 	4578488 	4707775 	4690966 b	4478653 
NR,PERS,N_GE4,OUT,UNK,EA	: 	: 	: 	: 	118070790 e	126194458 e
NR,PERS,N_GE4,OUT,UNK,EL	: 	505908 	503889 	533856 	479761 	430545 
NR,PERS,N_GE4,OUT,UNK,ES	8663224 	8256689 	7660551 b	5784355 	5673113 	6270012 
NR,PERS,N_GE4,OUT,UNK,EU27	: 	: 	: 	: 	179557542 e	185436740 e
NR,PERS,N_GE4,OUT,UNK,EU28	: 	: 	: 	: 	180892282 e	186547382 e
NR,PERS,N_GE4,OUT,UNK,FI	3854247 	3731489 	3718771 	3670859 	3442265 	3589222 
NR,PERS,N_GE4,OUT,UNK,FR	18153591 	16248988 	16118966 	18807756 	17321684 	16808518 
NR,PERS,N_GE4,OUT,UNK,HR	746523 	570983 	1145902 	999220 	1337637 	1119087 
NR,PERS,N_GE4,OUT,UNK,HU	2965756 	2697093 	2619408 	2274296 	2016523 	2149586 
NR,PERS,N_GE4,OUT,UNK,IE	4203772 	4005273 	3624461 	3741653 	3748753 	3819719 
NR,PERS,N_GE4,OUT,UNK,IT	6898485 	6342519 	5985268 	7159457 b	7566684 	8652902 
NR,PERS,N_GE4,OUT,UNK,LT	1134947 	1072204 	1029216 	993544 	977332 	950104 
NR,PERS,N_GE4,OUT,UNK,LU	: 	939696 	898692 	912087 	860142 	834852 
NR,PERS,N_GE4,OUT,UNK,LV	: 	557618 	620997 	772473 	575496 	614081 
NR,PERS,N_GE4,OUT,UNK,MT	333343 	300371 	252911 	232774 b	213653 	190386 
NR,PERS,N_GE4,OUT,UNK,NL	: 	: 	: 	: 	: 	13225989 
NR,PERS,N_GE4,OUT,UNK,NO	4968469 	4672443 	4970994 	5183556 	4281625 	: 
NR,PERS,N_GE4,OUT,UNK,PL	8945969 	8566599 	8329364 	7877549 b	6710860 	5106662 
NR,PERS,N_GE4,OUT,UNK,PT	1100822 	817738 	861590 	776030 	795349 	676878 
NR,PERS,N_GE4,OUT,UNK,RO	: 	: 	: 	: 	: 	685444 
NR,PERS,N_GE4,OUT,UNK,SE	: 	5366895 	4986182 	5344200 	: 	: 
NR,PERS,N_GE4,OUT,UNK,SI	1290443 	1368683 	1319510 	1141927 	1184831 	1192932 
NR,PERS,N_GE4,OUT,UNK,SK	2097931 	1745471 	1749472 	1219320 	1573789 b	1955466 
NR,PERS,N_GE4,OUT,UNK,UK	: 	: 	: 	: 	39108921 	37559384 
NR,PERS,N_GE4,WORLD,Q1,EA	: 	: 	: 	: 	3202998 e	182019 e
NR,PERS,N_GE4,WORLD,Q1,EE	116131 	123531 	122821 	127018 	135369 	181996 
NR,PERS,N_GE4,WORLD,Q1,EU27	: 	: 	: 	: 	5512485 e	185409 e
NR,PERS,N_GE4,WORLD,Q1,EU28	: 	: 	: 	: 	5511726 e	185380 e
NR,PERS,N_GE4,WORLD,Q1,NL	1841608 	3480991 	3651005 	3000840 	3067236 	: 
NR,PERS,N_GE4,WORLD,Q1,RO	1328986 	1517125 	1724105 	2056784 	2220641 	: 
NR,PERS,N_GE4,WORLD,Q2,EA	: 	: 	: 	: 	4744367 e	48731 e
NR,PERS,N_GE4,WORLD,Q2,EE	154882 	130001 	151859 	143982 	107291 	48725 u
NR,PERS,N_GE4,WORLD,Q2,EU27	: 	: 	: 	: 	7677841 e	49639 u
NR,PERS,N_GE4,WORLD,Q2,EU28	: 	: 	: 	: 	7676784 e	49631 u
NR,PERS,N_GE4,WORLD,Q2,NL	4136216 	4151785 	3871244 	4445806 	4636494 	: 
NR,PERS,N_GE4,WORLD,Q2,RO	2300197 	2749242 	2772577 	3076284 	2809762 	: 
NR,PERS,N_GE4,WORLD,Q3,EA	: 	: 	: 	: 	7133283 e	200935 e
NR,PERS,N_GE4,WORLD,Q3,EE	212606 	206100 	212461 	190241 	154683 	200911 
NR,PERS,N_GE4,WORLD,Q3,EU27	: 	: 	: 	: 	8693198 e	204678 e
NR,PERS,N_GE4,WORLD,Q3,EU28	: 	: 	: 	: 	8692002 e	204646 e
NR,PERS,N_GE4,WORLD,Q3,NL	6453282 	7353601 	7212672 	6958919 	6977725 	: 
NR,PERS,N_GE4,WORLD,Q3,RO	2090294 	1644115 	1231735 	1232595 	1420060 	: 
NR,PERS,N_GE4,WORLD,Q4,EA	: 	: 	: 	: 	5711490 e	268996 e
NR,PERS,N_GE4,WORLD,Q4,EE	328536 	290898 	290679 	291437 	270709 	268963 
NR,PERS,N_GE4,WORLD,Q4,EU27	: 	: 	: 	: 	6136174 e	274007 e
NR,PERS,N_GE4,WORLD,Q4,EU28	: 	: 	: 	: 	6135329 e	273963 e
NR,PERS,N_GE4,WORLD,Q4,NL	8994075 	5513282 	4954075 	5359668 	5440080 	: 
NR,PERS,N_GE4,WORLD,Q4,RO	403975 	260482 	196488 	157779 	326049 	: 
NR,PERS,N_GE4,WORLD,TOTAL,AT	9615054 	9582841 	8722921 	8781517 	9201677 	9406262 
NR,PERS,N_GE4,WORLD,TOTAL,BE	8278090 b	9174698 	7603997 	7746327 	7916016 	6512385 
NR,PERS,N_GE4,WORLD,TOTAL,BG	2352700 	1673758 	1358871 	1532800 	1702929 	1347231 
NR,PERS,N_GE4,WORLD,TOTAL,CH	: 	11179228 	10400613 	10200668 	10005088 	9761174 
NR,PERS,N_GE4,WORLD,TOTAL,CY	1112588 	1082291 	957565 	1159140 	1121540 	1051122 
NR,PERS,N_GE4,WORLD,TOTAL,CZ	13022708 	12629643 	11290363 	11733061 	11281952 	11726904 
NR,PERS,N_GE4,WORLD,TOTAL,DE	108307676 	109296731 	105194733 	103159264 	104975409 	100981271 
NR,PERS,N_GE4,WORLD,TOTAL,DK	: 	7411909 	7904095 	8101036 	7710422 b	7573143 
NR,PERS,N_GE4,WORLD,TOTAL,EA	: 	: 	: 	: 	333883188 e	332144030 e
NR,PERS,N_GE4,WORLD,TOTAL,EE	812155 	750531 	777821 	752679 	668052 	700595 
NR,PERS,N_GE4,WORLD,TOTAL,EL	: 	3759235 	3872789 	4277788 	3737582 	4028945 
NR,PERS,N_GE4,WORLD,TOTAL,ES	42173922 	40867817 	38013087 b	35862958 	36933418 	37815133 
NR,PERS,N_GE4,WORLD,TOTAL,EU27	: 	: 	: 	: 	463088410 e	456821625 e
NR,PERS,N_GE4,WORLD,TOTAL,EU28	: 	: 	: 	: 	466601256 e	460011185 e
NR,PERS,N_GE4,WORLD,TOTAL,FI	9041654 	9021970 	8939302 	8810039 	8749880 	8877013 
NR,PERS,N_GE4,WORLD,TOTAL,FR	90845193 	87750211 	89329740 	100347449 	98948441 	97235511 
NR,PERS,N_GE4,WORLD,TOTAL,HR	2066163 	1798542 	2874750 	2759732 	3519186 	3202089 
NR,PERS,N_GE4,WORLD,TOTAL,HU	5870300 	5688460 	5741856 	5526540 	5341910 	5736017 
NR,PERS,N_GE4,WORLD,TOTAL,IE	5366808 	5178276 	4734582 	4789770 	4868409 	4868657 
NR,PERS,N_GE4,WORLD,TOTAL,IT	26734243 	25404215 	22482744 	24746615 b	26427292 	28869134 
NR,PERS,N_GE4,WORLD,TOTAL,LT	1537751 	1480332 	1456607 	1450743 	1476015 	1353776 
NR,PERS,N_GE4,WORLD,TOTAL,LU	: 	946184 	907097 	917353 	864663 	839895 
NR,PERS,N_GE4,WORLD,TOTAL,LV	: 	847947 	929266 	1225735 	880535 	980405 
NR,PERS,N_GE4,WORLD,TOTAL,MT	375318 	331671 	284129 	262836 b	234405 	225130 
NR,PERS,N_GE4,WORLD,TOTAL,NL	21425181 	20499659 	19688996 	19765233 	20121536 	21097116 
NR,PERS,N_GE4,WORLD,TOTAL,NO	8525153 	7950392 	8165309 	8674217 	7314873 	: 
NR,PERS,N_GE4,WORLD,TOTAL,PL	26497134 	25269378 	23628502 	22550668 b	22926714 	20138812 
NR,PERS,N_GE4,WORLD,TOTAL,PT	4859827 	4116601 	4374940 	3910111 	4583479 	3865369 
NR,PERS,N_GE4,WORLD,TOTAL,RO	6123453 	6170965 	5924906 	6523442 	6776513 	6705909 
NR,PERS,N_GE4,WORLD,TOTAL,SE	: 	12117183 	11999969 	11456438 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,SI	1594365 	1732994 	1643712 	1464992 	1539812 	1563876 
NR,PERS,N_GE4,WORLD,TOTAL,SK	3838109 	3376634 	3169254 	2497822 	2746186 b	3646841 
NR,PERS,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	63652480 	62996457 
NR,PERS,N_GE4,WORLD,UNK,AT	9615054 	9582841 	8722921 	8781517 	9201677 	9406262 
NR,PERS,N_GE4,WORLD,UNK,BE	8278090 b	9174698 	7603997 	7746327 	7916016 	6512385 
NR,PERS,N_GE4,WORLD,UNK,BG	2352700 	1673758 	1358871 	1532800 	1702929 	1347231 
NR,PERS,N_GE4,WORLD,UNK,CH	: 	11179228 	10400613 	10200668 	10005088 	9761174 
NR,PERS,N_GE4,WORLD,UNK,CY	1112588 	1082291 	957565 	1159140 	1121540 	1051122 
NR,PERS,N_GE4,WORLD,UNK,CZ	13022708 	12629643 	11290363 	11733061 	11281952 	11726904 
NR,PERS,N_GE4,WORLD,UNK,DE	108307676 	109296731 	105194733 	103159264 	104975409 	100981271 
NR,PERS,N_GE4,WORLD,UNK,DK	: 	7411909 	7904095 	8101036 	7710422 b	7573143 
NR,PERS,N_GE4,WORLD,UNK,EA	: 	: 	: 	: 	313091049 e	331443348 e
NR,PERS,N_GE4,WORLD,UNK,EL	: 	3759235 	3872789 	4277788 	3737582 	4028945 
NR,PERS,N_GE4,WORLD,UNK,ES	42173922 	40867817 	38013087 b	35862958 	36933418 	37815133 
NR,PERS,N_GE4,WORLD,UNK,EU27	: 	: 	: 	: 	435068712 e	456107891 e
NR,PERS,N_GE4,WORLD,UNK,EU28	: 	: 	: 	: 	438585415 e	459297564 e
NR,PERS,N_GE4,WORLD,UNK,FI	9041654 	9021970 	8939302 	8810039 	8749880 	8877013 
NR,PERS,N_GE4,WORLD,UNK,FR	90845193 	87750211 	89329740 	100347449 	98948441 	97235511 
NR,PERS,N_GE4,WORLD,UNK,HR	2066163 	1798542 	2874750 	2759732 	3519186 	3202089 
NR,PERS,N_GE4,WORLD,UNK,HU	5870300 	5688460 	5741856 	5526540 	5341910 	5736017 
NR,PERS,N_GE4,WORLD,UNK,IE	5366808 	5178276 	4734582 	4789770 	4868409 	4868657 
NR,PERS,N_GE4,WORLD,UNK,IT	26734243 	25404215 	22482744 	24746615 b	26427292 	28869134 
NR,PERS,N_GE4,WORLD,UNK,LT	1537751 	1480332 	1456607 	1450743 	1476015 	1353776 
NR,PERS,N_GE4,WORLD,UNK,LU	: 	946184 	907097 	917353 	864663 	839895 
NR,PERS,N_GE4,WORLD,UNK,LV	: 	847947 	929266 	1225735 	880535 	980405 
NR,PERS,N_GE4,WORLD,UNK,MT	375318 	331671 	284129 	262836 b	234405 	225130 
NR,PERS,N_GE4,WORLD,UNK,NL	: 	: 	: 	: 	: 	21097116 
NR,PERS,N_GE4,WORLD,UNK,NO	8525153 	7950392 	8165309 	8674217 	7314873 	: 
NR,PERS,N_GE4,WORLD,UNK,PL	26497134 	25269378 	23628502 	22550668 b	22926714 	20138812 
NR,PERS,N_GE4,WORLD,UNK,PT	4859827 	4116601 	4374940 	3910111 	4583479 	3865369 
NR,PERS,N_GE4,WORLD,UNK,RO	: 	: 	: 	: 	: 	6705909 
NR,PERS,N_GE4,WORLD,UNK,SE	: 	12117183 	11999969 	11456438 	: 	: 
NR,PERS,N_GE4,WORLD,UNK,SI	1594365 	1732994 	1643712 	1464992 	1539812 	1563876 
NR,PERS,N_GE4,WORLD,UNK,SK	3838109 	3376634 	3169254 	2497822 	2746186 b	3646841 
NR,PERS,N_GE4,WORLD,UNK,UK	: 	: 	: 	: 	63652480 	62996457 
NR,PROF,N1-3,DOM,Q1,EA	: 	: 	: 	: 	75108 e	31136 e
NR,PROF,N1-3,DOM,Q1,EE	: c	44804 u	17765 u	16469 u	34237 	31132 u
NR,PROF,N1-3,DOM,Q1,EU27	: 	: 	: 	: 	136546 e	31716 u
NR,PROF,N1-3,DOM,Q1,EU28	: 	: 	: 	: 	136527 e	31711 u
