unit,purpose,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PROF,N_GE1,DOM,M,HU	158566 	135315 	232354 	225723 	149049 	271051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,IE	234133 	276399 	246582 	236113 	200169 	186584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	705000 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,IT	2951195 	3918825 	4433145 	4895186 b	3127918 	5428544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,LT	168608 	173172 	177413 	173362 	155377 	173879 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,LV	: 	36726 u	49329 u	46352 u	99756 	119488 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,MT	5313 u	5142 u	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,NL	764576 	784914 	613278 	533088 	621174 	701826 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,NO	2495574 	1554718 	2181486 	2629057 	1826234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,PL	1089391 	1042309 	780372 	846034 b	2243159 	3302978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,PT	621331 	764729 	736858 	671088 	564285 	561956 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,RO	268652 	227913 	303196 	232224 	205487 	170756 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,SE	: 	4323267 	2797130 	3570554 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,SI	36071 u	52317 u	43501 u	37956 u	63822 	51804 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,SK	462903 u	: u	464194 u	: u	589448 bu	569159 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,M,UK	: 	: 	: 	: 	13709230 	14428453 	: 	: 	: 	: 	: 	: 	: 	: 	16634000 	17700000 	17400000 	17900000 	: 	11100000 	12400000 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,AT	1745341 	1963408 	1890051 	1902850 	2047765 	1946662 	: 	: 	: 	: 	: 	2231591 	: 	1774528 	2156154 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,BE	110763 b	110125 	113737 	51296 	78641 	293209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,BG	133950 	114008 	108743 	158118 	153968 	100860 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,CH	: 	391094 	476113 	213126 u	406983 u	428434 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,CY	: c	15504 u	21879 u	25204 u	40049 	33674 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,CZ	883432 	984055 	676473 	845229 	1194620 	893577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,DE	29466106 	31904002 	28635460 	30160866 	30305208 	34718357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,DK	: 	1287671 	1548637 	969083 	1374180 b	969317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1309200 	1392400 	: 	1652000 	1547900 	: 	: 
NR,PROF,N_GE1,DOM,T,EA	: 	: 	: 	70502586 e	71875535 e	82292550 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,EE	406334 	427032 	321728 	316273 	177207 	157109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,EL	: 	282304 	269659 	281641 	298451 	249327 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,ES	6405436 	7173973 	5625466 b	7361234 	9055320 	11147055 	: 	: 	: 	: 	: 	18034157 	19268310 	2835513 	3009088 	3201505 	3571163 	2321076 	3777799 	1561845 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,EU27	: 	: 	82461323 e	92706195 e	98937665 e	110960275 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,EU28	: 	: 	82877855 e	93493211 e	99812521 e	111905202 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,FI	3778759 	3861265 	3434651 	3636104 	3951724 	4143570 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,FR	20660255 	13830900 	13421763 	17189920 	18211943 	18861833 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5129000 	5930000 	7043000 	6703000 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,HR	424228 	380134 	451891 	786671 	874177 	944814 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,HU	243848 	220726 	326260 	325714 	303029 	452281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,IE	424827 	425968 	398507 	388299 	334419 	315703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	797000 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,IT	4218240 	5118133 	5356391 	6293728 b	4338391 	7483570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,LT	323293 	336730 	341538 	332975 	317211 	310796 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,LV	: 	52251 u	87179 u	84990 u	141623 	160369 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,MT	7726 	6300 u	3061 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,NL	1161413 	1028538 	965546 	847289 	1043986 	1113705 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,NO	3718258 	2946481 	3105608 	3797126 	2635553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,PL	1668853 	1463518 	1275761 	1261801 b	3534966 	4402250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,PT	1038666 	1159510 	1177255 	1031483 	947240 	824653 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,RO	623201 	532313 	672788 	525346 	498687 	411512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,SE	: 	6698255 	4383460 	5948159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,SI	92238 	100613 	81219 	92992 	102362 	89711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,SK	919818 	903568 u	858103 u	: u	926568 bu	894710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,DOM,T,UK	: 	: 	: 	: 	17664937 	18869106 	: 	: 	: 	: 	: 	: 	: 	: 	22335000 	19500000 	22700000 	23500000 	17300000 	13800000 	15500000 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,AT	405191 	504045 	581833 	595250 	508457 	714967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,BE	359540 b	441166 	348681 	290440 	296107 	725096 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,BG	: c	: u	: u	: u	27751 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,CH	: 	172811 u	283599 	314519 u	242981 u	244522 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,CY	95159 	78457 	55488 	52649 	42253 	74117 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,CZ	: c	: u	: u	105609 u	104329 u	103462 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,DE	2937247 	2627386 	1640627 	1919169 	2522505 	3118013 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,DK	: 	326468 	807523 	296270 	391406 b	344782 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	236400 	159100 	: 	218000 	223800 	: 	: 
NR,PROF,N_GE1,OUT,F,EA	: 	: 	: 	5931699 e	6609447 e	8094980 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,EE	106581 	130115 	102171 	111074 	105624 	99226 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,EL	: 	27140 u	34807 	25926 u	33493 	21403 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,ES	459589 	305890 	399327 b	406960 	386288 	351689 	: 	: 	: 	: 	: 	435056 	616121 	130111 	129389 	97544 	97894 	131153 	108361 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,EU27	: 	: 	8409775 e	8021781 e	9418916 e	10684802 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,EU28	: 	: 	8543950 e	8241641 e	9535688 e	10790087 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,FI	562983 	525440 	497897 	482174 	469374 	520128 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,FR	1232195 	790696 	825909 	907905 	1064096 	1086186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,HR	99682 	56175 	126246 	200738 	116074 	105005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,HU	103947 	101691 	99973 	86336 	100295 	98678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,IE	225148 	310862 	211964 	172475 	178915 	146846 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48000 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,IT	: u	409438 u	: u	263104 bu	321607 u	514572 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,LT	105676 	105151 	100677 	98726 	87081 	86348 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,LU	: 	51835 	60233 	62566 	71025 	56249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,LV	: 	82367 u	51402 u	70055 u	120972 	111299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,MT	26924 	19202 	28569 	19288 b	13681 	13939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,NL	556866 	306681 	380474 	350635 	299461 	321822 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,NO	379827 	795809 	370910 	476785 	409209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,PL	279461 	212471 	227054 	191251 b	506745 	348862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,PT	114133 	108649 	111148 	106488 	107215 	114031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,SE	: 	: u	203847 u	198525 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,SI	141574 	156617 	132543 	106687 	97486 	111290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,F,UK	: 	: 	: 	: 	1290927 	1275415 	: 	: 	: 	: 	: 	: 	: 	: 	1390000 	2900000 	1200000 	1400000 	: 	700000 	800000 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,AT	1333293 	1410732 	1335979 	1631340 	1605115 	1258942 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,BE	780625 b	864111 	622917 	622530 	743847 	1177200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,BG	: c	36861 u	33013 u	: u	41336 u	33496 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,CH	: 	715030 	565420 	676959 	537934 	1187888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,CY	179330 	161338 	137455 	146744 	150368 	153405 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,CZ	433733 	414715 	334439 	299752 	372954 	455075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,DE	8877612 	7621269 	7516567 	7641051 	8527667 	9921624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,DK	: 	841996 	815629 	841150 	744966 b	1406585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1062300 	1010500 	: 	1017000 	1212900 	: 	: 
NR,PROF,N_GE1,OUT,M,EA	: 	: 	: 	19094475 e	18838552 e	21443467 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,EE	212313 	292630 	236760 	284530 	166731 	137645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,EL	: 	56807 	57971 	55181 	89719 	38103 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,ES	1111342 	1275440 	1005305 b	1215464 	1361673 	1546800 	: 	: 	: 	: 	: 	1445883 	1718361 	221523 	273498 	295034 	345573 	211741 	221983 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,EU27	: 	: 	23976950 e	25341463 e	26897097 e	31650010 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,EU28	: 	: 	24388786 e	25923976 e	27353169 e	32055013 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,FI	1194129 	1359793 	1159049 	1215999 	1110444 	1430488 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,FR	2708805 	1775151 	1798353 	2258982 	2071674 	1892379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,HR	318117 	347284 	385544 	536201 	451759 	402419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,HU	346257 	387522 	370062 	345152 	343026 	384607 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,IE	526678 	577323 	552637 	518580 	444800 	392777 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	169000 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,IT	1169294 	1229237 	1300974 	1554728 b	927138 	1660050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,LT	342558 	307519 	284554 	265661 	251257 	233986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,LU	: 	142847 	189924 	237042 	201676 	212172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,LV	: 	113327 	103005 	95085 	159362 	169300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,MT	84027 	58382 	50433 	53330 b	49625 	44894 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,NL	1827157 	1070591 	1035602 	881129 	793897 	827169 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,NO	795557 	672452 	1162092 	1233018 	955659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,PL	785266 	662243 	573494 	575630 b	1070333 	2113234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,PT	295765 	287115 	325132 	314564 	227526 	265499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,SE	: 	452633 	372732 	595445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,SI	303425 	260096 	305350 	286012 	220499 	283705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,SK	558054 u	: u	419823 u	: u	: u	197976 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,M,UK	: 	: 	: 	: 	4559596 	4810815 	: 	: 	: 	: 	: 	: 	: 	: 	6465000 	6400000 	6200000 	7200000 	: 	3100000 	3700000 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,AT	1738484 	1914776 	1917812 	2226590 	2113572 	1973910 	: 	: 	: 	: 	: 	2357165 	: 	1573530 	1763796 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,BE	1140165 b	1305277 	971598 	912969 	1039954 	1902297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,BG	61620 u	55208 u	47705 u	37080 u	69088 	51582 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,CH	: 	887842 	849020 	991478 	780916 	1432409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,CY	274489 	239795 	192943 	199393 	192621 	227523 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,CZ	518104 	474775 	411376 	405361 	477283 	558537 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,DE	11814859 	10248656 	9157194 	9560219 	11050172 	13039638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,DK	: 	1168464 	1623152 	1137420 	1136372 b	1751367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1298600 	1169400 	: 	1235000 	1436800 	: 	: 
NR,PROF,N_GE1,OUT,T,EA	: 	: 	: 	25026174 e	25447999 e	29538447 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,EE	318893 	422745 	338931 	395604 	272355 	236870 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,EL	: 	83947 	92777 	81107 	123212 	59506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,ES	1570931 	1581329 	1404632 b	1622424 	1747962 	1898489 	: 	: 	: 	: 	: 	1880939 	2334481 	340616 	402887 	389155 	443468 	342895 	330344 	613027 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,EU27	: 	: 	32386725 e	33363244 e	36316013 e	42334812 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,EU28	: 	: 	32932737 e	34165616 e	36888858 e	42845100 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,FI	1757112 	1885234 	1656946 	1698173 	1579818 	1950616 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,FR	3941000 	2565847 	2624262 	3166888 	3135770 	2978566 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1455000 	1545000 	1984000 	1622000 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,HR	417800 	403460 	511790 	736939 	567833 	507424 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,HU	450204 	489213 	470035 	431488 	443321 	483285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,T,IE	751826 	888185 	764601 	691056 	623715 	539623 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	217000 	: 	: 	: 	: 	: 
