unit,purpose,duration,partner,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PROF,N_GE1,OUT,ED0-2,FI	1193998 u	1440897 	467589 u	1940175 u	554420 	1136914 
NR,PROF,N_GE1,OUT,ED0-2,HR	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE1,OUT,ED0-2,LU	: 	: 	: 	: 	: 	87567 u
NR,PROF,N_GE1,OUT,ED0-2,LV	: 	: 	: u	: u	: 	: u
NR,PROF,N_GE1,OUT,ED0-2,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE1,OUT,ED0-2,NL	301118 	382122 u	364456 u	288432 u	958678 u	174881 u
NR,PROF,N_GE1,OUT,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,ED0-2,PT	1123256 	903857 	1146059 	: 	1035971 	1223549 
NR,PROF,N_GE1,OUT,ED0-2,RO	: 	: 	: u	: u	: u	: 
NR,PROF,N_GE1,OUT,ED0-2,SI	: 	: u	96537 u	: u	: u	48781 u
NR,PROF,N_GE1,OUT,ED3_4,AT	3466866 	2895654 	3329610 	3560261 	3949418 	3959739 
NR,PROF,N_GE1,OUT,ED3_4,EA	: 	: 	: 	: 	12454803 e	11809729 e
NR,PROF,N_GE1,OUT,ED3_4,EE	735931 	772750 	1465450 	954277 	1217149 	417130 u
NR,PROF,N_GE1,OUT,ED3_4,ES	1050684 	1684241 	998805 u	3334792 	3945193 	1993138 
NR,PROF,N_GE1,OUT,ED3_4,EU27	: 	: 	12043887 e	: 	13495092 e	29943622 e
NR,PROF,N_GE1,OUT,ED3_4,EU28	: 	: 	12029225 e	: 	15789709 e	31232904 e
NR,PROF,N_GE1,OUT,ED3_4,FI	2092903 	3109308 	1837784 	1522373 	1543463 	3068027 
NR,PROF,N_GE1,OUT,ED3_4,HR	: 	: 	: 	: 	2259609 	1270387 
NR,PROF,N_GE1,OUT,ED3_4,LU	: 	: 	: 	: 	: 	182623 
NR,PROF,N_GE1,OUT,ED3_4,LV	: 	307589 u	249203 u	246934 u	785994 u	604933 
NR,PROF,N_GE1,OUT,ED3_4,MT	: 	231525 	172434 	214794 	: 	: 
NR,PROF,N_GE1,OUT,ED3_4,NL	4510977 	1441149 	965060 	947022 u	617571 	1042887 
NR,PROF,N_GE1,OUT,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,ED3_4,PT	704375 	522033 	739334 	: 	575984 u	616247 
NR,PROF,N_GE1,OUT,ED3_4,RO	: c	: u	: u	: 	: u	: 
NR,PROF,N_GE1,OUT,ED3_4,SI	: 	704670 	765797 	740607 	604496 	528484 
NR,PROF,N_GE1,OUT,ED5-8,AT	2342768 	3813737 	4175750 	5156238 	3768825 	3206379 
NR,PROF,N_GE1,OUT,ED5-8,EA	: 	: 	: 	: 	21536653 e	23012509 e
NR,PROF,N_GE1,OUT,ED5-8,EE	1011054 	1078835 	873923 	864572 	502290 	548821 
NR,PROF,N_GE1,OUT,ED5-8,ES	7072166 	6070995 	6001036 	8065716 	6796564 	7478219 
NR,PROF,N_GE1,OUT,ED5-8,EU27	: 	: 	26114999 e	: 	22656631 e	32600789 e
NR,PROF,N_GE1,OUT,ED5-8,EU28	: 	: 	26083207 e	: 	24699225 e	33799184 e
NR,PROF,N_GE1,OUT,ED5-8,FI	4811309 	4638843 	4665981 	4832447 	4358006 	5704306 
NR,PROF,N_GE1,OUT,ED5-8,HR	: 	: 	: 	: 	2012873 	1181569 
NR,PROF,N_GE1,OUT,ED5-8,LU	: 	: 	: 	: 	: 	710174 
NR,PROF,N_GE1,OUT,ED5-8,LV	: 	515299 	404079 	385270 	739025 	688959 
NR,PROF,N_GE1,OUT,ED5-8,MT	: 	173141 	233949 	260571 	: 	: 
NR,PROF,N_GE1,OUT,ED5-8,NL	5046124 	3856162 	4061918 	4354215 	4008441 	3495343 
NR,PROF,N_GE1,OUT,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,ED5-8,PT	904002 	1204151 	1626129 	: 	1354357 	1052771 
NR,PROF,N_GE1,OUT,ED5-8,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE1,OUT,ED5-8,SI	: 	701083 	733000 	633581 	745529 	813665 
NR,PROF,N_GE1,OUT,TOTAL,AT	6626250 	7122569 	8738522 	9150223 	8052822 	7924351 
NR,PROF,N_GE1,OUT,TOTAL,BE	4961402 b	6420228 	4963640 	4427328 	5222757 	15441715 
NR,PROF,N_GE1,OUT,TOTAL,BG	312968 u	379677 u	310097 u	147495 u	521454 	412341 u
NR,PROF,N_GE1,OUT,TOTAL,CH	: 	3865232 	4349360 	5155183 	3900540 	5468572 
NR,PROF,N_GE1,OUT,TOTAL,CY	1498297 	1210599 	1384920 	1679121 	1096729 	2465835 
NR,PROF,N_GE1,OUT,TOTAL,CZ	1930228 	1481477 	2053893 	1840667 	1872060 	2348299 
NR,PROF,N_GE1,OUT,TOTAL,DE	62537465 	60910662 	40776563 	55754952 	58158272 	62317758 
NR,PROF,N_GE1,OUT,TOTAL,DK	: 	4007254 	6747100 	4823044 	4583914 	7644293 
NR,PROF,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	132112823 e	153161799 e
NR,PROF,N_GE1,OUT,TOTAL,EE	1927623 	2034282 	2592740 	1934276 	1781000 	968607 
NR,PROF,N_GE1,OUT,TOTAL,EL	: 	557187 	625706 	840777 	1010325 	660986 
NR,PROF,N_GE1,OUT,TOTAL,ES	8656009 	9208884 	7693371 	13569657 	12038924 	11100799 
NR,PROF,N_GE1,OUT,TOTAL,EU27	: 	: 	153525209 e	: 	211912011 e	238091301 e
NR,PROF,N_GE1,OUT,TOTAL,EU28	: 	: 	156289562 e	: 	216819573 e	240720675 e
NR,PROF,N_GE1,OUT,TOTAL,FI	8098210 	9189048 	6971354 	8294995 	6455888 	9909247 
NR,PROF,N_GE1,OUT,TOTAL,FR	17638338 	11799709 	11090985 	14487852 	16311224 	15919037 
NR,PROF,N_GE1,OUT,TOTAL,HR	2424197 	2358653 	2579981 	7035392 	4857487 	2618253 
NR,PROF,N_GE1,OUT,TOTAL,HU	1652098 	1820998 	1745404 	1549818 	1500926 	1718177 
NR,PROF,N_GE1,OUT,TOTAL,IE	2702522 	3991944 	2867318 	2711215 	2377499 	1955718 
NR,PROF,N_GE1,OUT,TOTAL,IT	8950043 	11551276 	9007614 	10765224 	5459267 	12737625 
NR,PROF,N_GE1,OUT,TOTAL,LT	2177569 	2070925 	1940578 	1752203 	1682864 	1885314 
NR,PROF,N_GE1,OUT,TOTAL,LU	: 	602336 	750964 	994695 	928857 	980364 
NR,PROF,N_GE1,OUT,TOTAL,LV	: 	822888 	677059 	654390 	1525019 	1322839 
NR,PROF,N_GE1,OUT,TOTAL,MT	479626 	422092 	460363 	479148 	424514 	361560 
NR,PROF,N_GE1,OUT,TOTAL,NL	9858219 	5679433 	5391433 	5589670 	5584690 	4802101 
NR,PROF,N_GE1,OUT,TOTAL,NO	5025422 	5438046 	5712907 	7208452 	6362359 	: 
NR,PROF,N_GE1,OUT,TOTAL,PL	9197456 	7820325 	7707691 	6956902 	25162962 	20175570 
NR,PROF,N_GE1,OUT,TOTAL,PT	2731633 	2630042 	3511521 	2473052 	2966311 	2892568 
NR,PROF,N_GE1,OUT,TOTAL,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,TOTAL,SE	: 	2697167 	2189041 	3491563 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,SI	1327493 	1444091 	1595333 	1407935 	1394831 	1390929 
NR,PROF,N_GE1,OUT,TOTAL,SK	2048054 u	: u	2228376 u	: u	2749660 u	1204549 u
NR,PROF,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	39425899 	39036569 
NR,PROF,N_GE1,OUT,UNK,BE	4961402 b	6420228 	4963640 	4427328 	5222757 	15441715 
NR,PROF,N_GE1,OUT,UNK,BG	312968 u	379677 u	310097 u	147495 u	521454 	412341 u
NR,PROF,N_GE1,OUT,UNK,CH	: 	3865232 	4349360 	5155183 	3900540 	5468572 
NR,PROF,N_GE1,OUT,UNK,CY	1498297 	1210599 	1384920 	1679121 	1096729 	2465835 
NR,PROF,N_GE1,OUT,UNK,CZ	1930228 	1481477 	2053893 	1840667 	1872060 	2348299 
NR,PROF,N_GE1,OUT,UNK,DE	62537465 	60910662 	40776563 	55754952 	58158272 	62317758 
NR,PROF,N_GE1,OUT,UNK,DK	: 	4007254 	6747100 	4823044 	4583914 	7644293 
NR,PROF,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	93833660 e	113276916 e
NR,PROF,N_GE1,OUT,UNK,EL	: 	557187 	625706 	840777 	1010325 	660986 
NR,PROF,N_GE1,OUT,UNK,EU27	: 	: 	110395274 e	: 	171346065 e	169449540 e
NR,PROF,N_GE1,OUT,UNK,EU28	: 	: 	113212133 e	: 	171322475 e	169422809 e
NR,PROF,N_GE1,OUT,UNK,FR	17638338 	11799709 	11090985 	14487852 	16311224 	15919037 
NR,PROF,N_GE1,OUT,UNK,HR	2424197 	2358653 	2579981 	7035392 	: 	: 
NR,PROF,N_GE1,OUT,UNK,HU	1652098 	1820998 	1745404 	1549818 	1500926 	1718177 
NR,PROF,N_GE1,OUT,UNK,IE	2702522 	3991944 	2867318 	2711215 	2377499 	1955718 
NR,PROF,N_GE1,OUT,UNK,IT	8950043 	11551276 	9007614 	10765224 	5459267 	12737625 
NR,PROF,N_GE1,OUT,UNK,LT	2177569 	2070925 	1940578 	1752203 	1682864 	1885314 
NR,PROF,N_GE1,OUT,UNK,LU	: 	602336 	750964 	994695 	928857 	: 
NR,PROF,N_GE1,OUT,UNK,MT	479626 	: 	: 	: 	424514 	361560 
NR,PROF,N_GE1,OUT,UNK,NL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,UNK,NO	5025422 	5438046 	5712907 	7208452 	6362359 	: 
NR,PROF,N_GE1,OUT,UNK,PL	9197456 	7820325 	7707691 	6956902 	25162962 	20175570 
NR,PROF,N_GE1,OUT,UNK,PT	: 	: 	: 	2473052 	: 	: 
NR,PROF,N_GE1,OUT,UNK,RO	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,UNK,SE	: 	2697167 	2189041 	3491563 	: 	: 
NR,PROF,N_GE1,OUT,UNK,SI	1327493 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,UNK,SK	2048054 u	: u	2228376 u	: u	2749660 u	1204549 u
NR,PROF,N_GE1,OUT,UNK,UK	: 	: 	: 	: 	39425899 	39036569 
NR,PROF,N_GE1,WORLD,ED0-2,AT	1326760 	1026845 	1859588 	793201 	913632 	1285756 
NR,PROF,N_GE1,WORLD,ED0-2,EA	: 	: 	: 	: 	14876128 e	15757343 e
NR,PROF,N_GE1,WORLD,ED0-2,EE	218135 u	358915 u	376783 u	145066 u	: u	: u
NR,PROF,N_GE1,WORLD,ED0-2,ES	4014783 	6126516 	3777272 	7849513 	8785934 	9672404 
NR,PROF,N_GE1,WORLD,ED0-2,EU27	: 	: 	12860495 e	: 	15956936 e	21096994 e
NR,PROF,N_GE1,WORLD,ED0-2,EU28	: 	: 	12844839 e	: 	16947183 e	21333443 e
NR,PROF,N_GE1,WORLD,ED0-2,FI	2120467 	2377763 	923630 	2973267 	1348044 	1998204 
NR,PROF,N_GE1,WORLD,ED0-2,HR	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE1,WORLD,ED0-2,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE1,WORLD,ED0-2,LU	: 	: 	: 	: 	: 	88070 u
NR,PROF,N_GE1,WORLD,ED0-2,LV	: 	: c	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,ED0-2,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE1,WORLD,ED0-2,NL	429709 	578861 	452134 u	429985 	1105001 	315872 u
NR,PROF,N_GE1,WORLD,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ED0-2,PT	2098899 	1792289 	2384194 	: 	2592832 	2308897 
NR,PROF,N_GE1,WORLD,ED0-2,RO	970052 	710201 	1227617 	790729 	803821 	: 
NR,PROF,N_GE1,WORLD,ED0-2,SI	: 	: u	141231 u	: u	53235 u	70112 u
NR,PROF,N_GE1,WORLD,ED3_4,AT	5810746 	5263471 	5766645 	5891867 	6149494 	6591338 
NR,PROF,N_GE1,WORLD,ED3_4,EA	: 	: 	: 	: 	29634306 e	36265780 e
NR,PROF,N_GE1,WORLD,ED3_4,EE	1080398 	1242679 	1788672 	1199741 	1334338 	476426 
NR,PROF,N_GE1,WORLD,ED3_4,ES	4334911 	5971931 	3865140 	12419591 	14791473 	19017697 
NR,PROF,N_GE1,WORLD,ED3_4,EU27	: 	: 	27255149 e	: 	34591589 e	65967844 e
NR,PROF,N_GE1,WORLD,ED3_4,EU28	: 	: 	27221969 e	: 	38277853 e	69106644 e
NR,PROF,N_GE1,WORLD,ED3_4,FI	4618608 	5523619 	4397819 	4328444 	4374387 	6742400 
NR,PROF,N_GE1,WORLD,ED3_4,HR	: 	: 	: 	: 	3631774 	3091723 
NR,PROF,N_GE1,WORLD,ED3_4,HU	165990 	252474 	169634 	: 	: 	: 
NR,PROF,N_GE1,WORLD,ED3_4,LU	: 	: 	: 	: 	: 	183389 
NR,PROF,N_GE1,WORLD,ED3_4,LV	: 	381772 u	335331 u	324367 u	1031037 	832719 
NR,PROF,N_GE1,WORLD,ED3_4,MT	: 	238977 	173765 	218406 	: 	: 
NR,PROF,N_GE1,WORLD,ED3_4,NL	5409403 	2157950 	1379025 	1243048 	985702 	1551489 
NR,PROF,N_GE1,WORLD,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ED3_4,PT	1283574 	1395415 	1669336 	: 	1307552 	1098368 
NR,PROF,N_GE1,WORLD,ED3_4,RO	3404888 	2934937 	3402171 	3350776 	3369895 	: 
NR,PROF,N_GE1,WORLD,ED3_4,SI	: 	763659 	866040 	784697 	687724 	600212 
NR,PROF,N_GE1,WORLD,ED5-8,AT	4186215 	5586554 	5803537 	6984565 	5499340 	4486851 
NR,PROF,N_GE1,WORLD,ED5-8,EA	: 	: 	: 	: 	42562622 e	47182947 e
NR,PROF,N_GE1,WORLD,ED5-8,EE	1351420 	1398618 	1171491 	1207332 	703351 	695379 
NR,PROF,N_GE1,WORLD,ED5-8,ES	17782593 	16896898 	14457270 	19604895 	19666919 	24525496 
NR,PROF,N_GE1,WORLD,ED5-8,EU27	: 	: 	46208123 e	: 	44962536 e	70102376 e
NR,PROF,N_GE1,WORLD,ED5-8,EU28	: 	: 	46151870 e	: 	48180716 e	72119685 e
NR,PROF,N_GE1,WORLD,ED5-8,FI	8584749 	8656306 	8039369 	7992002 	7891797 	9441022 
NR,PROF,N_GE1,WORLD,ED5-8,HR	: 	: 	: 	: 	3172609 	1991343 
NR,PROF,N_GE1,WORLD,ED5-8,HU	300054 	217183 	406642 	: 	: 	: 
NR,PROF,N_GE1,WORLD,ED5-8,LU	: 	: 	: 	: 	: 	715602 
NR,PROF,N_GE1,WORLD,ED5-8,LV	: 	568611 	483532 	525524 	843533 	855163 
NR,PROF,N_GE1,WORLD,ED5-8,MT	: 	180275 	243965 	267741 	: 	: 
NR,PROF,N_GE1,WORLD,ED5-8,NL	6446100 	5010408 	5203635 	5333609 	5131875 	4601053 
NR,PROF,N_GE1,WORLD,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ED5-8,PT	2035318 	2597344 	2919065 	: 	2792659 	1806222 
NR,PROF,N_GE1,WORLD,ED5-8,RO	466277 	589619 	808218 	710341 	833726 	: 
NR,PROF,N_GE1,WORLD,ED5-8,SI	: 	819925 	795365 	744757 	871459 	905516 
NR,PROF,N_GE1,WORLD,TOTAL,AT	11323721 	11876869 	13429771 	13669632 	12562465 	12363945 
NR,PROF,N_GE1,WORLD,TOTAL,BE	5196200 b	6619282 	5224671 	4558717 	5428686 	16417594 
NR,PROF,N_GE1,WORLD,TOTAL,BG	680592 	804568 	677164 	574843 	1128975 	797409 
NR,PROF,N_GE1,WORLD,TOTAL,CH	: 	4631027 	5195663 	5718462 	4589346 	6272471 
NR,PROF,N_GE1,WORLD,TOTAL,CY	1517937 	1237935 	1426221 	1732916 	1207047 	2543472 
NR,PROF,N_GE1,WORLD,TOTAL,CZ	3736370 	3351779 	3330221 	3441769 	4349460 	4152165 
NR,PROF,N_GE1,WORLD,TOTAL,DE	141142904 	145352285 	124859051 	142172582 	134968368 	142905365 
NR,PROF,N_GE1,WORLD,TOTAL,DK	: 	6779392 	10511935 	6554012 	9796102 	9600237 
NR,PROF,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	330649115 e	376838700 e
NR,PROF,N_GE1,WORLD,TOTAL,EE	2649953 	3000211 	3336946 	2552139 	2113315 	1187895 
NR,PROF,N_GE1,WORLD,TOTAL,EL	: 	3292216 	2463743 	3729817 	3218043 	3197373 
NR,PROF,N_GE1,WORLD,TOTAL,ES	26132287 	28995345 	22099682 	39874000 	43244326 	53215596 
NR,PROF,N_GE1,WORLD,TOTAL,EU27	: 	: 	387071173 e	: 	481790656 e	551137922 e
NR,PROF,N_GE1,WORLD,TOTAL,EU28	: 	: 	391897820 e	: 	489632166 e	556468331 e
NR,PROF,N_GE1,WORLD,TOTAL,FI	15323824 	16557688 	13360818 	15293714 	13614228 	18181626 
NR,PROF,N_GE1,WORLD,TOTAL,FR	78461800 	54126888 	53424732 	71201764 	74381061 	77018380 
NR,PROF,N_GE1,WORLD,TOTAL,HR	4804039 	3703319 	4631386 	10517963 	7780895 	5318467 
NR,PROF,N_GE1,WORLD,TOTAL,HU	2145790 	2350230 	2334534 	2180064 	2136711 	3525933 
NR,PROF,N_GE1,WORLD,TOTAL,IE	3446212 	4746046 	3521598 	3478824 	2926823 	2556880 
NR,PROF,N_GE1,WORLD,TOTAL,IT	19801672 	23545067 	23250221 	25931917 	15210936 	28802725 
NR,PROF,N_GE1,WORLD,TOTAL,LT	2850036 	2751863 	2647851 	2448904 	2357815 	2553101 
NR,PROF,N_GE1,WORLD,TOTAL,LU	: 	603678 	765628 	1002946 	933891 	987061 
NR,PROF,N_GE1,WORLD,TOTAL,LV	: 	956268 	843640 	887692 	1895063 	1760451 
NR,PROF,N_GE1,WORLD,TOTAL,MT	493195 	439254 	471709 	489931 	436119 	376017 
NR,PROF,N_GE1,WORLD,TOTAL,NL	12285212 	7747220 	7034794 	7006643 	7222577 	6559767 
NR,PROF,N_GE1,WORLD,TOTAL,NO	14176450 	13425432 	13606157 	18331631 	13445668 	: 
NR,PROF,N_GE1,WORLD,TOTAL,PL	15542021 	13220414 	13206550 	11822555 	37141667 	35532974 
NR,PROF,N_GE1,WORLD,TOTAL,PT	5417791 	5785048 	6972596 	5451483 	6693043 	5213487 
NR,PROF,N_GE1,WORLD,TOTAL,RO	4841217 	4234758 	5438006 	4851846 	5007443 	4839685 
NR,PROF,N_GE1,WORLD,TOTAL,SE	: 	16677425 	11633548 	15988128 	: 	: 
NR,PROF,N_GE1,WORLD,TOTAL,SI	1498537 	1633780 	1802635 	1573540 	1612418 	1575839 
NR,PROF,N_GE1,WORLD,TOTAL,SK	3523217 	4405209 u	3904311 	3628368 u	4574450 	3033875 
NR,PROF,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	79569396 	83360458 
NR,PROF,N_GE1,WORLD,UNK,BE	5196200 b	6619282 	5224671 	4558717 	5428686 	16417594 
NR,PROF,N_GE1,WORLD,UNK,BG	680592 	804568 	677164 	574843 	1128975 	797409 
NR,PROF,N_GE1,WORLD,UNK,CH	: 	4631027 	5195663 	5718462 	4589346 	6272471 
NR,PROF,N_GE1,WORLD,UNK,CY	1517937 	1237935 	1426221 	1732916 	1207047 	2543472 
NR,PROF,N_GE1,WORLD,UNK,CZ	3736370 	3351779 	3330221 	3441769 	4349460 	4152165 
NR,PROF,N_GE1,WORLD,UNK,DE	141142904 	145352285 	124859051 	142172582 	134968368 	142905365 
NR,PROF,N_GE1,WORLD,UNK,DK	: 	6779392 	10511935 	6554012 	9796102 	9600237 
NR,PROF,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	243576059 e	277632630 e
NR,PROF,N_GE1,WORLD,UNK,EL	: 	3292216 	2463743 	3729817 	3218043 	3197373 
NR,PROF,N_GE1,WORLD,UNK,EU27	: 	: 	300747405 e	: 	386279594 e	393970707 e
NR,PROF,N_GE1,WORLD,UNK,EU28	: 	: 	305679142 e	: 	386226414 e	393908558 e
NR,PROF,N_GE1,WORLD,UNK,FR	78461800 	54126888 	53424732 	71201764 	74381061 	77018380 
NR,PROF,N_GE1,WORLD,UNK,HR	4804039 	3703319 	4631386 	10517963 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,HU	1652098 	1820998 	1745404 	2180064 	2136711 	3525933 
NR,PROF,N_GE1,WORLD,UNK,IE	3446212 	4746046 	3521598 	3478824 	2926823 	2556880 
NR,PROF,N_GE1,WORLD,UNK,IT	19801672 	23545067 	23250221 	25931917 	15210936 	28802725 
NR,PROF,N_GE1,WORLD,UNK,LT	2850036 	2751863 	2647851 	2448904 	2357815 	2553101 
NR,PROF,N_GE1,WORLD,UNK,LU	: 	603678 	765628 	1002946 	933891 	: 
NR,PROF,N_GE1,WORLD,UNK,MT	493195 	: 	: 	: 	436119 	376017 
NR,PROF,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNK,NO	14176450 	13425432 	13606157 	18331631 	13445668 	: 
NR,PROF,N_GE1,WORLD,UNK,PL	15542021 	13220414 	13206550 	11822555 	37141667 	35532974 
NR,PROF,N_GE1,WORLD,UNK,PT	: 	: 	: 	5451483 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	4839685 
NR,PROF,N_GE1,WORLD,UNK,SE	: 	16677425 	11633548 	15988128 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SI	1498537 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SK	3523217 	4405209 u	3904311 	3628368 u	4574450 	3033875 
NR,PROF,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	79569396 	83360458 
NR,PROF,N_GE4,DOM,ED0-2,AT	: c	422376 u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,EA	: 	: 	: 	: 	7567850 e	8238352 e
NR,PROF,N_GE4,DOM,ED0-2,EE	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,DOM,ED0-2,ES	2731170 	3305925 	2116519 	4402331 	5930197 	6988992 
NR,PROF,N_GE4,DOM,ED0-2,EU27	: 	: 	5487483 e	: 	8399504 e	12146532 e
NR,PROF,N_GE4,DOM,ED0-2,EU28	: 	: 	5480802 e	: 	8778944 e	12183605 e
NR,PROF,N_GE4,DOM,ED0-2,FI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,HR	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,ED0-2,LV	: 	: c	: 	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,MT	: 	: c	: 	: 	: 	: 
NR,PROF,N_GE4,DOM,ED0-2,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,ED0-2,PT	569078 	534285 	867752 	: 	1136757 	661673 
NR,PROF,N_GE4,DOM,ED0-2,RO	897513 	610480 	1097396 	735340 	683430 	: 
NR,PROF,N_GE4,DOM,ED0-2,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,AT	1155527 	1003415 	1261194 	1061107 	775892 	1163488 
NR,PROF,N_GE4,DOM,ED3_4,EA	: 	: 	: 	: 	9741654 e	15883043 e
NR,PROF,N_GE4,DOM,ED3_4,EE	: c	276923 u	194738 u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,ES	1733923 	2681418 	1778152 	6448983 	7299892 	12440260 
NR,PROF,N_GE4,DOM,ED3_4,EU27	: 	: 	9612384 e	: 	13408239 e	24091957 e
NR,PROF,N_GE4,DOM,ED3_4,EU28	: 	: 	9600682 e	: 	14276135 e	25206105 e
NR,PROF,N_GE4,DOM,ED3_4,FI	1015237 u	845539 u	1087681 u	1281559 u	902628 u	1724612 
NR,PROF,N_GE4,DOM,ED3_4,HR	: 	: 	: 	: 	: u	1097542 u
NR,PROF,N_GE4,DOM,ED3_4,HU	: c	137300 u	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,ED3_4,LV	: 	: c	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE4,DOM,ED3_4,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,ED3_4,PT	322262 	482007 	583644 	: 	558156 	321256 
NR,PROF,N_GE4,DOM,ED3_4,RO	3208922 	2662171 	3219390 	3227152 	3268698 	: 
NR,PROF,N_GE4,DOM,ED3_4,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,AT	828652 u	773143 	541632 u	756258 u	512701 u	418795 u
NR,PROF,N_GE4,DOM,ED5-8,EA	: 	: 	: 	: 	10107016 e	12425595 e
NR,PROF,N_GE4,DOM,ED5-8,EE	: c	: u	: u	90201 u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,ES	4477583 	5166150 	3160068 	6620764 	7542701 	10712977 
NR,PROF,N_GE4,DOM,ED5-8,EU27	: 	: 	7069086 e	: 	11125601 e	18957718 e
NR,PROF,N_GE4,DOM,ED5-8,EU28	: 	: 	7060480 e	: 	11682857 e	19222502 e
NR,PROF,N_GE4,DOM,ED5-8,FI	889390 u	883974 u	656290 u	483032 u	681789 u	618936 u
NR,PROF,N_GE4,DOM,ED5-8,HR	: 	: 	: 	: 	549818 u	262887 u
NR,PROF,N_GE4,DOM,ED5-8,HU	: c	: u	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,ED5-8,LV	: 	: c	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,MT	: 	: c	: c	: u	: 	: 
NR,PROF,N_GE4,DOM,ED5-8,NL	562529 u	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,ED5-8,PT	478587 	731287 	605443 	: 	1075179 	419111 
NR,PROF,N_GE4,DOM,ED5-8,RO	396433 	537769 	777028 	678486 	793912 	: 
NR,PROF,N_GE4,DOM,ED5-8,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,AT	2312904 	2198934 	2284603 	1967775 	1633011 	1751660 
NR,PROF,N_GE4,DOM,TOTAL,BE	: u	47190 	112163 u	: u	: u	620836 u
NR,PROF,N_GE4,DOM,TOTAL,BG	: c	284183 u	: u	: u	406749 u	: u
NR,PROF,N_GE4,DOM,TOTAL,CH	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,CY	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,CZ	604769 u	642375 u	371542 u	585557 u	943518 	625657 u
NR,PROF,N_GE4,DOM,TOTAL,DE	37024782 	42803195 	46522198 	47557603 	35926352 	33857415 
