unit,purpose,duration,partner,wstatus,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PROF,N_GE1,WORLD,UNE,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNE,LV	: 	: 	: 	: u	: 	: 
NR,PROF,N_GE1,WORLD,UNE,MT	: 	: 	: c	: 	: 	: 
NR,PROF,N_GE1,WORLD,UNE,NL	: c	: u	136795 u	180336 u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNE,PT	61290 u	366864 	600239 	: 	536376 	627305 
NR,PROF,N_GE1,WORLD,UNE,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,UNE,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,WORLD,UNK,BE	5196200 b	6619282 	5224671 	4558717 	5428686 	16417594 
NR,PROF,N_GE1,WORLD,UNK,BG	680592 	804568 	677164 	574843 	1128975 	797409 
NR,PROF,N_GE1,WORLD,UNK,CH	: 	4631027 	5195663 	5718462 	4589346 	6272471 
NR,PROF,N_GE1,WORLD,UNK,CY	1517937 	1237935 	1426221 	1732916 	1207047 	2543472 
NR,PROF,N_GE1,WORLD,UNK,CZ	3736370 	3351779 	3330221 	3441769 	4349460 	4152165 
NR,PROF,N_GE1,WORLD,UNK,DE	141142904 	145352285 	124859051 	142172582 	134968368 	142905365 
NR,PROF,N_GE1,WORLD,UNK,DK	: 	6779392 	10511935 	6554012 	9796102 b	9600237 
NR,PROF,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	244696254 e	277552218 e
NR,PROF,N_GE1,WORLD,UNK,EL	: 	3292216 	2463743 	3729817 	3218043 	3197373 
NR,PROF,N_GE1,WORLD,UNK,EU27	: 	: 	300747405 e	: 	387418082 e	388958352 e
NR,PROF,N_GE1,WORLD,UNK,EU28	: 	: 	300381277 e	: 	395272584 e	394314345 e
NR,PROF,N_GE1,WORLD,UNK,FR	78461800 	54126888 	53424732 	71201764 	74381061 	77018380 
NR,PROF,N_GE1,WORLD,UNK,HR	: 	3703319 	: 	: 	7780895 	5318467 
NR,PROF,N_GE1,WORLD,UNK,HU	1652098 	1820998 	1745404 	2180064 	2136711 	3525933 
NR,PROF,N_GE1,WORLD,UNK,IE	3446212 	4746046 	3521598 	3478824 	2926823 	2556880 
NR,PROF,N_GE1,WORLD,UNK,IT	19801672 	23545067 	23250221 	25931917 b	15210936 	28802725 
NR,PROF,N_GE1,WORLD,UNK,LT	2850036 	2751863 	2647851 	2448904 	2357815 	2553101 
NR,PROF,N_GE1,WORLD,UNK,LU	: 	603678 	765628 	1002946 	933891 	: 
NR,PROF,N_GE1,WORLD,UNK,MT	493195 	: 	: 	489931 b	436119 	376017 
NR,PROF,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,UNK,NO	14176450 	: 	13606157 	18331631 	13445668 	: 
NR,PROF,N_GE1,WORLD,UNK,PL	15542021 	13220414 	13206550 	11822555 b	37141667 	35532974 
NR,PROF,N_GE1,WORLD,UNK,PT	3427217 	: 	: 	5451483 	1120057 	: 
NR,PROF,N_GE1,WORLD,UNK,SE	: 	16677425 	11633548 	15988128 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SI	1498537 	: 	: 	: 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SK	3523217 	4405209 u	3904311 	3628368 u	4574450 b	3033875 
NR,PROF,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	79569396 	83360458 
NR,PROF,N_GE4,DOM,ACT_INAC,AT	2312904 	2198934 	2284603 	1967775 	1633011 	1751660 
NR,PROF,N_GE4,DOM,ACT_INAC,BE	: u	47190 	112163 u	: u	: u	620836 u
NR,PROF,N_GE4,DOM,ACT_INAC,BG	: c	284183 u	: u	: u	406749 u	: u
NR,PROF,N_GE4,DOM,ACT_INAC,CH	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ACT_INAC,CY	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ACT_INAC,CZ	604769 u	642375 u	371542 u	585557 u	943518 	625657 u
NR,PROF,N_GE4,DOM,ACT_INAC,DE	37024782 	42803195 	46522198 	47557603 	35926352 	33857415 
NR,PROF,N_GE4,DOM,ACT_INAC,DK	: 	1183754 	1732463 	: u	3458032 bu	640344 u
NR,PROF,N_GE4,DOM,ACT_INAC,EA	: 	: 	: 	: 	106149351 e	119134103 e
NR,PROF,N_GE4,DOM,ACT_INAC,EE	216726 u	460198 u	370196 u	211523 u	99882 u	: u
NR,PROF,N_GE4,DOM,ACT_INAC,EL	: 	2420258 	1461608 	2570063 	1842576 	2252018 
NR,PROF,N_GE4,DOM,ACT_INAC,ES	8942677 	11153493 	7054740 b	17472077 	20772789 	30142229 
NR,PROF,N_GE4,DOM,ACT_INAC,EU27	: 	: 	128471191 e	: 	142657600 e	168393985 e
NR,PROF,N_GE4,DOM,ACT_INAC,EU28	: 	: 	130054173 e	: 	144447087 e	169792132 e
NR,PROF,N_GE4,DOM,ACT_INAC,FI	2376930 	2307806 	1830529 	2242652 	1702957 	2681324 
NR,PROF,N_GE4,DOM,ACT_INAC,FR	35926454 	26229332 	26189140 	36358169 	36466981 	39050885 
NR,PROF,N_GE4,DOM,ACT_INAC,HR	1991386 	884067 	1520565 u	2440304 	1780085 	1398706 
NR,PROF,N_GE4,DOM,ACT_INAC,HU	106259 u	251947 u	137766 u	151035 u	144708 u	1353998 
NR,PROF,N_GE4,DOM,ACT_INAC,IE	169744 u	166840 u	130241 u	266365 	89314 u	217089 u
NR,PROF,N_GE4,DOM,ACT_INAC,IT	5224552 u	5521589 	7570415 	7265484 b	3555458 	5880811 
NR,PROF,N_GE4,DOM,ACT_INAC,LT	152823 	156724 	177588 	162277 	165755 	151925 
NR,PROF,N_GE4,DOM,ACT_INAC,LU	: 	: 	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,ACT_INAC,LV	: 	: c	: u	: u	241005 u	264711 u
NR,PROF,N_GE4,DOM,ACT_INAC,MT	: c	: u	: c	: u	: u	: u
NR,PROF,N_GE4,DOM,ACT_INAC,NL	1008781 u	861646 u	386347 u	323590 u	375934 u	442880 u
NR,PROF,N_GE4,DOM,ACT_INAC,NO	3687083 	: 	3408440 	5696952 	3551170 	: 
NR,PROF,N_GE4,DOM,ACT_INAC,PL	4068506 	3439381 	3880966 	3256687 b	6823043 	10078799 
NR,PROF,N_GE4,DOM,ACT_INAC,PT	1369927 	1747580 	2056839 	1725721 	2770093 	1402040 
NR,PROF,N_GE4,DOM,ACT_INAC,RO	4502868 	3810421 	5093814 	4640978 	4746040 	4771800 
NR,PROF,N_GE4,DOM,ACT_INAC,SE	: 	5474336 	3900817 	5297473 	: 	: 
NR,PROF,N_GE4,DOM,ACT_INAC,SI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ACT_INAC,SK	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,ACT_INAC,UK	: 	: 	: 	: 	17283008 	20736131 
NR,PROF,N_GE4,DOM,EDUC,AT	: c	475133 u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,EDUC,EA	: 	: 	: 	: 	1605200 e	1601062 e
NR,PROF,N_GE4,DOM,EDUC,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,EDUC,ES	: c	: u	: u	: u	112095 u	: u
NR,PROF,N_GE4,DOM,EDUC,EU27	: 	: 	1493725 e	: 	1631413 e	2814712 e
NR,PROF,N_GE4,DOM,EDUC,EU28	: 	: 	1491906 e	: 	1631189 e	2814268 e
NR,PROF,N_GE4,DOM,EDUC,FI	: c	: u	: u	: u	: u	661528 u
NR,PROF,N_GE4,DOM,EDUC,HR	: 	: 	: 	: u	: 	: 
NR,PROF,N_GE4,DOM,EDUC,HU	: 	: u	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,EDUC,LV	: 	: 	: 	: u	: 	: 
NR,PROF,N_GE4,DOM,EDUC,NL	: c	: u	: 	: u	: 	: u
NR,PROF,N_GE4,DOM,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,EDUC,PT	: c	352326 	251964 u	: 	524790 u	216066 u
NR,PROF,N_GE4,DOM,EDUC,RO	: c	: u	: u	: u	: 	: u
NR,PROF,N_GE4,DOM,EDUC,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,EMP,AT	1723881 	1596503 	1662136 	1335239 	1095117 	1534107 
NR,PROF,N_GE4,DOM,EMP,EA	: 	: 	: 	: 	23911789 e	33263055 e
NR,PROF,N_GE4,DOM,EMP,EE	207251 u	427371 u	278965 u	199560 u	92140 u	: u
NR,PROF,N_GE4,DOM,EMP,ES	7124507 	9512888 	5639530 b	16655471 	19932579 	28718180 
NR,PROF,N_GE4,DOM,EMP,EU27	: 	: 	13373520 e	: 	25612387 e	49495353 e
NR,PROF,N_GE4,DOM,EMP,EU28	: 	: 	14395846 e	: 	25608861 e	49487545 e
NR,PROF,N_GE4,DOM,EMP,FI	1659601 	1726190 	1405556 	1708399 	1083559 	1916384 
NR,PROF,N_GE4,DOM,EMP,HR	1701102 u	: 	907948 u	1130904 	: 	: 
NR,PROF,N_GE4,DOM,EMP,HU	91559 u	222385 u	133696 u	: 	: 	: 
NR,PROF,N_GE4,DOM,EMP,LV	: 	: c	: u	: u	241005 u	264711 u
NR,PROF,N_GE4,DOM,EMP,MT	: 	: u	: c	: 	: 	: 
NR,PROF,N_GE4,DOM,EMP,NL	859237 u	498854 u	: u	216707 u	370869 u	349430 u
NR,PROF,N_GE4,DOM,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,EMP,PT	231414 	781097 	1069573 	: 	1308481 	656324 
NR,PROF,N_GE4,DOM,EMP,RO	981353 	673408 	1051552 	962001 	1047899 	834606 
NR,PROF,N_GE4,DOM,EMP,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,INAC_OTH,AT	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,INAC_OTH,EA	: 	: 	: 	: 	581065 e	997852 e
NR,PROF,N_GE4,DOM,INAC_OTH,EE	: 	: 	: u	: 	: 	: 
NR,PROF,N_GE4,DOM,INAC_OTH,ES	: c	: u	: u	: u	219971 u	341822 u
NR,PROF,N_GE4,DOM,INAC_OTH,EU27	: 	: 	5510637 e	: 	4299231 e	5229194 e
NR,PROF,N_GE4,DOM,INAC_OTH,EU28	: 	: 	5580841 e	: 	4298639 e	5228369 e
NR,PROF,N_GE4,DOM,INAC_OTH,FI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,INAC_OTH,HR	: u	: 	: u	: u	: 	: 
NR,PROF,N_GE4,DOM,INAC_OTH,HU	: c	: u	: 	: 	: 	: 
NR,PROF,N_GE4,DOM,INAC_OTH,NL	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,DOM,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,INAC_OTH,PT	: c	478881 	473734 	: 	167765 u	439314 
NR,PROF,N_GE4,DOM,INAC_OTH,RO	3514155 	3128993 	3975320 	3645977 	3648639 	3927954 
NR,PROF,N_GE4,DOM,INAC_OTH,SI	: 	: 	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,UNE,AT	: c	: u	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,UNE,EA	: 	: 	: 	: 	819838 e	685020 e
NR,PROF,N_GE4,DOM,UNE,EE	: c	: u	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,UNE,ES	1122934 u	1493334 u	1169343 bu	594909 	508144 u	594599 u
NR,PROF,N_GE4,DOM,UNE,EU27	: 	: 	1791070 e	: 	883543 e	2518235 e
NR,PROF,N_GE4,DOM,UNE,EU28	: 	: 	2412753 e	: 	883421 e	2517837 e
NR,PROF,N_GE4,DOM,UNE,FI	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,DOM,UNE,HR	: u	: 	: u	: u	: 	: 
NR,PROF,N_GE4,DOM,UNE,HU	: c	: 	: 	: 	: 	: 
NR,PROF,N_GE4,DOM,UNE,LV	: 	: 	: 	: u	: 	: 
NR,PROF,N_GE4,DOM,UNE,MT	: 	: 	: c	: 	: 	: 
NR,PROF,N_GE4,DOM,UNE,NL	: 	: 	: u	: u	: 	: 
NR,PROF,N_GE4,DOM,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,UNE,PT	: c	135276 u	261568 u	: 	270491 u	: u
NR,PROF,N_GE4,DOM,UNE,RO	: 	: 	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,BE	: u	47190 	112163 u	: u	: u	620836 u
NR,PROF,N_GE4,DOM,UNK,BG	: c	284183 u	: u	: u	406749 u	: u
NR,PROF,N_GE4,DOM,UNK,CH	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,CY	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,CZ	604769 u	642375 u	371542 u	585557 u	943518 	625657 u
NR,PROF,N_GE4,DOM,UNK,DE	37024782 	42803195 	46522198 	47557603 	35926352 	33857415 
NR,PROF,N_GE4,DOM,UNK,DK	: 	1183754 	1732463 	: u	3458032 bu	640344 u
NR,PROF,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	79231458 e	82587114 e
NR,PROF,N_GE4,DOM,UNK,EL	: 	2420258 	1461608 	2570063 	1842576 	2252018 
NR,PROF,N_GE4,DOM,UNK,EU27	: 	: 	106302239 e	: 	110231027 e	108336491 e
NR,PROF,N_GE4,DOM,UNK,EU28	: 	: 	106172828 e	: 	112024978 e	109744112 e
NR,PROF,N_GE4,DOM,UNK,FR	35926454 	26229332 	26189140 	36358169 	36466981 	39050885 
NR,PROF,N_GE4,DOM,UNK,HR	: 	884067 	: 	: 	1780085 	1398706 
NR,PROF,N_GE4,DOM,UNK,HU	: 	: 	: 	151035 u	144708 u	1353998 
NR,PROF,N_GE4,DOM,UNK,IE	169744 u	166840 u	130241 u	266365 	89314 u	217089 u
NR,PROF,N_GE4,DOM,UNK,IT	5224552 u	5521589 	7570415 	7265484 b	3555458 	5880811 
NR,PROF,N_GE4,DOM,UNK,LT	152823 	156724 	177588 	162277 	165755 	151925 
NR,PROF,N_GE4,DOM,UNK,LU	: 	: 	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,UNK,MT	: c	: 	: 	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,NO	3687083 	: 	3408440 	5696952 	3551170 	: 
NR,PROF,N_GE4,DOM,UNK,PL	4068506 	3439381 	3880966 	3256687 b	6823043 	10078799 
NR,PROF,N_GE4,DOM,UNK,PT	995188 	: 	: 	1725721 	498566 	: 
NR,PROF,N_GE4,DOM,UNK,SE	: 	5474336 	3900817 	5297473 	: 	: 
NR,PROF,N_GE4,DOM,UNK,SI	: c	: 	: 	: 	: 	: 
NR,PROF,N_GE4,DOM,UNK,SK	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	17283008 	20736131 
NR,PROF,N_GE4,OUT,ACT_INAC,AT	4346172 	4803943 	6335101 	6549817 	5296657 	5510787 
NR,PROF,N_GE4,OUT,ACT_INAC,BE	3574455 b	4851055 	3806287 	3441613 	4109505 	13795146 
NR,PROF,N_GE4,OUT,ACT_INAC,BG	240344 u	: u	261870 u	: u	438797 u	373885 u
NR,PROF,N_GE4,OUT,ACT_INAC,CH	: 	2821384 	3444601 	3886354 	2990828 u	3584039 u
NR,PROF,N_GE4,OUT,ACT_INAC,CY	1167149 	927652 	1170808 	1478260 	894329 	2192543 
NR,PROF,N_GE4,OUT,ACT_INAC,CZ	1399632 u	816890 u	1589199 u	1348750 u	1205281 u	1676241 
NR,PROF,N_GE4,OUT,ACT_INAC,DE	49458567 	51044010 	29268738 	46838848 	46187076 	48441746 
NR,PROF,N_GE4,OUT,ACT_INAC,DK	: 	2556893 	4908622 	3503239 	3259614 b	5416094 
NR,PROF,N_GE4,OUT,ACT_INAC,EA	: 	: 	: 	: 	103516568 e	120955563 e
NR,PROF,N_GE4,OUT,ACT_INAC,EE	1556261 	1534361 	2237838 	1471622 	1471739 	689294 
NR,PROF,N_GE4,OUT,ACT_INAC,EL	: 	498346 	539496 	764339 	910439 	603280 
NR,PROF,N_GE4,OUT,ACT_INAC,ES	6946647 	7547175 	6272085 b	12028545 	10175058 	9192490 
NR,PROF,N_GE4,OUT,ACT_INAC,EU27	: 	: 	115251628 e	: 	171966889 e	192272819 e
NR,PROF,N_GE4,OUT,ACT_INAC,EU28	: 	: 	117335744 e	: 	176277674 e	194318872 e
NR,PROF,N_GE4,OUT,ACT_INAC,FI	5868609 	6873868 	4950970 	6038437 	4452747 	7385855 
NR,PROF,N_GE4,OUT,ACT_INAC,FR	12997126 	9030016 	8062653 	10869082 	13076446 	12730196 
NR,PROF,N_GE4,OUT,ACT_INAC,HR	1954888 	1825325 	1944587 	6208454 	4264879 	2038484 
NR,PROF,N_GE4,OUT,ACT_INAC,HU	1003926 	1126662 	1079109 	945979 	808831 	1021532 
NR,PROF,N_GE4,OUT,ACT_INAC,IE	1805333 	3047901 	1864498 	1907735 	1587749 	1281234 
NR,PROF,N_GE4,OUT,ACT_INAC,IT	7706122 u	10248825 u	7599001 u	8917118 b	3778714 u	10517071 
NR,PROF,N_GE4,OUT,ACT_INAC,LT	1678009 	1592328 	1502332 	1364538 	1334635 	1578701 
NR,PROF,N_GE4,OUT,ACT_INAC,LU	: 	325477 	426370 	612660 	564207 	631988 
NR,PROF,N_GE4,OUT,ACT_INAC,LV	: 	614178 u	498953 u	459538 u	1218133 	1001044 
NR,PROF,N_GE4,OUT,ACT_INAC,MT	334796 	314789 	370435 	395132 b	361422 	299950 
NR,PROF,N_GE4,OUT,ACT_INAC,NL	6967005 	4165277 	3746135 	4098721 	4339048 	3371987 
NR,PROF,N_GE4,OUT,ACT_INAC,NO	3462073 	: 	3757802 	5016444 	4589310 	: 
NR,PROF,N_GE4,OUT,ACT_INAC,PL	8228671 	7021811 	7044484 	6308040 b	23765159 	17314152 
NR,PROF,N_GE4,OUT,ACT_INAC,PT	2318392 	2203675 	3063342 	1976515 	2680781 	2485088 
NR,PROF,N_GE4,OUT,ACT_INAC,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,ACT_INAC,SE	: 	1979472 u	1469786 u	2550278 u	: 	: 
NR,PROF,N_GE4,OUT,ACT_INAC,SI	738611 	953009 	1005099 	912220 	991602 	895039 
NR,PROF,N_GE4,OUT,ACT_INAC,SK	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,ACT_INAC,UK	: 	: 	: 	: 	33538923 	33106515 
NR,PROF,N_GE4,OUT,EDUC,AT	1140231 u	701545 u	1469397 u	837455 u	: u	1327037 u
NR,PROF,N_GE4,OUT,EDUC,EA	: 	: 	: 	: 	2218843 e	3630252 e
NR,PROF,N_GE4,OUT,EDUC,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,EDUC,ES	: c	: u	: 	: u	: u	: u
NR,PROF,N_GE4,OUT,EDUC,EU27	: 	: 	3889588 e	: 	2255078 e	4705275 e
NR,PROF,N_GE4,OUT,EDUC,EU28	: 	: 	4529870 e	: 	2254767 e	4704533 e
NR,PROF,N_GE4,OUT,EDUC,FI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,EDUC,HR	: u	: 	: u	: u	: 	: 
NR,PROF,N_GE4,OUT,EDUC,MT	: 	: 	: c	: 	: 	: 
NR,PROF,N_GE4,OUT,EDUC,NL	723341 u	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,EDUC,PT	: c	279554 u	536406 u	: 	: u	: u
NR,PROF,N_GE4,OUT,EDUC,SI	: 	: u	: u	: u	169716 u	129297 u
NR,PROF,N_GE4,OUT,EMP,AT	2834286 	3874515 	4533390 	5054722 	4034659 	3751103 
NR,PROF,N_GE4,OUT,EMP,EA	: 	: 	: 	: 	24152826 e	23722572 e
NR,PROF,N_GE4,OUT,EMP,EE	1397882 	1313623 	1788573 	1200210 	1229750 	629951 u
NR,PROF,N_GE4,OUT,EMP,ES	6227801 	6063023 	5692643 b	11390357 	9461995 	8398835 
NR,PROF,N_GE4,OUT,EMP,EU27	: 	: 	26169076 e	: 	25832744 e	43114340 e
NR,PROF,N_GE4,OUT,EMP,EU28	: 	: 	27335405 e	: 	25829187 e	43107539 e
NR,PROF,N_GE4,OUT,EMP,FI	4106353 	5878591 	3945223 	3690021 	3583656 	5597903 
NR,PROF,N_GE4,OUT,EMP,HR	1788622 	: 	1047453 	3003174 	: 	: 
NR,PROF,N_GE4,OUT,EMP,LU	: 	: 	: 	: 	: 	581295 
NR,PROF,N_GE4,OUT,EMP,LV	: 	614178 u	498953 u	459538 u	1218133 	953616 
NR,PROF,N_GE4,OUT,EMP,MT	: 	312600 	355561 	: 	: 	: 
NR,PROF,N_GE4,OUT,EMP,NL	5695734 	3752285 	3039107 	3809731 	3097259 	2567136 
NR,PROF,N_GE4,OUT,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,EMP,PT	920839 	1719080 	2260205 	: 	1948155 	1483560 
NR,PROF,N_GE4,OUT,EMP,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,EMP,SI	: 	781521 	717774 	877755 	794389 	709871 
NR,PROF,N_GE4,OUT,INAC_OTH,AT	331552 u	: u	294157 u	388648 u	: u	432648 u
NR,PROF,N_GE4,OUT,INAC_OTH,EA	: 	: 	: 	: 	1245617 e	970531 e
NR,PROF,N_GE4,OUT,INAC_OTH,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,INAC_OTH,ES	: c	: u	: u	: u	203691 u	: u
NR,PROF,N_GE4,OUT,INAC_OTH,EU27	: 	: 	1578597 e	: 	1330201 e	1858855 e
NR,PROF,N_GE4,OUT,INAC_OTH,EU28	: 	: 	1920613 e	: 	1330018 e	1858562 e
NR,PROF,N_GE4,OUT,INAC_OTH,FI	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,INAC_OTH,HR	: u	: 	: u	: u	: 	: 
NR,PROF,N_GE4,OUT,INAC_OTH,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,INAC_OTH,LV	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,INAC_OTH,MT	: 	: u	: c	: 	: 	: 
NR,PROF,N_GE4,OUT,INAC_OTH,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,INAC_OTH,PT	: c	: u	: u	: 	: u	: u
NR,PROF,N_GE4,OUT,INAC_OTH,RO	: c	: 	: u	: u	: u	: 
NR,PROF,N_GE4,OUT,INAC_OTH,SI	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,UNE,AT	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,OUT,UNE,EA	: 	: 	: 	: 	1405649 e	1842884 e
NR,PROF,N_GE4,OUT,UNE,EE	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,UNE,ES	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,UNE,EU27	: 	: 	1016366 e	: 	1428603 u	6131199 e
NR,PROF,N_GE4,OUT,UNE,EU28	: 	: 	1052409 e	: 	1428406 u	6130232 e
NR,PROF,N_GE4,OUT,UNE,FI	: c	: 	: 	: u	: u	: u
NR,PROF,N_GE4,OUT,UNE,HR	: u	: 	: u	2794415 u	: 	: 
NR,PROF,N_GE4,OUT,UNE,LU	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,UNE,NL	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE4,OUT,UNE,PT	: c	: u	: u	: 	: u	: u
NR,PROF,N_GE4,OUT,UNE,SI	: 	: u	: u	: 	: u	: u
NR,PROF,N_GE4,OUT,UNK,BE	3574455 b	4851055 	3806287 	3441613 	4109505 	13795146 
NR,PROF,N_GE4,OUT,UNK,BG	240344 u	: u	261870 u	: u	438797 u	373885 u
NR,PROF,N_GE4,OUT,UNK,CH	: 	2821384 	3444601 	3886354 	2990828 u	3584039 u
NR,PROF,N_GE4,OUT,UNK,CY	1167149 	927652 	1170808 	1478260 	894329 	2192543 
NR,PROF,N_GE4,OUT,UNK,CZ	1399632 u	816890 u	1589199 u	1348750 u	1205281 u	1676241 
NR,PROF,N_GE4,OUT,UNK,DE	49458567 	51044010 	29268738 	46838848 	46187076 	48441746 
NR,PROF,N_GE4,OUT,UNK,DK	: 	2556893 	4908622 	3503239 	3259614 b	5416094 
NR,PROF,N_GE4,OUT,UNK,EA	: 	: 	: 	: 	74493634 e	90789323 e
NR,PROF,N_GE4,OUT,UNK,EL	: 	498346 	539496 	764339 	910439 	603280 
NR,PROF,N_GE4,OUT,UNK,EU27	: 	: 	82598001 e	: 	141120263 e	136463150 e
NR,PROF,N_GE4,OUT,UNK,EU28	: 	: 	82497447 e	: 	145435295 e	138518007 e
NR,PROF,N_GE4,OUT,UNK,FR	12997126 	9030016 	8062653 	10869082 	13076446 	12730196 
NR,PROF,N_GE4,OUT,UNK,HR	: 	1825325 	: 	: 	4264879 	2038484 
NR,PROF,N_GE4,OUT,UNK,HU	1003926 	1126662 	1079109 	945979 	808831 	1021532 
NR,PROF,N_GE4,OUT,UNK,IE	1805333 	3047901 	1864498 	1907735 	1587749 	1281234 
NR,PROF,N_GE4,OUT,UNK,IT	7706122 u	10248825 u	7599001 u	8917118 b	3778714 u	10517071 
NR,PROF,N_GE4,OUT,UNK,LT	1678009 	1592328 	1502332 	1364538 	1334635 	1578701 
NR,PROF,N_GE4,OUT,UNK,LU	: 	325477 	426370 	612660 	564207 	: 
NR,PROF,N_GE4,OUT,UNK,MT	334796 	: 	: 	395132 b	361422 	299950 
NR,PROF,N_GE4,OUT,UNK,NO	3462073 	: 	3757802 	5016444 	4589310 	: 
NR,PROF,N_GE4,OUT,UNK,PL	8228671 	7021811 	7044484 	6308040 b	23765159 	17314152 
NR,PROF,N_GE4,OUT,UNK,PT	1306109 	: 	: 	1976515 	388259 u	: 
NR,PROF,N_GE4,OUT,UNK,SE	: 	1979472 u	1469786 u	2550278 u	: 	: 
NR,PROF,N_GE4,OUT,UNK,SI	738611 	: 	: 	: 	: 	: 
NR,PROF,N_GE4,OUT,UNK,SK	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,OUT,UNK,UK	: 	: 	: 	: 	33538923 	33106515 
NR,PROF,N_GE4,WORLD,ACT_INAC,AT	6659075 	7002877 	8619704 	8517591 	6929668 	7262447 
NR,PROF,N_GE4,WORLD,ACT_INAC,BE	3679858 b	4898245 	3918450 	3521603 	4215144 	14415982 
NR,PROF,N_GE4,WORLD,ACT_INAC,BG	425996 u	596926 u	456720 u	291169 u	845546 	631098 u
NR,PROF,N_GE4,WORLD,ACT_INAC,CH	: 	3134547 	3764283 	4197837 	3129346 u	3721383 u
NR,PROF,N_GE4,WORLD,ACT_INAC,CY	1173014 	933786 	1180519 	1497462 	944037 	2222519 
NR,PROF,N_GE4,WORLD,ACT_INAC,CZ	2004401 	1459266 	1960741 	1934307 	2148799 	2301899 
