unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE1,WORLD,UNK,SE	: 	162419158 	152353716 	144714740 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SI	19084273 	19704239 	18766734 	16996796 	17553876 	17519223 
NR,PERS,N_GE1,WORLD,UNK,SK	40680587 	37438905 	35171016 	27700039 	28055234 b	35245219 
NR,PERS,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	804313588 	797405700 
NR,PERS,N_GE4,DOM,Q1,EA	: 	: 	: 	: 	14606311 e	1356314 e
NR,PERS,N_GE4,DOM,Q1,EE	414794 u	478627 u	354383 	330927 	310858 	1356147 u
NR,PERS,N_GE4,DOM,Q1,EU27	: 	: 	: 	: 	28406016 e	1381580 u
NR,PERS,N_GE4,DOM,Q1,EU28	: 	: 	: 	: 	28402106 e	1381362 u
NR,PERS,N_GE4,DOM,Q1,NL	6379308 	15102413 	14612896 	12765485 	14293661 	: 
NR,PERS,N_GE4,DOM,Q1,RO	7433705 	8474516 	9698062 	12151574 	13341646 	: 
NR,PERS,N_GE4,DOM,Q2,EA	: 	: 	: 	: 	18507317 e	: u
NR,PERS,N_GE4,DOM,Q2,EE	423525 u	222040 u	427620 	301165 	196764 u	: u
NR,PERS,N_GE4,DOM,Q2,EU27	: 	: 	: 	: 	34656188 e	: u
NR,PERS,N_GE4,DOM,Q2,EU28	: 	: 	: 	: 	34651417 e	: u
NR,PERS,N_GE4,DOM,Q2,NL	19054968 	15985236 	16003158 	16430034 	18308282 	: 
NR,PERS,N_GE4,DOM,Q2,RO	12808139 	14503246 	15037743 	16405338 	15590109 	: 
NR,PERS,N_GE4,DOM,Q3,EA	: 	: 	: 	: 	23107902 e	: u
NR,PERS,N_GE4,DOM,Q3,EE	416741 u	398626 u	408121 	276053 	227553 	: u
NR,PERS,N_GE4,DOM,Q3,EU27	: 	: 	: 	: 	31315368 e	: u
NR,PERS,N_GE4,DOM,Q3,EU28	: 	: 	: 	: 	31311056 e	: u
NR,PERS,N_GE4,DOM,Q3,NL	20948836 	24215245 	22486887 	22277095 	22877513 	: 
NR,PERS,N_GE4,DOM,Q3,RO	10586535 	7979357 	5989929 	6035644 	7703352 	: 
NR,PERS,N_GE4,DOM,Q4,EA	: 	: 	: 	: 	10812048 e	421567 e
NR,PERS,N_GE4,DOM,Q4,EE	600941 u	423300 u	514538 	447843 	378119 	421516 u
NR,PERS,N_GE4,DOM,Q4,EU27	: 	: 	: 	: 	12603416 e	429420 u
NR,PERS,N_GE4,DOM,Q4,EU28	: 	: 	: 	: 	12601680 e	429353 u
NR,PERS,N_GE4,DOM,Q4,NL	18043900 	12225653 	11191052 	10726392 	10432603 	: 
NR,PERS,N_GE4,DOM,Q4,RO	2124817 	994304 	813412 	596444 	1588664 	: 
NR,PERS,N_GE4,DOM,TOTAL,AT	20203827 	21574717 	19758988 	19686674 	22353669 	21630813 
NR,PERS,N_GE4,DOM,TOTAL,BE	5817411 b	8400779 	6339055 	6107451 	7683518 	7713838 
NR,PERS,N_GE4,DOM,TOTAL,BG	11556451 	8188223 	6799905 	7976733 	10455001 	7629947 
NR,PERS,N_GE4,DOM,TOTAL,CH	: 	17037677 	14267733 	18558527 	17848641 	17044943 
NR,PERS,N_GE4,DOM,TOTAL,CY	1744309 	1883518 	1475359 	2830300 	3025529 	2460350 
NR,PERS,N_GE4,DOM,TOTAL,CZ	60503719 	61973674 	54165640 	58977422 	55491568 	56977164 
NR,PERS,N_GE4,DOM,TOTAL,DE	313742167 	336074122 	349880710 	321755759 	314610697 	318520067 
NR,PERS,N_GE4,DOM,TOTAL,DK	: 	21764373 	32089977 	27045500 	20813435 b	21706809 
NR,PERS,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	1922585766 e	1912800521 e
NR,PERS,N_GE4,DOM,TOTAL,EE	1856001 	1522593 	1704663 	1355987 	1113294 	2176400 
NR,PERS,N_GE4,DOM,TOTAL,EL	: 	43377775 	45416282 	49629753 	45031406 	39750202 
NR,PERS,N_GE4,DOM,TOTAL,ES	322786394 	320518629 	301281585 b	341631775 	368292135 	345235825 
NR,PERS,N_GE4,DOM,TOTAL,EU27	: 	: 	: 	: 	2407251062 e	2396164299 e
NR,PERS,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	: 	2428376612 e	2416404295 e
NR,PERS,N_GE4,DOM,TOTAL,FI	34027406 	35510858 	34442709 	34867827 	36615268 	34280922 
NR,PERS,N_GE4,DOM,TOTAL,FR	666610524 	690845235 	709123796 	784852185 	790872686 	782870751 
NR,PERS,N_GE4,DOM,TOTAL,HR	14880060 	14191696 	18518156 	19229294 	21112516 	20241647 
NR,PERS,N_GE4,DOM,TOTAL,HU	17424939 	18044868 	18977418 	20577188 	20968436 	23797129 
NR,PERS,N_GE4,DOM,TOTAL,IE	7999524 	7908595 	7734977 	7567108 	7817587 	7744732 
NR,PERS,N_GE4,DOM,TOTAL,IT	184071686 	174189324 	155813090 	166579585 b	205099407 	227205490 
NR,PERS,N_GE4,DOM,TOTAL,LT	3090804 	3067782 	3064406 	2906691 	3273121 	2884756 
NR,PERS,N_GE4,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,TOTAL,LV	: 	2986626 	2507047 	4097721 	2689402 	2936620 
NR,PERS,N_GE4,DOM,TOTAL,MT	279421 	207829 	191059 	160072 b	135227 u	253075 u
NR,PERS,N_GE4,DOM,TOTAL,NL	64427012 	67528546 	64293992 	62199005 	65912058 	72708836 
NR,PERS,N_GE4,DOM,TOTAL,NO	27032040 	25971753 	24031999 	28064714 	23681549 	: 
NR,PERS,N_GE4,DOM,TOTAL,PL	155304789 	149000576 	137173442 	130863995 b	132863998 	133664955 
NR,PERS,N_GE4,DOM,TOTAL,PT	35651934 	31940341 	33059057 	32082295 	41671184 	31721207 
NR,PERS,N_GE4,DOM,TOTAL,RO	32953197 	31951423 	31539146 	35189000 	38223771 	39311366 
NR,PERS,N_GE4,DOM,TOTAL,SE	: 	59920355 	60309769 	48761593 	: 	: 
NR,PERS,N_GE4,DOM,TOTAL,SI	2165949 	2398000 	2114429 	2024023 	2283375 	2364172 
NR,PERS,N_GE4,DOM,TOTAL,SK	12296251 	12554421 	11268574 	9466132 	8532204 b	12485448 
NR,PERS,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	161152622 	169397555 
NR,PERS,N_GE4,DOM,UNK,AT	20203827 	21574717 	19758988 	19686674 	22353669 	21630813 
NR,PERS,N_GE4,DOM,UNK,BE	5817411 b	8400779 	6339055 	6107451 	7683518 	7713838 
NR,PERS,N_GE4,DOM,UNK,BG	11556451 	8188223 	6799905 	7976733 	10455001 	7629947 
NR,PERS,N_GE4,DOM,UNK,CH	: 	17037677 	14267733 	18558527 	17848641 	17044943 
NR,PERS,N_GE4,DOM,UNK,CY	1744309 	1883518 	1475359 	2830300 	3025529 	2460350 
NR,PERS,N_GE4,DOM,UNK,CZ	60503719 	61973674 	54165640 	58977422 	55491568 	56977164 
NR,PERS,N_GE4,DOM,UNK,DE	313742167 	336074122 	349880710 	321755759 	314610697 	318520067 
NR,PERS,N_GE4,DOM,UNK,DK	: 	21764373 	32089977 	27045500 	20813435 b	21706809 
NR,PERS,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	1855552188 e	1910623853 e
NR,PERS,N_GE4,DOM,UNK,EL	: 	43377775 	45416282 	49629753 	45031406 	39750202 
NR,PERS,N_GE4,DOM,UNK,ES	322786394 	320518629 	301281585 b	341631775 	368292135 	345235825 
NR,PERS,N_GE4,DOM,UNK,EU27	: 	: 	: 	: 	2300270074 e	2393947084 e
NR,PERS,N_GE4,DOM,UNK,EU28	: 	: 	: 	: 	2321410353 e	2414187430 e
NR,PERS,N_GE4,DOM,UNK,FI	34027406 	35510858 	34442709 	34867827 	36615268 	34280922 
NR,PERS,N_GE4,DOM,UNK,FR	666610524 	690845235 	709123796 	784852185 	790872686 	782870751 
NR,PERS,N_GE4,DOM,UNK,HR	14880060 	14191696 	18518156 	19229294 	21112516 	20241647 
NR,PERS,N_GE4,DOM,UNK,HU	17424939 	18044868 	18977418 	20577188 	20968436 	23797129 
NR,PERS,N_GE4,DOM,UNK,IE	7999524 	7908595 	7734977 	7567108 	7817587 	7744732 
NR,PERS,N_GE4,DOM,UNK,IT	184071686 	174189324 	155813090 	166579585 b	205099407 	227205490 
NR,PERS,N_GE4,DOM,UNK,LT	3090804 	3067782 	3064406 	2906691 	3273121 	2884756 
NR,PERS,N_GE4,DOM,UNK,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,UNK,LV	: 	2986626 	2507047 	4097721 	2689402 	2936620 
NR,PERS,N_GE4,DOM,UNK,MT	279421 	207829 	191059 	160072 b	135227 u	253075 u
NR,PERS,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	72708836 
NR,PERS,N_GE4,DOM,UNK,NO	27032040 	25971753 	24031999 	28064714 	23681549 	: 
NR,PERS,N_GE4,DOM,UNK,PL	155304789 	149000576 	137173442 	130863995 b	132863998 	133664955 
NR,PERS,N_GE4,DOM,UNK,PT	35651934 	31940341 	33059057 	32082295 	41671184 	31721207 
NR,PERS,N_GE4,DOM,UNK,RO	: 	: 	: 	: 	: 	39311366 
NR,PERS,N_GE4,DOM,UNK,SE	: 	59920355 	60309769 	48761593 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SI	2165949 	2398000 	2114429 	2024023 	2283375 	2364172 
NR,PERS,N_GE4,DOM,UNK,SK	12296251 	12554421 	11268574 	9466132 	8532204 b	12485448 
NR,PERS,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	161152622 	169397555 
NR,PERS,N_GE4,OUT,Q1,EA	: 	: 	: 	: 	20169640 e	846045 e
NR,PERS,N_GE4,OUT,Q1,EE	1063271 	888336 	1500039 	1334955 	990649 	845941 u
NR,PERS,N_GE4,OUT,Q1,EU27	: 	: 	: 	: 	23044438 e	861805 u
NR,PERS,N_GE4,OUT,Q1,EU28	: 	: 	: 	: 	23041265 e	861669 u
NR,PERS,N_GE4,OUT,Q1,NL	13228374 	22766355 	25526398 	18363018 	19176516 	: 
NR,PERS,N_GE4,OUT,Q1,RO	1629205 	1988461 	2247697 	2427737 	2504218 	: 
NR,PERS,N_GE4,OUT,Q2,EA	: 	: 	: 	: 	33330398 e	: u
NR,PERS,N_GE4,OUT,Q2,EE	747852 	1042234 	1012111 	951889 	880052 	: u
NR,PERS,N_GE4,OUT,Q2,EU27	: 	: 	: 	: 	37563692 e	: u
NR,PERS,N_GE4,OUT,Q2,EU28	: 	: 	: 	: 	37558520 e	: u
NR,PERS,N_GE4,OUT,Q2,NL	30392370 	28861963 	28737177 	31966541 	32446257 	: 
NR,PERS,N_GE4,OUT,Q2,RO	2878387 	2902106 	3339019 	4425132 	3629282 	: 
NR,PERS,N_GE4,OUT,Q3,EA	: 	: 	: 	: 	55131793 e	1778684 e
NR,PERS,N_GE4,OUT,Q3,EE	1531450 	1407795 	1709095 	1465656 	1511446 	1778465 
NR,PERS,N_GE4,OUT,Q3,EU27	: 	: 	: 	: 	57926351 e	1811817 e
NR,PERS,N_GE4,OUT,Q3,EU28	: 	: 	: 	: 	57918376 e	1811531 e
NR,PERS,N_GE4,OUT,Q3,NL	50250445 	57399912 	56383588 	54757934 	53613582 	: 
NR,PERS,N_GE4,OUT,Q3,RO	2912366 	2447167 	2220070 	2145806 	1863581 	: 
NR,PERS,N_GE4,OUT,Q4,EA	: 	: 	: 	: 	51219640 e	2147143 e
NR,PERS,N_GE4,OUT,Q4,EE	2281792 	1996886 	1979143 	2064349 	1949553 	2146879 
NR,PERS,N_GE4,OUT,Q4,EU27	: 	: 	: 	: 	52672235 e	2187140 e
NR,PERS,N_GE4,OUT,Q4,EU28	: 	: 	: 	: 	52664984 e	2186795 e
NR,PERS,N_GE4,OUT,Q4,NL	81198103 	49590177 	43476994 	48051002 	49263802 	: 
NR,PERS,N_GE4,OUT,Q4,RO	820059 	823576 	490579 	537897 	606194 	: 
NR,PERS,N_GE4,OUT,TOTAL,AT	59571672 	56935242 	53630173 	53975891 	51424533 	52869956 
NR,PERS,N_GE4,OUT,TOTAL,BE	76449437 b	84133144 	75283417 	75925977 	74529834 	56194930 
NR,PERS,N_GE4,OUT,TOTAL,BG	4263068 	3319357 	3170685 	3495856 	3344367 	3149308 
NR,PERS,N_GE4,OUT,TOTAL,CH	: 	103191263 	96290641 	86779600 	85657094 	82506211 
NR,PERS,N_GE4,OUT,TOTAL,CY	12088365 	11563037 	10987432 	12516620 	10771023 	11003161 
NR,PERS,N_GE4,OUT,TOTAL,CZ	40479974 	35192169 	32314077 	33399954 	35093508 	36258943 
NR,PERS,N_GE4,OUT,TOTAL,DE	700467757 	670353933 	622715916 	641773048 	652658478 	592500235 
NR,PERS,N_GE4,OUT,TOTAL,DK	: 	42218279 	42963144 	44468886 	42928623 b	43538270 
NR,PERS,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	1426652278 e	1361013730 e
NR,PERS,N_GE4,OUT,TOTAL,EE	5624366 	5335251 	6200388 	5816850 	5331700 	4979565 
NR,PERS,N_GE4,OUT,TOTAL,EL	: 	6367902 	6045288 	6785123 	7444111 	4849232 
NR,PERS,N_GE4,OUT,TOTAL,ES	94255375 	96102969 	91538249 b	73572266 	73316157 	78520987 
NR,PERS,N_GE4,OUT,TOTAL,EU27	: 	: 	: 	: 	2161692795 e	2078504533 e
NR,PERS,N_GE4,OUT,TOTAL,EU28	: 	: 	: 	: 	2176446109 e	2089473838 e
NR,PERS,N_GE4,OUT,TOTAL,FI	40217644 	35672084 	35734931 	35867109 	36689715 	37476370 
NR,PERS,N_GE4,OUT,TOTAL,FR	190182085 	177771998 	177070336 	208787903 	194125952 	184816310 
NR,PERS,N_GE4,OUT,TOTAL,HR	7695147 	4968352 	13435938 	10834684 	14809310 	11090980 
NR,PERS,N_GE4,OUT,TOTAL,HU	23223319 	22514162 	21861520 	20687447 	18464456 	18125195 
NR,PERS,N_GE4,OUT,TOTAL,IE	40594835 	39793685 	37087660 	39703714 	39552786 	40172842 
NR,PERS,N_GE4,OUT,TOTAL,IT	62004601 	59601540 	72258490 	73588136 b	81081019 	84818249 
NR,PERS,N_GE4,OUT,TOTAL,LT	10176233 	9981898 	9814986 	9509334 	11125366 	10217563 
NR,PERS,N_GE4,OUT,TOTAL,LU	: 	9171234 	8910437 	8970605 	8647764 	8837587 
NR,PERS,N_GE4,OUT,TOTAL,LV	: 	5695578 	5175106 	7252298 	5671029 	5999800 
NR,PERS,N_GE4,OUT,TOTAL,MT	2531108 	2455383 	1928447 	1959574 b	2037449 	1805525 
NR,PERS,N_GE4,OUT,TOTAL,NL	175069292 	158618406 	154124156 	153138495 	154500157 	158824772 
NR,PERS,N_GE4,OUT,TOTAL,NO	52107973 	48222009 	49842326 	54609899 	42556192 	: 
NR,PERS,N_GE4,OUT,TOTAL,PL	105346478 	93352190 	87900673 	93084727 b	68524787 	62109473 
NR,PERS,N_GE4,OUT,TOTAL,PT	11175600 	7800228 	8746980 	8600550 	10343743 	7148441 
NR,PERS,N_GE4,OUT,TOTAL,RO	8240018 	8161309 	8297365 	9536572 	8603275 	8280933 
NR,PERS,N_GE4,OUT,TOTAL,SE	: 	62435888 	50746103 	59063193 	: 	: 
NR,PERS,N_GE4,OUT,TOTAL,SI	11602565 	12518181 	11960351 	9997835 	10044954 	10241657 
NR,PERS,N_GE4,OUT,TOTAL,SK	17120935 	14554122 	15670276 	10912647 	13182796 b	17902664 
NR,PERS,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	506465538 	489977475 
NR,PERS,N_GE4,OUT,UNK,AT	59571672 	56935242 	53630173 	53975891 	51424533 	52869956 
NR,PERS,N_GE4,OUT,UNK,BE	76449437 b	84133144 	75283417 	75925977 	74529834 	56194930 
NR,PERS,N_GE4,OUT,UNK,BG	4263068 	3319357 	3170685 	3495856 	3344367 	3149308 
NR,PERS,N_GE4,OUT,UNK,CH	: 	103191263 	96290641 	86779600 	85657094 	82506211 
NR,PERS,N_GE4,OUT,UNK,CY	12088365 	11563037 	10987432 	12516620 	10771023 	11003161 
NR,PERS,N_GE4,OUT,UNK,CZ	40479974 	35192169 	32314077 	33399954 	35093508 	36258943 
NR,PERS,N_GE4,OUT,UNK,DE	700467757 	670353933 	622715916 	641773048 	652658478 	592500235 
NR,PERS,N_GE4,OUT,UNK,DK	: 	42218279 	42963144 	44468886 	42928623 b	43538270 
NR,PERS,N_GE4,OUT,UNK,EA	: 	: 	: 	: 	1266800807 e	1356033552 e
NR,PERS,N_GE4,OUT,UNK,EL	: 	6367902 	6045288 	6785123 	7444111 	4849232 
NR,PERS,N_GE4,OUT,UNK,ES	94255375 	96102969 	91538249 b	73572266 	73316157 	78520987 
NR,PERS,N_GE4,OUT,UNK,EU27	: 	: 	: 	: 	1990486078 e	2073431585 e
NR,PERS,N_GE4,OUT,UNK,EU28	: 	: 	: 	: 	2005262964 e	2084401690 e
NR,PERS,N_GE4,OUT,UNK,FI	40217644 	35672084 	35734931 	35867109 	36689715 	37476370 
NR,PERS,N_GE4,OUT,UNK,FR	190182085 	177771998 	177070336 	208787903 	194125952 	184816310 
NR,PERS,N_GE4,OUT,UNK,HR	7695147 	4968352 	13435938 	10834684 	14809310 	11090980 
NR,PERS,N_GE4,OUT,UNK,HU	23223319 	22514162 	21861520 	20687447 	18464456 	18125195 
NR,PERS,N_GE4,OUT,UNK,IE	40594835 	39793685 	37087660 	39703714 	39552786 	40172842 
NR,PERS,N_GE4,OUT,UNK,IT	62004601 	59601540 	72258490 	73588136 b	81081019 	84818249 
NR,PERS,N_GE4,OUT,UNK,LT	10176233 	9981898 	9814986 	9509334 	11125366 	10217563 
NR,PERS,N_GE4,OUT,UNK,LU	: 	9171234 	8910437 	8970605 	8647764 	8837587 
NR,PERS,N_GE4,OUT,UNK,LV	: 	5695578 	5175106 	7252298 	5671029 	5999800 
NR,PERS,N_GE4,OUT,UNK,MT	2531108 	2455383 	1928447 	1959574 b	2037449 	1805525 
NR,PERS,N_GE4,OUT,UNK,NL	: 	: 	: 	: 	: 	158824772 
NR,PERS,N_GE4,OUT,UNK,NO	52107973 	48222009 	49842326 	54609899 	42556192 	: 
NR,PERS,N_GE4,OUT,UNK,PL	105346478 	93352190 	87900673 	93084727 b	68524787 	62109473 
NR,PERS,N_GE4,OUT,UNK,PT	11175600 	7800228 	8746980 	8600550 	10343743 	7148441 
NR,PERS,N_GE4,OUT,UNK,RO	: 	: 	: 	: 	: 	8280933 
NR,PERS,N_GE4,OUT,UNK,SE	: 	62435888 	50746103 	59063193 	: 	: 
NR,PERS,N_GE4,OUT,UNK,SI	11602565 	12518181 	11960351 	9997835 	10044954 	10241657 
NR,PERS,N_GE4,OUT,UNK,SK	17120935 	14554122 	15670276 	10912647 	13182796 b	17902664 
NR,PERS,N_GE4,OUT,UNK,UK	: 	: 	: 	: 	506465538 	489977475 
NR,PERS,N_GE4,WORLD,Q1,EA	: 	: 	: 	: 	34775951 e	2202359 e
NR,PERS,N_GE4,WORLD,Q1,EE	1478065 	1366963 	1854422 	1665881 	1301507 	2202089 
NR,PERS,N_GE4,WORLD,Q1,EU27	: 	: 	: 	: 	51450454 e	2243385 e
NR,PERS,N_GE4,WORLD,Q1,EU28	: 	: 	: 	: 	51443371 e	2243031 e
NR,PERS,N_GE4,WORLD,Q1,NL	19607682 	37868768 	40139294 	31128503 	33470176 	: 
NR,PERS,N_GE4,WORLD,Q1,RO	9062910 	10462977 	11945759 	14579311 	15845864 	: 
NR,PERS,N_GE4,WORLD,Q2,EA	: 	: 	: 	: 	51837716 e	345581 e
NR,PERS,N_GE4,WORLD,Q2,EE	1171376 	1264274 	1439732 	1253054 	1076816 	345538 u
NR,PERS,N_GE4,WORLD,Q2,EU27	: 	: 	: 	: 	72219880 e	352018 u
NR,PERS,N_GE4,WORLD,Q2,EU28	: 	: 	: 	: 	72209937 e	351963 u
NR,PERS,N_GE4,WORLD,Q2,NL	49447338 	44847198 	44740334 	48396575 	50754539 	: 
NR,PERS,N_GE4,WORLD,Q2,RO	15686526 	17405352 	18376762 	20830471 	19219392 	: 
NR,PERS,N_GE4,WORLD,Q3,EA	: 	: 	: 	: 	78239695 e	2040195 e
NR,PERS,N_GE4,WORLD,Q3,EE	1948192 	1806421 	2117216 	1741709 	1739000 	2039944 
NR,PERS,N_GE4,WORLD,Q3,EU27	: 	: 	: 	: 	89241719 e	2078200 e
NR,PERS,N_GE4,WORLD,Q3,EU28	: 	: 	: 	: 	89229433 e	2077872 e
NR,PERS,N_GE4,WORLD,Q3,NL	71199281 	81615157 	78870475 	77035029 	76491095 	: 
NR,PERS,N_GE4,WORLD,Q3,RO	13498901 	10426524 	8210000 	8181449 	9566933 	: 
NR,PERS,N_GE4,WORLD,Q4,EA	: 	: 	: 	: 	62031687 e	2568711 e
NR,PERS,N_GE4,WORLD,Q4,EE	2882734 	2420186 	2493681 	2512193 	2327671 	2568395 
NR,PERS,N_GE4,WORLD,Q4,EU27	: 	: 	: 	: 	65275651 e	2616561 e
NR,PERS,N_GE4,WORLD,Q4,EU28	: 	: 	: 	: 	65266664 e	2616148 e
NR,PERS,N_GE4,WORLD,Q4,NL	99242003 	61815829 	54668045 	58777394 	59696405 	: 
NR,PERS,N_GE4,WORLD,Q4,RO	2944877 	1817879 	1303991 	1134341 	2194858 	: 
NR,PERS,N_GE4,WORLD,TOTAL,AT	79775499 	78509959 	73389160 	73662566 	73778202 	74500769 
NR,PERS,N_GE4,WORLD,TOTAL,BE	82266848 b	92533924 	81622473 	82033429 	82213352 	63908769 
NR,PERS,N_GE4,WORLD,TOTAL,BG	15819519 	11507580 	9970590 	11472589 	13799368 	10779255 
NR,PERS,N_GE4,WORLD,TOTAL,CH	: 	120228940 	110558374 	105338126 	103505736 	99551154 
NR,PERS,N_GE4,WORLD,TOTAL,CY	13832674 	13446555 	12462790 	15346920 	13796552 	13463512 
NR,PERS,N_GE4,WORLD,TOTAL,CZ	100983694 	97165843 	86479717 	92377376 	90585076 	93236107 
NR,PERS,N_GE4,WORLD,TOTAL,DE	1014209923 	1006428055 	972596626 	963528808 	967269175 	911020303 
NR,PERS,N_GE4,WORLD,TOTAL,DK	: 	63982652 	75053120 	71514386 	63742058 b	65245079 
NR,PERS,N_GE4,WORLD,TOTAL,EA	: 	: 	: 	: 	3349238044 e	3273814251 e
NR,PERS,N_GE4,WORLD,TOTAL,EE	7480367 	6857844 	7905051 	7172837 	6444995 	7155965 
NR,PERS,N_GE4,WORLD,TOTAL,EL	: 	49745677 	51461570 	56414875 	52475517 	44599434 
NR,PERS,N_GE4,WORLD,TOTAL,ES	417041769 	416621598 	392819834 b	415204041 	441608292 	423756813 
NR,PERS,N_GE4,WORLD,TOTAL,EU27	: 	: 	: 	: 	4568943857 e	4474668832 e
NR,PERS,N_GE4,WORLD,TOTAL,EU28	: 	: 	: 	: 	4604822722 e	4505878133 e
NR,PERS,N_GE4,WORLD,TOTAL,FI	74245050 	71182942 	70177640 	70734936 	73304983 	71757293 
NR,PERS,N_GE4,WORLD,TOTAL,FR	856792608 	868617233 	886194133 	993640088 	984998638 	967687061 
NR,PERS,N_GE4,WORLD,TOTAL,HR	22575208 	19160048 	31954094 	30063978 	35921826 	31332627 
NR,PERS,N_GE4,WORLD,TOTAL,HU	40648258 	40559030 	40838938 	41264635 	39432892 	41922324 
NR,PERS,N_GE4,WORLD,TOTAL,IE	48594359 	47702279 	44822637 	47270822 	47370373 	47917573 
NR,PERS,N_GE4,WORLD,TOTAL,IT	246076287 	233790864 	228071580 	240167721 b	286180426 	312023738 
NR,PERS,N_GE4,WORLD,TOTAL,LT	13267037 	13049680 	12879392 	12416025 	14398487 	13102319 
NR,PERS,N_GE4,WORLD,TOTAL,LU	: 	9248910 	8974423 	9001999 	8688922 	8897463 
NR,PERS,N_GE4,WORLD,TOTAL,LV	: 	8682204 	7682153 	11350019 	8360430 	8936419 
NR,PERS,N_GE4,WORLD,TOTAL,MT	2810529 	2663212 	2119506 	2119645 b	2172676 	2058600 
NR,PERS,N_GE4,WORLD,TOTAL,NL	239496304 	226146952 	218418149 	215337501 	220412215 	231533608 
NR,PERS,N_GE4,WORLD,TOTAL,NO	79140013 	74193762 	73874326 	82674613 	66237742 	: 
NR,PERS,N_GE4,WORLD,TOTAL,PL	260651267 	242352766 	225074115 	223948723 b	201388786 	195774427 
NR,PERS,N_GE4,WORLD,TOTAL,PT	46827534 	39740569 	41806037 	40682845 	52014927 	38869647 
NR,PERS,N_GE4,WORLD,TOTAL,RO	41193214 	40112733 	39836511 	44725572 	46827046 	47592299 
NR,PERS,N_GE4,WORLD,TOTAL,SE	: 	122356242 	111055872 	107824785 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,SI	13768514 	14916182 	14074780 	12021858 	12328329 	12605829 
NR,PERS,N_GE4,WORLD,TOTAL,SK	29417186 	27108543 	26938850 	20378779 	21715000 b	30388112 
NR,PERS,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	667618160 	659375030 
NR,PERS,N_GE4,WORLD,UNK,AT	79775499 	78509959 	73389160 	73662566 	73778202 	74500769 
NR,PERS,N_GE4,WORLD,UNK,BE	82266848 b	92533924 	81622473 	82033429 	82213352 	63908769 
NR,PERS,N_GE4,WORLD,UNK,BG	15819519 	11507580 	9970590 	11472589 	13799368 	10779255 
NR,PERS,N_GE4,WORLD,UNK,CH	: 	120228940 	110558374 	105338126 	103505736 	99551154 
NR,PERS,N_GE4,WORLD,UNK,CY	13832674 	13446555 	12462790 	15346920 	13796552 	13463512 
NR,PERS,N_GE4,WORLD,UNK,CZ	100983694 	97165843 	86479717 	92377376 	90585076 	93236107 
NR,PERS,N_GE4,WORLD,UNK,DE	1014209923 	1006428055 	972596626 	963528808 	967269175 	911020303 
NR,PERS,N_GE4,WORLD,UNK,DK	: 	63982652 	75053120 	71514386 	63742058 b	65245079 
NR,PERS,N_GE4,WORLD,UNK,EA	: 	: 	: 	: 	3122352995 e	3266657405 e
NR,PERS,N_GE4,WORLD,UNK,EL	: 	49745677 	51461570 	56414875 	52475517 	44599434 
NR,PERS,N_GE4,WORLD,UNK,ES	417041769 	416621598 	392819834 b	415204041 	441608292 	423756813 
NR,PERS,N_GE4,WORLD,UNK,EU27	: 	: 	: 	: 	4290756152 e	4467378668 e
NR,PERS,N_GE4,WORLD,UNK,EU28	: 	: 	: 	: 	4326673317 e	4498589119 e
NR,PERS,N_GE4,WORLD,UNK,FI	74245050 	71182942 	70177640 	70734936 	73304983 	71757293 
NR,PERS,N_GE4,WORLD,UNK,FR	856792608 	868617233 	886194133 	993640088 	984998638 	967687061 
NR,PERS,N_GE4,WORLD,UNK,HR	22575208 	19160048 	31954094 	30063978 	35921826 	31332627 
NR,PERS,N_GE4,WORLD,UNK,HU	40648258 	40559030 	40838938 	41264635 	39432892 	41922324 
NR,PERS,N_GE4,WORLD,UNK,IE	48594359 	47702279 	44822637 	47270822 	47370373 	47917573 
NR,PERS,N_GE4,WORLD,UNK,IT	246076287 	233790864 	228071580 	240167721 b	286180426 	312023738 
NR,PERS,N_GE4,WORLD,UNK,LT	13267037 	13049680 	12879392 	12416025 	14398487 	13102319 
NR,PERS,N_GE4,WORLD,UNK,LU	: 	9248910 	8974423 	9001999 	8688922 	8897463 
NR,PERS,N_GE4,WORLD,UNK,LV	: 	8682204 	7682153 	11350019 	8360430 	8936419 
NR,PERS,N_GE4,WORLD,UNK,MT	2810529 	2663212 	2119506 	2119645 b	2172676 	2058600 
NR,PERS,N_GE4,WORLD,UNK,NL	: 	: 	: 	: 	: 	231533608 
