unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS_HOL,N_GE4,DOM,R_OTH,EU27	: 	: 	419568521 e	416966506 e	404907295 e	398996960 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,EU28	: 	: 	421945546 e	418671463 e	407956831 e	403067337 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,FI	4466281 	4786399 	4554823 	4621710 	5308597 	4652069 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,FR	134716292 	134510494 	134958753 	144136382 	145522997 	143941028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,HR	2774490 	2155141 	2524515 	1934225 	3056801 	4057302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,HU	1888642 	1693298 	1543886 	1814590 	2054203 	2199401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,IE	1436549 	1548484 	1516422 	1398128 	1358810 	1217530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,IT	38376304 	24686971 	31293426 	37779722 b	30721496 	49322741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,LT	435333 	400260 	531230 	457230 	533039 	436936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,LU	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,MT	152185 	109489 	90399 	101441 b	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,NL	14862050 	25705997 	23212860 	22796439 	24331099 	26326830 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,NO	6020519 	6004049 	4348977 	5854617 	5519402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,PL	33665685 	32303581 	28724573 	28361440 b	41165283 	27313733 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,PT	5470981 	5525040 	796449 	1106251 	3351006 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,RO	3489374 	3318046 	3136185 	2863126 	3272928 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,SE	: 	4588605 	4525325 	3153504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,SI	535868 	614836 	550070 	591289 	632177 	586314 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,SK	915601 u	1540966 u	2171339 u	1418333 u	1940060 b	2032594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,R_OTH,UK	: 	: 	: 	: 	27943860 	28187197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,AT	15039179 	16232526 	15146500 	14817617 	17213889 	16627961 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,BE	5500993 b	7441552 	5969651 	5937945 	7228658 	7052000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,BG	8314720 	5932306 	4759857 	5615501 	7357769 	5169745 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,CH	: 	13856608 	11712378 	15760904 	13471966 	14581558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,CY	1516160 	1586547 	1168037 	2402381 	2515231 b	2205046 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,CZ	42870586 	46097239 	38258484 	41606182 	39754872 	37498346 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,DE	188766044 	195347982 	208926660 	192598460 	184148510 	188155971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,DK	: 	14667150 	22247769 	18200320 	14543136 b	14754163 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,EA	: 	: 	: 	1136822354 e	1177708748 e	1187058697 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,EE	918900 	539687 u	779623 	396900 	439748 	1236252 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,EL	: 	35410957 	37276571 	38966523 	34985647 	30697790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,ES	209768966 	196352667 	175474068 b	203156949 	222189099 	205211674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,EU27	: 	: 	1478560874 e	1532867798 e	1493656077 e	1490118575 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,EU28	: 	: 	1491259841 e	1544812518 e	1507228337 e	1504366629 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,FI	19146450 	18801802 	18731589 	19347351 	20381225 	17992430 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,FR	405863465 	394569602 	407318719 	455902214 	453306608 	452629935 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,HR	12190688 	10911431 	12674964 	12073398 	13555111 	14217181 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,HU	13810089 	13552628 	13613851 	15074402 	15585702 	17047340 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,IE	4494757 	5217783 	5091044 	4566373 	5106827 	4422368 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,IT	124613800 	126065227 	116288989 	119600052 b	141855151 	171789056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,LT	1326903 	1226705 	1177209 	1199098 	1074848 	887952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,LV	: 	1548546 u	1174195 	1536473 	740329 u	791734 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,MT	239184 	197334 	169745 	151731 b	: u	239397 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,NL	48949257 	59549267 	56636661 	52547193 	56048256 	59633887 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,NO	16024907 	16809889 	14863367 	17013917 	15092314 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,PL	84473622 	82171054 	78374393 	73409142 b	87493809 	72854706 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,PT	25489816 	23142707 	21735086 	22035941 	25057596 	21548107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,RO	19971235 	17353757 	17108057 	17550341 	19259353 	20572257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,SE	: 	37027300 	36633002 	27531443 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,SI	1778233 	1785815 	1610977 	1528171 	1717833 	1770116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,SK	5347150 	5253368 	5290227 	3972500 	5237295 b	5659701 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	101783083 	105323659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,AT	2654834 	3361405 	3078467 	3121770 	2980450 	3112581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,BE	1365576 b	1972148 	2152379 	1275793 	2077857 	1916095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,BG	840182 	973139 	605236 	919482 	1403188 	932345 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,CH	: 	4865695 	3953486 	5102786 	4059903 	4501339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,CY	1075528 	1088416 	764545 	1906703 	1617409 b	1364786 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,CZ	26027770 	28637647 	22864647 	28858452 	25115670 	22878404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,DE	36941084 	37580725 	32544071 	29564541 	32149554 	30671780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,DK	: 	7263159 	13197159 	10914715 	8005531 b	8023155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,EA	: 	: 	: 	499697588 e	529504941 e	516870162 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,EE	576815 u	347231 u	587686 	210249 u	274896 u	974922 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,EL	: 	28300639 	28671548 	29926573 	27551693 	22793140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,ES	119695921 	106103024 	94655540 b	126448365 	140969803 	126263527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,EU27	: 	: 	612527901 e	680668854 e	617715749 e	608661397 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,EU28	: 	: 	621964425 e	690651195 e	626588720 e	617146240 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,FI	12377334 	11655286 	12029370 	12497600 	12521907 	11175870 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,FR	177863670 	172127075 	180700369 	212805883 	208752892 	206989734 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,HR	8693707 	8070492 	8901272 	9450944 	8804200 	8422032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,HU	4444556 	4340839 	5282961 	5263058 	5933302 	8030059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,IE	1410338 	1732681 	2110673 	1449969 	1731714 	1546210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,IT	46817841 	53396899 	46242286 	49180586 b	63950088 	76603577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,LT	712696 	693645 	484793 	504462 	317465 	298388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,LU	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,LV	: 	1310013 u	787432 u	1006716 	463467 u	605338 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,MT	58138 u	62084 u	60691 u	34039 bu	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,NL	29323765 	15191520 	16121581 	12843790 	14169869 	16093530 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,NO	6780442 	7324713 	7488017 	8112083 	6541396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,PL	16652763 	18788781 	23210791 	20333103 b	10333235 	14056033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,PT	15666339 	14477534 	15930495 	17471481 	18701396 	15722802 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,RO	6739633 	6267741 	5856880 	6944956 	7698351 	8619348 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,SE	: 	25438217 	25471503 	19936879 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,SI	582533 u	485952 u	407782 u	351067 	447473 	472612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,SK	1099093 u	: u	981743 u	: u	1499869 bu	1035326 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_NR,UK	: 	: 	: 	: 	17219563 	16849733 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,AT	12384345 	12871121 	12068033 	11695847 	14233439 	13515380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,BE	4135417 b	5469404 	3817272 	4662152 	5150800 	5135905 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,BG	7474537 	4959166 	4154621 	4696019 	5954581 	4237399 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,CH	: 	8990912 	7758892 	10658118 	9412063 	10080219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,CY	440632 	498131 	403492 	495678 	897822 b	840260 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,CZ	16842816 	17459592 	15393837 	12747730 	14639202 	14619941 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,DE	151824960 	157767257 	176382588 	163033918 	151998956 	157484191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,DK	: 	7403991 	9050611 	7285605 	6537605 b	6731008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,EA	: 	: 	: 	637124765 e	648203807 e	670188535 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,EE	342085 u	192456 u	191936 u	186651 u	164851 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,EL	: 	7110318 	8605024 	9039950 	7433955 	7904651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,ES	90073044 	90249642 	80818528 b	76708584 	81219297 	78948147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,EU27	: 	: 	866032973 e	852198944 e	875940328 e	881457177 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,EU28	: 	: 	869295416 e	854161322 e	880639617 e	887220390 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,FI	6769117 	7146515 	6702219 	6849751 	7859318 	6816560 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,FR	227999795 	222442527 	226618350 	243096331 	244553716 	245640201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,HR	3496981 	2840939 	3773692 	2622454 	4750910 	5795149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,HU	9365533 	9211789 	8330890 	9811344 	9652400 	9017281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,IE	3084419 	3485102 	2980371 	3116404 	3375113 	2876158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,IT	77795959 	72668328 	70046702 	70419466 b	77905063 	95185478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,LT	614207 	533059 	692416 	694636 	757383 	589563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,LV	: 	: c	386762 u	529758 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,MT	181046 	135250 	109054 	117692 b	: u	196223 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,NL	19625492 	44357747 	40515081 	39703403 	41878387 	43540356 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,NO	9244465 	9485176 	7375350 	8901834 	8550918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,PL	67820859 	63382273 	55163602 	53076038 b	77160574 	58798673 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,PT	9823477 	8665173 	5804591 	4564461 	6356200 	5825306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,RO	13231602 	11086016 	11251176 	10605385 	11561002 	11952908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,SE	: 	11589083 	11161499 	7594563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,SI	1195700 	1299863 	1203195 	1177104 	1270359 	1297504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,SK	4248057 	4328473 	4308484 	3117957 	3737426 b	4624375 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,DOM,TOT_R,UK	: 	: 	: 	: 	84563520 	88473926 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,OUT,NR_OTH,AT	: c	: u	: u	: u	: u	2104571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,OUT,NR_OTH,BE	844454 bu	759307 	571440 u	1031735 u	1516923 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N_GE4,OUT,NR_OTH,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
