unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N1-3,DOM,RO	22573414 	21929908 	20696355 	21697083 	21005630 	19599109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,SE	: 	34348522 	35077922 	30735810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,SI	2534409 	2436374 	2189284 	2693222 	2861056 	2994580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,SK	9037490 	8691208 	7043087 	5798469 	5525240 b	3918960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,UK	: 	: 	: 	: 	118641820 	120588222 	: 	: 	: 	: 	: 	: 	: 	: 	110500000 	124400000 	121600000 	129900000 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AT	7563111 	7415153 	6464114 	6720360 	6379104 	6655895 	: 	: 	: 	: 	: 	4894281 	: 	3921669 	3584641 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,BE	7371945 b	8032009 	6331056 	6121727 	5718685 	4629350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,BG	436887 	345370 	297478 	418913 	366149 	324547 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,CH	: 	8549586 	9558327 	7787808 	8322851 	7136188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,CY	618469 	487173 	410228 	386405 	458056 	413725 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,CZ	3041955 	2979398 	2836035 	2773194 	2640495 	2346634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,DE	35012116 	39661532 	36340864 	32600563 	34809888 	32553576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,DK	: 	4843024 	5426585 	4908352 	4792423 b	3367517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1662300 	1707700 	: 	: 	1437100 	: 	: 
NR,PERS,N1-3,OUT,EA	: 	: 	: 	95285354 e	93435597 e	93596749 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,EE	831468 	803429 	756220 	967899 	825883 	971928 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,EL	: 	240935 	270347 	250743 	164621 	213645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,ES	9179123 	7808029 	7750363 b	6842133 	5961069 	6580491 	: 	: 	: 	: 	: 	4575409 	4313380 	2626960 	1679000 	1452710 	2233596 	1886529 	1004866 	1340859 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,EU27	: 	: 	143486009 e	136212124 e	130758085 e	127998047 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,EU28	: 	: 	145592659 e	138369093 e	132820015 e	130157548 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,FI	7110020 	6662883 	6674887 	6313586 	6412756 	6649926 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,FR	13460009 	10492086 	11117404 	11822324 	10946820 	10982642 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8409000 	8220000 	4275339 	2595002 	: 	: 	: 
NR,PERS,N1-3,OUT,HR	1576221 	1317299 	1994335 	2030582 	2043897 	2139225 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,HU	5944145 	5530304 	4526996 	3993153 	3331402 	2846840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,IE	4606724 	3437188 	3572722 	3304130 	3246700 	3170596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	474000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,IT	7200667 	5980802 	6319631 	5843188 b	5747099 	7940022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,LT	874187 	885307 	880571 	841171 	834131 	840028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,LU	: 	961892 	1212682 	1290118 	1027517 	991069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,LV	: 	886347 	850721 	754382 	755047 	910538 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,MT	271443 	220566 	165828 	146593 b	148844 	119688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,NL	9178941 	8309718 	8082025 	8002575 	7936514 	8206753 b	: 	: 	: 	: 	: 	6304000 	6377000 	6866000 	6705000 	7100000 	4797000 	4872000 	4824000 	4501000 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,NO	4784805 	4672079 	5108204 	5431251 	4602526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,PL	4598958 	4267189 	4039554 	3633928 b	3755261 	3669135 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,PT	933391 	906879 	758295 	605559 	461091 	648966 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,RO	326100 	379231 	282780 	181106 	310572 	233700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,SE	: 	5714394 	6219921 	6154145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,SI	2781350 	2351682 	2502671 	2281716 	2364491 	1918814 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,SK	2225911 	1639153 	1189078 	1522791 	814994 b	938147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,UK	: 	: 	: 	: 	18053608 	17442447 	: 	: 	: 	: 	: 	: 	: 	: 	20061000 	18200000 	18800000 	16600000 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,AT	20951845 	21116817 	18993653 	20023234 	18755481 	18269954 	: 	: 	: 	: 	: 	14669727 	: 	11520148 	11677354 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,BE	11552461 b	11235598 	10453466 	8811487 	8867014 	7529520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,BG	6170654 	3709486 	3330047 	4490820 	4212700 	4166656 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,CH	: 	15443308 	16412269 	14755502 	16066449 	14003177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,CY	2568437 	2390784 	2268057 	1993481 	1995824 	2236799 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,CZ	41734050 	37217274 	34307712 	39851274 	36079523 	38546932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,DE	194010197 	208317536 	214352678 	194436947 	210754951 	200168867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,DK	: 	31658157 	35726462 	34963670 	34333596 b	30296172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8891600 	9037100 	: 	: 	11153300 	: 	: 
NR,PERS,N1-3,WORLD,EA	: 	: 	: 	757719887 e	770175811 e	780064567 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EE	4970661 	4975672 	4286307 	4366405 	3166930 	3285780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EL	: 	3301238 	3513955 	3832504 	3087896 	5709271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,ES	186418273 	176260975 	168521407 b	167371214 	169389000 	172801146 	: 	: 	: 	: 	: 	161444814 	161622100 	166412400 	153141100 	145018400 	175608110 	173726370 	82161494 	20605035 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EU27	: 	: 	1120083504 e	1113532810 e	1106954281 e	1115879205 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EU28	: 	: 	1125170244 e	1120594491 e	1114698221 e	1123807897 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,FI	46319231 	44509760 	44730670 	43275161 	45417807 	45839318 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,FR	192579312 	171381050 	174323992 	196313647 	192901010 	195843901 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150650000 	149183000 	127862006 	146805002 	: 	: 	: 
NR,PERS,N1-3,WORLD,HR	4057965 	3917900 	5638861 	7358379 	7775021 	7957203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,HU	24105736 	23529877 	23100166 	21887961 	19789177 	23152571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,IE	14969680 	13430326 	13089478 	11656187 	11143244 	11192881 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4329000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,IT	48265584 	50041595 	40897010 	42172406 b	39075094 	50095552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LT	4102092 	4047017 	4283568 	4237424 	3955144 	4123445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LU	: 	982090 	1235032 	1324352 	1094371 	1045806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LV	: 	4997769 	4718739 	4870293 	4984433 	5652253 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,MT	686936 	625845 	526112 	485615 b	470418 	450374 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,NL	36596123 	36036152 	35457282 	37023296 	37588884 	41533613 b	: 	: 	: 	: 	: 	21716000 	21668000 	22409000 	22682000 	23413000 	20579000 	21266000 	19819000 	18937000 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,NO	21362988 	20542670 	20796370 	22358365 	18087274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,PL	57157071 	52904608 	48125924 	45571391 b	54386097 	50912065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,PT	18267901 	17148730 	16539316 	15339355 	14807606 	14195318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,RO	22899514 	22309139 	20979135 	21878189 	21316203 	19832809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SE	: 	40062916 	41297843 	36889955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SI	5315759 	4788057 	4691954 	4974938 	5225547 	4913394 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SK	11263401 	10330362 	8232165 	7321260 	6340234 b	4857107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,UK	: 	: 	: 	: 	136695428 	138030669 	: 	: 	: 	: 	: 	: 	: 	: 	130561000 	142600000 	140400000 	146400000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,AT	33592561 	35276382 	32288527 	32989548 	34730046 	33244872 	: 	: 	: 	: 	: 	32785223 	: 	27404748 	29820692 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,BE	9997927 b	11604368 	10461465 	8797211 	10831847 	10614008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,BG	17290218 	11552339 	9832474 	12048640 	14301552 	11472056 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,CH	: 	23931399 	21121674 	25526220 	25592239 	23911932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,CY	3694277 	3787129 	3333188 	4437376 	4563297 	4283424 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,CZ	99195815 	96211550 	85637316 	96055502 	88930596 	93177462 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,DE	472740247 	504730126 	527892524 	483592143 	490555760 	486135358 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,DK	: 	48579506 	62389853 	57100818 	50354608 b	48635464 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18086700 	17419200 	: 	: 	24160700 	: 	: 
NR,PERS,N_GE1,DOM,EA	: 	: 	: 	2504695472 e	2598066364 e	2595884731 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EE	5995193 	5694836 	5234750 	4754493 	3454342 	4490253 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EL	: 	46438077 	48659889 	53211514 	47954682 	45245827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,ES	500025543 	488971575 	462052629 b	502160855 	531720065 	511456481 	: 	: 	: 	: 	: 	496216394 	524424600 	453148300 	439375300 	430889700 	535186730 	509416910 	335375826 	427728844 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EU27	: 	: 	3370912568 e	3472263909 e	3389259155 e	3401212661 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EU28	: 	: 	3392160848 e	3496127781 e	3416066223 e	3427220056 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,FI	73236617 	73357735 	72498493 	71829401 	75620319 	73470314 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,FR	845729827 	851734199 	872330385 	969343508 	972826876 	967732011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	766772000 	769253000 	828272000 	819494000 	: 	: 	: 
NR,PERS,N_GE1,DOM,HR	17361804 	16792297 	22162682 	24557091 	26843640 	26059625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,HU	35586530 	36044441 	37550588 	38471996 	37426211 	44102860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,IE	18362480 	17901733 	17251733 	15919165 	15714131 	15767017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11470000 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,IT	225136603 	218250118 	190390468 	202908804 b	238427403 	269361020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,LT	6318709 	6229493 	6467404 	6302944 	6394134 	6168173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,LU	: 	97873 u	86336 	65628 	108013 	114612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,LV	: 	7098048 	6375065 	8213632 	6918787 	7678334 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,MT	694915 	613109 	551343 	499094 b	456801 	583761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,NL	91844194 	95254981 	91669250 	91219727 	95564428 	106035696 b	: 	: 	: 	: 	: 	77065000 	74480000 	78212000 	77364000 	84266000 	76975000 	74886000 	72696000 	70117000 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,NO	43610224 	41842344 	39720165 	44991829 	37166298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,PL	207862902 	197637995 	181259811 	172801458 b	183494834 	180907884 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,PT	52986444 	48182192 	48840077 	46816092 	56017699 	45267559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,RO	55526611 	53881331 	52235501 	56886084 	59229401 	58910475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,SE	: 	94268876 	95387692 	79497403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,SI	4700358 	4834375 	4303713 	4717245 	5144431 	5358753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,SK	21333741 	21245629 	18311661 	15264601 	14057444 b	16404408 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
