unit,purpose,duration,partner,month,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N_GE4,OUT,M11,ES	3480700 	6207350 	4043083 b	2583399 	2315080 	2643829 	3085297 	3202131 	2365566 	2696584 	2666930 	1665225 	2267931 	1157125 	909098 	1298109 	759417 	1043600 	693712 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,EU27	: 	: 	79891899 e	70899423 e	89044069 e	82952395 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,EU28	: 	: 	80098402 e	71389863 e	89890519 e	83488356 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,FI	2183915 	2231340 	2184724 	2000297 	1923711 	1854692 b	1534000 	1175000 	1476000 	1094000 	1316000 	1194000 	1077000 	1074000 	994000 	853000 	853000 	969000 	869000 	800000 	611000 	786000 	: 	: 
NR,PERS,N_GE4,OUT,M11,FR	10242213 	6242694 	8296723 	7932826 	7571136 	6836359 	7183830 	7229438 	6510060 	7088056 	7545656 	7565322 	8569247 	7939000 	7406000 	6066000 	: 	5826000 	6700000 	5850000 	6471000 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,HR	358396 	253726 u	265549 u	504196 u	844721 u	539087 u	485599 	345150 	472709 	367038 	506503 	: 	: 	128501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,HU	1045392 	1499554 	1045986 	1032692 	749423 	842491 	1293716 	1065348 	1190192 	1396149 	1229656 	1079862 	1034223 	403265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,IE	1742738 	1643471 	1305410 	1672707 	1533128 	1628660 	: u	: u	1657000 	1871000 	: 	1784000 	1334000 	1071000 	934000 	913000 	1070000 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,IT	: u	: u	: u	: u	2472859 u	2741340 u	1372536 	1932589 	1813769 	3964118 	3263015 	3250531 	2868545 	3084293 	2081858 	1780132 	1660634 	2222832 	3337843 	2139367 	2285925 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,LT	802466 	648632 	596265 	624742 	722688 	644923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,LU	: 	363415 	337257 	236487 	331892 	195296 	285445 	279533 	272665 	292971 	245133 	231000 	278000 	243000 	269000 	252000 	197000 	233000 	166000 	161000 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,LV	: 	193828 u	175599 u	398100 u	296481 u	368442 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,MT	98413 	91530 u	63025 u	81821 bu	94639 	79703 b	89922 	104354 	91523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,NL	6006602 	4096089 	4719634 	4240947 	4182642 	4491151 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	2851000 	2552000 	2548000 	2042000 	2853000 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,NO	1998197 	2757989 	2368018 	1832883 	328180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,PL	4265878 	3652889 	3332482 	3114280 b	2787826 	2787826 	1420000 e	1611000 	1223000 	2886000 	2517000 	2374000 	2918000 	: 	3210000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,PT	480089 	278681 u	250079 u	376116 u	253271 u	262966 u	363030 	458652 	664742 	425505 	945740 	650646 	627748 	435867 	233330 	124094 	186901 	292167 	395080 	561564 	524944 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,RO	400606 u	365478 u	: u	: u	424433 u	: u	616277 	180118 	569051 	363617 	425751 	119919 	338236 	800684 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,SE	: 	3467817 	3951971 	3694926 	: 	: 	2974000 	5562000 	3476000 	5333000 	4037000 	2552000 	: 	: 	: 	: 	: 	: 	: 	: 	2407000 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,SI	256113 u	197139 u	145643 u	196871 u	174940 u	130230 u	131000 	119000 	: u	183506 	110906 	127739 	122999 	112424 	168406 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,SK	: c	: u	: u	: u	: u	: u	300756 	215136 	557060 	300911 	226184 	421398 	650720 	312120 	154987 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M11,UK	: 	: 	: 	: 	28217448 	28070097 	23465265 	26605330 	25629438 	31939296 	30504315 	17545530 	18896722 	20100000 	20600000 	20100000 	18500000 	21400000 	14900000 	13400000 	12700000 	8800000 	: 	: 
NR,PERS,N_GE4,OUT,M12,AT	2397912 	3151100 	3327806 	2398719 	2855341 	2086585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,BE	2226138 b	1524576 	1415002 	1309128 	1192569 	1301698 	3098511 	3348113 	2120045 	3358622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1511721 	: 	: 
NR,PERS,N_GE4,OUT,M12,BG	518930 u	236449 u	259818 u	: u	: u	452276 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,CH	: 	2473642 	2581107 u	1692971 	1856567 u	1923992 u	: u	: u	: u	5341274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,CY	: c	: u	: u	928294 	884203 	669747 b	350849 	422934 	457658 	395258 	408112 	332334 	252762 	215516 	245914 	250168 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,CZ	1653976 u	1189931 u	961163 u	1153980 	874489 u	1385556 	: 	: 	: 	: 	1435081 	728968 	1111123 	827454 	833833 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,DE	38234123 	43317800 	30722246 	28197639 	32155995 	28293616 	28894240 	30217347 	32935804 	32999451 	34381378 	60210201 	51595194 	43426000 	46804000 	66426000 	45307000 	39034000 	55400000 	33200000 	28200000 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,DK	: 	2256064 	2716584 	3314137 	2043502 b	2739143 	: 	: 	: 	: 	: 	: 	: 	: 	1518900 	1601400 	1235600 	1184600 	1456200 	1558900 	1176000 	1472100 	: 	: 
NR,PERS,N_GE4,OUT,M12,EA	: 	: 	: 	52896682 e	53953150 e	49413845 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,EE	214412 u	168587 u	246175 u	145432 u	174023 u	135321 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,EL	: 	492360 	440288 	424104 	306903 u	345778 u	792347 	1024588 	1296365 	2658098 	1666300 	1208154 	1759742 	1373598 	954252 	611288 	1350331 	840844 	509761 	283576 	677782 	782577 	548841 	: 
NR,PERS,N_GE4,OUT,M12,ES	4217092 	2989479 	2918966 b	3908855 	3933841 	2738047 	5905055 	6228344 	4273888 	4463072 	4333094 	3793700 	4335768 	2384976 	2439880 	2842342 	2282540 	2540988 	1099592 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,EU27	: 	: 	78070414 e	77892559 e	86710863 e	83990426 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,EU28	: 	: 	78701260 e	78614369 e	87652333 e	85305238 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,FI	1090059 u	1572315 	1943419 	1440367 u	1744596 	2055941 b	1094000 	953000 	1020000 	782000 	1184000 	942000 	654000 	764000 	742000 	608000 	601000 	714000 	897000 	1114000 	782000 	1014000 	: 	: 
NR,PERS,N_GE4,OUT,M12,FR	4257271 	4305714 	4254079 	4716805 	3909180 	3058902 	4889964 	4405659 	3064686 	3126958 	4021318 	4603421 	5312243 	4915000 	6006000 	4669000 	: 	4633000 	4532000 	3356000 	3417000 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,HR	459440 	336407 u	634570 	713901 	937569 	1303433 u	986137 	795139 	1270076 	1094981 	877968 	: 	: 	120513 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,HU	737503 	1223500 	574198 	561650 	492550 	689309 	1515485 	1693448 	1286389 	1834117 	1687585 	1336272 	1634131 	696541 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,IE	1212361 	1034211 	783254 	1244324 	844403 	921761 	: u	: u	2070000 	1936000 	: 	2050000 	1583000 	1730000 	2027000 	1682000 	1262000 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,IT	5274876 u	: u	: u	: u	1250342 u	1978530 u	1316447 	2203929 	2478369 	2332560 	2339106 	2271090 	1660535 	2635106 	1993717 	2058012 	1652185 	1609510 	1898127 	1734142 	2191179 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,LT	634795 	625152 	557586 	536087 	647807 	656840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,LU	: 	620286 	512837 	506833 	635971 	411397 	673177 	687270 	800533 	608797 	559387 	554000 	555000 	578000 	573000 	553000 	412000 	494000 	464000 	379000 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,LV	: 	740498 u	317766 u	1230116 u	497156 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,MT	226281 	200641 	133119 	178536 b	84469 	86361 b	203528 	227714 	181955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,NL	2930099 	2727799 	3206127 	3078125 	2640492 	3207031 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	4780000 	4779000 	3665000 	4610000 	4313000 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,NO	2422088 	2699934 	2711782 	3630473 	451178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,PL	4682016 	4807152 	4974231 	4738692 b	2865409 	2865409 	1120000 e	1954000 	3353000 	2367000 	2839000 	1795000 	1820000 	: 	3500000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,PT	363614 	304175 	305652 u	452105 	411122 	962617 	1274385 	1137597 	1113715 	997111 	1127393 	923503 	575905 	1343694 	845456 	1163883 	687057 	960364 	1127473 	396846 	1067266 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,RO	278771 u	946056 	479347 u	874637 	681295 	712974 	1056563 	560440 	597815 	687307 	664799 	251960 	175813 	449082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,SE	: 	2721112 	2996923 	2454869 	: 	: 	5027000 	3720000 	4239000 	3653000 	4267000 	4014000 	: 	: 	: 	: 	: 	: 	: 	: 	3177000 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,SI	135902 u	272240 u	130168 u	164755 u	198833 	144192 u	220000 	173000 	209000 	252715 	287390 	231765 	267952 	209436 	181713 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,SK	: c	: u	: u	: u	: u	: u	665052 	430272 	740094 	982722 	722981 	592698 	657360 	784890 	793913 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,M12,UK	: 	: 	: 	: 	22822397 	23255203 	21808700 	21713283 	23858058 	23240103 	24760567 	28369639 	30554402 	32500000 	25600000 	28100000 	35100000 	26300000 	15100000 	16600000 	16400000 	13000000 	: 	: 
NR,PERS,N_GE4,OUT,PYM03,EU27	: 	: 	280700 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM03,EU28	: 	: 	280359 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM03,PL	: c	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM04,BE	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM04,EA	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM04,ES	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM04,EU27	: 	: 	650945 e	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM04,EU28	: 	: 	894662 e	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM04,HR	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM04,HU	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM05,EU27	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM05,EU28	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM05,HR	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM05,HU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM05,PL	: c	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,BE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,CH	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,EE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,ES	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,EU27	: 	: 	1123253 e	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,EU28	: 	: 	1121886 e	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,HU	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM06,PL	: c	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,CH	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,EA	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,EU27	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,EU28	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,FI	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,HU	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM07,PL	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,CH	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,CY	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,EA	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,EU27	: 	: 	194012 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,EU28	: 	: 	193776 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,FI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,HU	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,LT	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM08,PL	: c	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,BE	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,CH	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,CY	: c	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,EA	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,EE	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,ES	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,EU27	: 	: 	2094188 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,EU28	: 	: 	2091639 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,FI	: c	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,FR	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,HR	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,HU	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,PL	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM09,SE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,BE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,CH	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,CY	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,EA	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,EE	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,EL	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,ES	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,EU27	: 	: 	935988 e	: u	4023508 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,EU28	: 	: 	934848 e	: u	4022850 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,FI	: c	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,FR	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,HU	: c	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,IT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,LT	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,MT	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,NL	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,PL	: c	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM10,PT	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM11,BE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,PYM11,CH	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
