unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	63652480 	62996457 	61240756 	61252376 	69060262 	70889337 	72087485 	61821106 	66420000 	66000000 	71700000 	75900000 	77700000 	76400000 	61800000 	55600000 	56800000 	51500000 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,AT	1992027 	2217628 	1852826 	1863963 	1792565 	1962338 	1612336 	1676490 	2182534 	2026453 	1996575 	1976225 	1877355 	: 	: 	923396 	846654 	819551 	781879 	774250 	: 	709400 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,BE	2281551 b	2000899 	1690147 	1696052 	1745436 	1004540 	1421292 	1510734 	1466537 	1458359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1406763 	: 	1177686 	: 	1498321 
NR,PERS,N_GE4,WORLD,TOT_NR,BG	682529 	555265 	400916 	437548 	567762 	468409 b	115728 	201396 	221723 	116155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,CH	: 	3354057 	3345110 	3046029 	3119856 	3167347 	: u	: u	: u	2641643 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,CY	562396 	586032 	503277 	670930 	700234 b	555775 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,CZ	5821267 	5834013 	5193098 	5930627 	5066843 	5445406 	5251307 	3658078 	4034292 	3290444 	3509347 	3161197 	3966602 	3786394 	4364538 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,DE	30999070 	32356084 	30207412 	29273299 	32385056 	28285559 	27287097 	28314383 	29092523 	28979923 	26341325 	24339876 	28944467 	22611000 	25338000 	24216000 	19073000 	21097000 	20500000 	: u	: u	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,DK	: 	3154144 	3427481 	3672601 	3217544 b	3354953 	2910103 	3151259 	2610044 	2284791 	1502219 	1576488 	1332273 	325383 	1354200 	1170400 	1056700 	1087200 	1000600 	1228200 	1179000 	1313600 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,EA	: 	: 	: 	138981368 e	141292368 e	137397442 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,EE	344974 	326834 	370349 	371953 	310508 	390591 	464278 	365656 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,EL	: 	2566052 	2611774 	2788668 	2601282 	2762868 	3751418 	4020752 	5027111 	5142360 	5867864 	5672659 	5683259 	4714139 	3235483 	2987303 	3020073 	2930805 	2714359 	2808192 	4594974 	: 	2351526 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,ES	22225209 	21737963 	21294933 b	18871359 	19703911 	19917570 	19855410 	18230438 	18302455 	17804701 	17364900 	17810895 	18587615 	16018137 	15305739 	15705667 	16991596 	14875814 	11199681 	14387612 	4390419 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,EU27	: 	: 	193638037 e	198813843 e	189167910 e	192350219 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,EU28	: 	: 	195288378 e	200620295 e	191356430 e	194220454 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,FI	4745620 	4810204 	4749801 	4625907 	4609925 	4727409 b	4875000 	4714000 	4209000 	3852000 	3957000 	3855000 	3864000 	3654000 	3735000 	3618000 	3556000 	3038000 	2948000 	2482000 	2538000 	2524000 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,FR	47915781 	48376904 	50564501 	56382564 	56441871 	56109073 	55403928 	54197469 	55755717 	53977617 	56897683 	54120108 	54480418 	44872000 	44372000 	44576000 	42527000 	40996000 	41211000 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,HR	1210479 	1113844 	1648803 	1790783 	2177463 	1865664 	1779506 	1926374 	1858045 	1652814 	1490266 	: 	: 	917671 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,HU	2386496 	2500829 	2820494 	2640650 	2623595 	2944788 	2950250 	2955151 	3017056 	3711616 	3859409 	3484466 	3106139 	2874641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,IE	1600710 	1635131 	1546026 	1625099 	1733552 	1716578 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	417000 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,IT	11677803 	12394239 	12090338 	12168300 b	10744939 	11284803 	13106952 	15058064 	17253380 	17936705 	16574323 	17684497 	17116516 	14969131 	14474842 	15388959 	14594115 	14754861 	14122986 	14799110 	14381077 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,LT	664315 	726384 	748621 	726864 	829006 	721404 	610291 	530401 	536155 	654032 	523214 	457465 	456643 	448081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,LU	: 	294518 	273368 	282052 	300775 	313543 	282538 	246624 	268039 	260083 	221285 	205000 	247000 	246000 	214000 	252000 	183000 	187000 	166000 	149000 	128000 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,LV	: 	497658 	482424 	694939 	561949 	651551 	588129 	563447 	578967 	537057 	528365 	554812 	335800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,MT	59646 	56015 	46284 	47894 b	66416 	60708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,NL	6881518 	3589881 	3552835 	3392172 	3717506 	4187907 b	2130000 	2514000 	2324000 	2498000 	2316000 	2242000 	2124000 	2226000 	2170000 	16393000 	2097000 	2000000 	1796000 	1713000 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,NO	3426263 	2864241 	2906649 	3185136 	2263804 	: 	2897044 	3222365 	3005849 	2760780 	2010825 	2443508 	2419718 	2467044 	2470543 	2357683 	2347723 	2493576 	2630324 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,PL	10652670 	10244163 	9964402 	10045712 b	6699969 	8059520 	6691000 e	7171000 	6739000 	7942000 	8628000 	8488000 	8167000 	8742000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,PT	2893754 	2432260 	2964311 	2882647 	3384718 	2746297 	2147505 	2063820 	2438805 	2033177 	2077642 	2264879 	2375701 	2395595 	2322519 	2507055 	2637725 	2224433 	2125374 	1910474 	2064863 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,RO	3485894 	3803920 	3558070 	4273682 	4412437 	4408527 	: 	: 	: 	: 	2870405 	1945748 	2374787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,SE	: 	6588199 	6820718 	6205018 	: 	: 	7188000 	7282000 	6256000 	7070000 	6775000 	7267000 	: 	: 	: 	: 	: 	: 	: 	: 	9680000 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,SI	405915 	475663 	424558 	399349 	387279 	382572 	536000 	415000 	525000 	453353 	361139 	454560 	360122 	416296 	444923 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,SK	1407304 	1026977 	914283 	864806 	649059 b	972408 	993291 	889197 	1087495 	1185954 	1370967 	1411370 	1293943 	1249434 	1319152 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_NR,UK	: 	: 	: 	: 	20304452 	25261274 	9078749 	9553884 	: 	10876573 	: 	21902890 	23204257 	24100000 	25300000 	26800000 	27800000 	27400000 	19300000 	16700000 	18400000 	16800000 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,AT	7623026 	7365214 	6870095 	6917554 	7409113 	7443924 	7238843 	7410881 	7101965 	6542147 	6688349 	6768637 	5504809 	4499918 	4467060 	4297691 	4549040 	4848889 	4404524 	4154955 	: 	4153200 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,BE	5996539 b	7173800 	5913850 	6050275 	6170580 	5507845 	6164064 	5449790 	5198105 	5898994 	2980858 	2950536 	3210365 	4209192 	4013867 	3549643 	3511708 	3831056 	3382177 	5619157 	: 	6029759 	: 	5631979 
NR,PERS,N_GE4,WORLD,TOT_R,BG	1670171 	1118492 	957955 	1095252 	1135167 	878822 b	1723924 	1287604 	1922382 	1543709 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,CH	: 	7825171 	7055503 	7154638 	6885232 	6593828 	: u	: u	: u	5601682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,CY	550192 	496259 	454288 	488211 	421306 b	495347 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,CZ	7201441 	6795630 	6097265 	5802434 	6215110 	6281497 	6223435 	6420936 	6172518 	6361276 	5924063 	5772010 	5974985 	5796825 	5975633 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,DE	77308607 	76940647 	74987321 	73885965 	72590352 	72695712 	79735929 	77772330 	76814603 	74843090 	73191327 	81090632 	84741241 	81334000 	90680000 	: u	88325000 	84554000 	: u	: u	: u	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,DK	: 	4257765 	4476614 	4428435 	4492878 b	4218190 	4638803 	3901152 	3319837 	3752925 	4449192 	4145705 	3684023 	3067235 	3841000 	3526300 	3327600 	3468200 	3212400 	3530900 	3249000 	3437400 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,EA	: 	: 	: 	191408160 e	192386370 e	194227611 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,EE	467181 	423696 	407471 	380726 	357544 	310004 	: u	: u	212904 	: u	173138 e	102086 	: 	44222 	54911 	40591 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,EL	: 	1193183 	1261015 	1489119 	1136300 	1266077 	1728923 	2027331 	2692621 	2791653 	2654516 	2905386 	2950544 	2308100 	1357833 	1376328 	1452158 	1822113 	1521050 	2954467 	2021838 	1403886 	1821434 	: 
NR,PERS,N_GE4,WORLD,TOT_R,ES	19948713 	19129854 	16718154 b	16991599 	17229507 	17897563 	21027257 	: u	: u	: u	: u	: u	19246925 	12710592 	12454413 	12095088 	12081681 	12640008 	9906948 	11662694 	11341842 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,EU27	: 	: 	254093270 e	259818487 e	275077146 e	266509095 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,EU28	: 	: 	255186305 e	260610572 e	276399760 e	267827882 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,FI	4296034 	4211766 	4189502 	4184131 	4139955 	4149604 b	3456000 	3225000 	3106000 	2937000 	2739000 	2767000 	2579000 	2546000 	2315000 	2313000 	2266000 	2225000 	1812000 	1703000 	1877000 	1752000 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,FR	42929412 	39373308 	38765239 	43964885 	42506570 	41126438 	42712442 	39617077 	39527472 	42846277 	45950928 	46975150 	47605560 	36199000 	34825000 	35385000 	34329000 	33237000 	32514000 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,HR	855684 	684697 	1225947 	968949 	1341722 	1336424 	1401410 	1582881 	1476807 	1510835 	1476701 	: 	: 	881198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,HU	3483804 	3187631 	2921362 	2885890 	2718315 	2791229 	2780551 	2925229 	3016401 	3385652 	3820522 	3155247 	4073462 	2463325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,IE	3766098 	3543145 	3188556 	3164671 	3134857 	3152078 	: u	: u	2579000 	3337000 	3442000 	2737000 	2575000 	2321000 	2228000 	2094000 	1970000 	: 	1031000 	1208000 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,IT	15056440 	13009976 	10392406 	12578315 b	15682354 	17584330 	18424990 	22533272 	22095980 	23441637 	23761926 	23449942 	22940517 	22167747 	21559180 	21690229 	20512473 	20702143 	19967420 	19731112 	19437102 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,LT	873436 	753948 	707986 	723878 	647009 	632372 	570321 	535495 	505924 	707069 	628975 	574163 	551101 	390785 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,LU	: 	651666 	633730 	635301 	563888 	526353 	528545 	519735 	552180 	494709 	483250 	475000 	476000 	436000 	425000 	417000 	376000 	379000 	337000 	334000 	294000 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,LV	: 	350289 	446841 	530796 	318587 	328854 	294803 	258915 	230513 	363903 	280716 	295607 	190034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,MT	315672 	275656 	237845 	214942 b	167989 	164422 	99157 	95260 	87694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,NL	14543663 	16909778 	16136161 	16373060 	16404030 	16909209 b	17118000 	17105000 	16754000 	16820000 	16068000 	16142000 	15923000 	16250000 	15857000 	15635000 	13972000 	13529000 	13994000 	14052000 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,NO	5098890 	5086151 	5258661 	5489081 	5051069 	: 	4575562 	4373427 	3842932 	4373431 	3797537 	3736789 	3644176 	3538771 	3184307 	3048770 	2626456 	2528859 	2537645 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,PL	15844465 	15025215 	13664100 	12504957 b	16226745 	12079292 	6863600 e	6981000 	6637000 	6596000 	6177000 	6237000 	5442000 	4774000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,PT	1966073 	1684340 	1410629 	1027464 	1198761 	1119072 	1409942 	1604940 	1885015 	1409422 	1360242 	1397961 	1560219 	1769150 	1243915 	1788494 	1565598 	1464150 	1570358 	1104632 	1161236 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,RO	2637559 	2367045 	2366836 	2249760 	2364077 	2297382 	: 	: 	: 	: 	2510519 	1405113 	1453986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,SE	: 	5528984 	5179251 	5251419 	: 	: 	7763000 	6746000 	6137000 	6311000 	5847000 	5514000 	: 	: 	: 	: 	: 	: 	: 	: 	7807000 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,SI	1188449 	1257330 	1219154 	1065642 	1152533 	1181305 	1244000 	1258000 	1166000 	1124347 	1297677 	1342808 	1273983 	1116199 	1075341 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,SK	2430805 	2349657 	2254971 	1633016 	2097127 b	2674433 	2862317 	2486289 	3255626 	3459177 	3511382 	3120469 	2902492 	3254643 	3486359 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOT_R,UK	: 	: 	: 	: 	43348028 	37735183 	14064019 	14876420 	: 	17110478 	: 	43317028 	48495752 	43500000 	52700000 	56100000 	55900000 	54700000 	45800000 	41700000 	41100000 	37800000 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,AT	: c	66965 u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,BE	: u	19439 	30180 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,CH	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,CY	: c	: u	13506 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,CZ	95766 u	76195 u	100569 u	71694 u	89537 u	83016 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,DE	624120 u	879223 u	565308 u	740399 u	1013103 u	748202 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,DK	: 	104425 u	126547 u	102887 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,EA	: 	: 	: 	3184695 e	2701039 e	2488422 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,EE	97826 	139725 	88865 	122213 	71548 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,EL	: 	: u	19595 u	39841 	14156 u	31271 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,ES	912836 	710416 	933995 b	299247 	300200 	233191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,EU27	: 	: 	5481775 e	5336855 e	4468848 e	4154586 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,EU28	: 	: 	5509601 e	5372314 e	4490155 e	4224107 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,FI	255304 	262667 	251541 	226479 	275552 	323510 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,FR	419154 	724746 	774238 	1134071 	813859 	827738 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,HR	: u	: u	: u	36677 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,HU	41721 	60070 	101093 	117453 	104202 	122797 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,IE	35725 u	16890 u	43892 u	19983 u	23465 u	17101 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,IT	: u	428978 u	513268 u	478332 bu	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,LT	: 	: u	: u	16059 	13421 	19347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,LU	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,LV	: 	102385 u	115153 	150058 	86233 	216468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,MT	: c	6719 u	: c	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,NL	: c	: u	54060 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,NO	92120 u	94902 u	: u	143395 u	51669 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,PL	219295 u	110705 	150787 	199298 b	505283 	431038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,PT	115485 	71086 	: 	: 	23075 u	44798 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,RO	173570 	178409 	132764 	177076 	228475 	27153 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,SE	: 	780503 	729070 	640980 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,SI	: c	: u	: u	20788 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OTH,UK	: 	: 	: 	: 	605854 	639182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,AT	143056 	76617 u	214840 	170707 	104837 u	59798 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,BE	74104 b	40559 	95592 	53081 u	65933 	78427 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,BG	126676 	41018 u	39120 u	58533 u	81382 	136065 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,CH	: 	198715 u	160581 u	285316 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,CY	366262 	331813 	267872 	127057 	179699 b	225844 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,CZ	5599051 	4920134 	3671111 	5499444 	4995458 	6949595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,DE	1075312 u	1164230 u	676412 u	1083290 u	1008313 u	1190558 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,DK	: 	2012430 	2860027 	2819848 	2682428 b	2302617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,EA	: 	: 	: 	37935742 e	38320946 e	42859844 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,EE	44182 u	63656 u	41315 u	27090 u	25721 u	45727 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,EL	: 	122190 	154446 	178122 	272453 	785355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,ES	19418875 	16534301 	13670634 b	24914018 	25067352 	27768471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,EU27	: 	: 	43256278 e	57831068 e	49135389 e	56582722 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,EU28	: 	: 	43351744 e	58023491 e	49400985 e	56869570 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,FI	2003042 	2329759 	1895443 	1929278 	1981531 	2062354 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,FR	5662470 	4710648 	4630484 	5523269 	4997583 	5326876 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_HOL,N1-3,DOM,NR_OWN,HR	129779 	80000 	129491 	229762 	268454 	290464 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
