unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N1-3,WORLD,CY	1402370 	1297550 	1239566 	1111090 	1051445 	1232492 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,CZ	21390393 	18977831 	17441143 	19708974 	18326261 	19679409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,DE	93988468 	104198690 	104888560 	94029597 	102251230 	98784720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,DK	: 	19908207 	22214379 	22110771 	21570785 b	18870153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3953200 	3949600 	: 	4650000 	5136200 	: 	: 
NR,PERS,N1-3,WORLD,EA	: 	: 	: 	389011611 e	396290499 e	404085038 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EE	3018772 	2992551 	2515832 	2533287 	1781794 	1813285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EL	: 	1433087 	1579747 	1693928 	1425062 	2749255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,ES	102557523 	95850185 	91367973 b	83086699 	84614036 	86453206 	: 	: 	: 	: 	: 	81301581 	86627160 	85817660 	82499590 	78506770 	94138380 	92492038 	43080283 	9107147 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EU27	: 	: 	589960069 e	577736290 e	571466421 e	581663697 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EU28	: 	: 	592420480 e	581482852 e	575643970 e	585729965 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,FI	24956040 	24184077 	24042202 	23460842 	24801381 	25020682 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25544000 	: 	: 	: 
NR,PERS,N1-3,WORLD,FR	105328361 	91863468 	93780902 	105556338 	104653851 	105949227 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81423000 	82454000 	82481886 	84662003 	: 	: 	: 
NR,PERS,N1-3,WORLD,HR	1991587 	1959133 	2778748 	3890091 	4190195 	4082385 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,HU	12043639 	11700993 	11542092 	11033501 	9961409 	11822319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,IE	8012920 	7228071 	6985478 	6040993 	5842192 	5868127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2254000 	2277000 	: 	2103000 	: 	: 	: 
NR,PERS,N1-3,WORLD,IT	24060688 	25424548 	21392604 	22134614 b	19997694 	26286323 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LT	2250528 	2277168 	2339706 	2289727 	2221233 	2238041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LU	: 	465197 	564541 	623587 	539578 	514979 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	250000 	177000 	149000 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LV	: 	3223912 	3043094 	3144005 	3099854 	3772198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,MT	313070 	288353 	233611 	222967 b	223461 	212476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,NL	20003818 	19751760 	19620751 	20435230 	20988168 	23134196 b	: 	: 	: 	: 	: 	9880000 	9824000 	10237000 	10244000 	10628000 	9678000 	9825000 	9316000 	8754000 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,NO	9848941 	9502715 	9714487 	10462995 	8604374 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,PL	28679723 	27279217 	25071994 	24050453 b	24455021 	25254782 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,PT	11165181 	10258475 	9796315 	9293124 	9074999 	8961655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,RO	11147282 	10597470 	10146026 	10331810 	10401100 	9704733 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SE	: 	22926968 	23254985 	20764611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SI	2693797 	2322693 	2225445 	2579844 	2676826 	2490441 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SK	5483276 	4939045 	3814796 	3485754 	2986815 b	2322293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,UK	: 	: 	: 	: 	72245586 	73161030 	: 	: 	: 	: 	: 	: 	: 	: 	65680000 	72600000 	71800000 	74600000 	45500000 	39000000 	41100000 	: 	: 	: 
NR,PERS,N15-28,DOM,AT	94577 	146832 	147207 	124463 	142958 	105023 	111909 	: u	98803 	125204 	139166 	112553 	117072 	: 	: 	: 	126796 	108585 	116756 	159832 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,BE	38406 bu	34218 	49338 u	48564 u	68214 u	: u	86833 	79404 	83830 	102193 	114108 	166494 	145814 	176123 	153336 	137530 	150103 	113640 	161678 	174773 	: 	195563 	: 	177898 
NR,PERS,N15-28,DOM,BG	: c	: u	25229 u	29716 u	71928 	: u	82630 	101430 	174881 	64008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,CH	: 	: u	: u	132958 u	88593 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,CY	10878 u	16650 u	11637 u	27160 u	: u	21690 bu	11450 	12282 	12882 	11799 	12363 	11807 	10426 	14021 	12631 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,CZ	518830 	441060 	420191 	528303 	505116 	503459 	544558 	466380 	442348 	383710 	374762 	338672 	260475 	250536 	283581 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,DE	2049284 	1676660 	2121849 	1618600 	1795844 	1712029 	1860546 	2247804 	2238359 	2196443 	2206899 	2794869 	3171220 	2921000 	4111000 	3814000 	3570000 	3670000 	: u	: u	: u	: 	: 	: 
NR,PERS,N15-28,DOM,DK	: 	124751 u	92252 u	164811 	117968 bu	94816 u	79589 	108151 	90528 	106599 	36415 	50001 	66821 	37416 	87900 	75800 	46500 	64100 	48800 	71100 	68000 	80700 	: 	: 
NR,PERS,N15-28,DOM,EA	: 	: 	: 	19179254 e	20271350 e	20713196 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,EE	: c	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,EL	: 	535396 	533467 	617400 	526347 	563367 	778092 	759402 	1009885 	1076984 	1204519 	1279247 	1212792 	983131 	707738 	742579 	767925 	808952 	655954 	999189 	1154177 	: 	987585 	: 
NR,PERS,N15-28,DOM,ES	3302473 	3475404 	3329264 b	3639885 	3972501 	3918601 	3975591 	4021073 	4144860 	3832392 	3564000 	3712043 	3503156 	3572348 	3855150 	4030178 	3964689 	3654690 	3205293 	5084833 	4123705 	: 	: 	: 
NR,PERS,N15-28,DOM,EU27	: 	: 	24770846 e	24560562 e	22887320 e	23628701 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,EU28	: 	: 	24980578 e	24719451 e	23110742 e	23874040 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,FI	170819 u	178783 u	160278 u	123671 u	193962 	126076 bu	168000 	195000 	155000 	123000 	141000 	158000 	141000 	138000 	135000 	146000 	156000 	104000 	183000 	161000 	532000 	138000 	: 	: 
NR,PERS,N15-28,DOM,FR	8735791 	8846916 	8891408 	10060354 	10008869 	10504291 	11009839 	10219413 	10760703 	11690050 	12416439 	12411808 	12856332 	7237000 	8107000 	8168000 	18404000 	8488000 	8548000 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,HR	114217 	114617 	209710 	165039 	222867 	244485 	217117 	344716 	317634 	268049 	216781 	: 	: 	211190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,HU	45089 	68640 	71834 	104617 	89979 	144713 	125140 	116383 	96546 	105285 	159716 	118843 	156797 	157726 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,IE	43816 u	45388 u	62982 	44745 	50027 	53862 	: u	: u	53000 	48000 	47000 	47000 	44000 	47000 	50000 	38000 	39000 	: 	: 	22000 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7232 	: 	: 
NR,PERS,N15-28,DOM,IT	2466234 	2554911 	2936500 	1896392 b	2362883 	2568690 	3218581 	3659274 	3416127 	3576673 	3635095 	4396710 	4329010 	4123941 	4274590 	4829517 	4384416 	3900463 	4103193 	4430987 	4289944 	: 	: 	: 
NR,PERS,N15-28,DOM,LT	21307 	35286 	11888 	7838 u	16101 	14561 	14432 	9338 	21336 	33867 	22402 	31262 	19878 	22203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,LU	: 	: u	: u	: u	: u	: u	396 	0 	: u	0 	0 	: 	1000 	: 	: 	1000 	: 	: 	1000 	2000 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,LV	: 	: c	: u	: u	: u	30632 u	15847 	29872 	23944 	15895 	12964 	10774 	19678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,MT	: c	: 	: c	: u	: 	: u	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,NL	516209 	577674 	592101 	546911 	603251 	575526 b	477000 	522000 	414000 	512000 	465000 	623000 	621000 	674000 	571000 	690000 	576000 	689000 	598000 	552000 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,NO	175315 u	182779 	180526 	191140 	208874 	: 	206062 	174314 	263734 	171732 	162491 	213698 	181937 	204707 	199907 	197245 	189219 	213445 	251561 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,PL	1303132 	1331079 	1108416 	948098 b	560518 	884794 	920000 e	986000 	7137000 	767000 	962000 	1090000 	1087000 	1122000 e	1120000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,PT	380961 	332806 	359172 	357298 	454345 	371538 	350666 	279925 	378073 	422415 	483737 	430131 	537766 	566957 	517513 	548741 	589207 	514174 	512555 	426747 	596634 	: 	: 	: 
NR,PERS,N15-28,DOM,RO	134062 	104970 	110921 	137431 	145639 	150759 	: 	: 	: 	: 	: 	: 	217863 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N15-28,DOM,SE	: 	420194 	418896 	312563 	: 	: 	297000 	336000 	289000 	289000 	325000 	257000 	: 	: 	: 	: 	: 	: 	: 	: 	507000 	: 	: 	: 
